position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,1,4831,羽野 直也,"1'49""9",1,.19,逃げ,若松,ビッグベアーズカップ,5月9日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240509_8.html
２,2,3805,高橋 英之,"1'51""2",2,.14,,若松,ビッグベアーズカップ,5月9日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240509_8.html
３,3,4033,伊藤 将吉,"1'53""0",3,.13,,若松,ビッグベアーズカップ,5月9日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240509_8.html
４,6,3680,森林 太,"1'54""5",6,.19,,若松,ビッグベアーズカップ,5月9日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240509_8.html
５,5,5271,杉山 太陽,,5,.14,,若松,ビッグベアーズカップ,5月9日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240509_8.html
６,4,3976,内田 圭,,4,.16,,若松,ビッグベアーズカップ,5月9日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240509_8.html
