position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,1,5156,坂野 さくら,"1'59""3",1,.06,逃げ,若松,ミッドナイトボートレースＢＯＡＴＢｏｙカップ,12月14日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20241214_8.html
２,4,3188,日高 逸子,"2'01""2",4,.13,,若松,ミッドナイトボートレースＢＯＡＴＢｏｙカップ,12月14日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20241214_8.html
３,2,5079,大石 真央,"2'05""1",2,.08,,若松,ミッドナイトボートレースＢＯＡＴＢｏｙカップ,12月14日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20241214_8.html
４,3,4844,村上 奈穂,"2'06""6",3,.09,,若松,ミッドナイトボートレースＢＯＡＴＢｏｙカップ,12月14日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20241214_8.html
５,6,5297,南 彩寧,,6,.39,,若松,ミッドナイトボートレースＢＯＡＴＢｏｙカップ,12月14日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20241214_8.html
転,5,5195,北村 寧々,,5,.17,,若松,ミッドナイトボートレースＢＯＡＴＢｏｙカップ,12月14日３日目,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20241214_8.html
