position_txt,lane,racer_no,racer_name,time,course,st_time,tactic,stadium,race_title,date_label,race_no,source_file
１,1,4314,青木 幸太郎,"1'51""1",1,.17,逃げ,若松,西部発刊２５周年記念スポーツ報知杯年またぎ特選競走,1月3日最終日,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240103_8.html
２,3,4402,乙藤 智史,"1'52""5",3,.24,,若松,西部発刊２５周年記念スポーツ報知杯年またぎ特選競走,1月3日最終日,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240103_8.html
３,5,4632,長尾 京志郎,"1'53""9",5,.21,,若松,西部発刊２５周年記念スポーツ報知杯年またぎ特選競走,1月3日最終日,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240103_8.html
４,6,5102,原田 雄次,"1'55""0",6,.18,,若松,西部発刊２５周年記念スポーツ報知杯年またぎ特選競走,1月3日最終日,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240103_8.html
５,2,3919,村上 純,,2,.24,,若松,西部発刊２５周年記念スポーツ報知杯年またぎ特選競走,1月3日最終日,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240103_8.html
６,4,5271,杉山 太陽,,4,.19,,若松,西部発刊２５周年記念スポーツ報知杯年またぎ特選競走,1月3日最終日,8,download/wakamatsu_off_raceresult_html/wakamatsu_raceresult_20_20240103_8.html
