grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2025-06-15,唐十杯,1,2910,9,1010,5,440,1,260,1
般,2025-06-15,唐十杯,2,5620,20,2230,9,410,1,390,2
般,2025-06-15,唐十杯,3,3190,14,550,3,880,4,440,1
般,2025-06-15,唐十杯,4,15390,53,2580,9,7080,20,3390,11
般,2025-06-15,唐十杯,5,780,3,400,2,230,1,190,1
般,2025-06-15,唐十杯,6,2200,10,880,4,690,4,650,2
般,2025-06-15,唐十杯,7,8530,21,3980,10,1320,4,1660,6
般,2025-06-15,唐十杯,8,3450,12,490,3,2430,7,1420,5
般,2025-06-15,唐十杯,9,1410,4,400,2,740,3,540,3
般,2025-06-15,唐十杯,10,1100,3,270,1,480,2,290,2
般,2025-06-15,唐十杯,11,3740,14,1660,8,780,4,1090,4
般,2025-06-15,唐十杯,12,22330,39,730,4,7830,14,1110,4
般,2025-06-14,唐十杯,1,21240,89,4000,18,4420,19,2300,14
般,2025-06-14,唐十杯,2,5750,27,890,4,1300,4,450,2
般,2025-06-14,唐十杯,3,2520,9,670,3,580,2,650,3
般,2025-06-14,唐十杯,4,12320,37,1210,7,1870,9,1200,5
般,2025-06-14,唐十杯,5,3920,13,130,1,2200,7,1270,4
般,2025-06-14,唐十杯,6,1900,6,440,2,690,2,280,1
般,2025-06-14,唐十杯,7,2580,8,380,1,630,2,300,1
般,2025-06-14,唐十杯,8,3130,11,1620,7,270,2,250,2
般,2025-06-14,唐十杯,9,48680,56,6230,11,7470,11,1210,6
般,2025-06-14,唐十杯,10,650,1,350,1,210,1,130,1
般,2025-06-14,唐十杯,11,3630,13,630,3,1350,5,270,1
般,2025-06-14,唐十杯,12,2490,9,520,2,850,3,750,3
般,2025-06-13,唐十杯,1,2060,8,830,5,310,1,320,1
般,2025-06-13,唐十杯,2,14180,44,1030,5,7030,23,2410,11
般,2025-06-13,唐十杯,3,27770,87,1340,7,5470,21,2000,10
般,2025-06-13,唐十杯,4,2670,9,740,4,470,2,200,1
般,2025-06-13,唐十杯,5,2710,10,1220,5,200,1,160,1
