grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2024-12-31,スポーツ報知杯年またぎ特選競走,1,104670,114,2430,11,33250,28,3920,15
般,2024-12-31,スポーツ報知杯年またぎ特選競走,2,850,2,210,1,450,2,140,1
般,2024-12-31,スポーツ報知杯年またぎ特選競走,3,10080,33,1890,7,4390,13,1960,5
般,2024-12-31,スポーツ報知杯年またぎ特選競走,4,4820,18,870,2,2590,8,2480,10
般,2024-12-31,スポーツ報知杯年またぎ特選競走,5,1210,5,630,4,810,3,360,3
般,2024-12-31,スポーツ報知杯年またぎ特選競走,6,105630,93,13300,20,10680,20,5380,9
般,2024-12-31,スポーツ報知杯年またぎ特選競走,7,1980,7,200,1,920,5,630,4
般,2024-12-31,スポーツ報知杯年またぎ特選競走,8,1300,4,760,3,220,1,120,1
般,2024-12-31,スポーツ報知杯年またぎ特選競走,9,810,3,280,2,370,2,380,2
般,2024-12-31,スポーツ報知杯年またぎ特選競走,10,750,2,380,2,210,1,190,1
般,2024-12-31,スポーツ報知杯年またぎ特選競走,11,590,1,350,2,180,1,160,1
般,2024-12-31,スポーツ報知杯年またぎ特選競走,12,4670,14,2050,9,790,3,650,3
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,1,890,1,330,1,390,2,430,3
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,2,21420,60,2740,9,3540,15,4020,8
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,3,4920,16,290,1,1560,5,690,3
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,4,13770,50,3350,13,2180,11,1080,6
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,5,2700,11,480,2,950,5,310,2
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,6,35260,67,1200,5,11710,21,3620,10
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,7,10260,36,2140,10,1850,6,2930,8
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,8,7850,35,2060,9,1630,6,830,3
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,9,1010,1,320,1,290,1,360,1
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,10,1070,1,400,1,310,1,200,1
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,11,1720,8,1100,6,340,2,330,2
般,2024-12-15,ミッドナイトボートレースBOATBoyカップ,12,810,3,320,1,380,2,290,2
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,1,2350,7,800,3,510,2,1050,3
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,2,1170,3,390,1,340,1,350,1
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,3,24940,74,2850,10,5930,15,800,4
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,4,16140,60,1370,6,4990,18,1590,7
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,5,590,2,170,1,360,2,220,2
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,6,760,2,320,2,270,1,240,1
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,7,5800,18,1230,6,1840,8,1770,6
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,8,1010,2,370,2,270,1,160,1
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,9,1240,4,760,3,250,1,170,1
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,10,960,3,340,1,440,2,430,2
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,11,2150,9,910,5,610,2,330,1
般,2024-12-14,ミッドナイトボートレースBOATBoyカップ,12,162900,111,6950,16,30340,30,5830,11
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,1,14570,49,630,2,4560,17,2070,9
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,2,1810,6,580,3,330,1,280,1
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,3,2740,10,530,3,1400,6,1510,7
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,4,770,1,350,1,320,1,350,2
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,5,540,2,170,1,270,2,250,2
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,6,11580,37,5220,15,2050,7,1470,5
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,7,670,1,310,1,330,1,260,1
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,8,700,1,400,1,220,1,240,2
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,9,20420,39,1060,4,8820,16,1690,4
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,10,3320,9,470,3,810,3,190,1
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,11,470,1,210,1,190,1,150,1
般,2024-12-13,ミッドナイトボートレースBOATBoyカップ,12,12530,36,720,3,5760,14,4270,9
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,1,850,2,410,2,340,1,260,1
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,2,2240,6,540,3,990,3,390,2
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,3,5780,22,2140,7,990,3,860,2
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,4,1130,3,290,2,570,2,170,1
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,5,1230,4,680,3,400,2,260,2
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,6,1290,3,680,3,530,3,520,2
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,7,9640,27,2440,9,3190,8,2810,7
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,8,2950,13,1100,6,500,4,620,4
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,9,4250,19,1090,6,830,5,760,5
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,10,6590,21,1840,7,1430,5,920,4
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,11,2520,10,1410,7,800,3,760,4
般,2024-12-12,ミッドナイトボートレースBOATBoyカップ,12,6120,21,300,1,3650,10,1950,6
G3,2024-12-08,シャボン玉石けん杯,1,3750,15,600,2,1230,6,500,3
G3,2024-12-08,シャボン玉石けん杯,2,1840,5,950,6,390,2,340,2
G3,2024-12-08,シャボン玉石けん杯,3,1430,3,650,3,370,2,370,2
G3,2024-12-08,シャボン玉石けん杯,4,4520,15,1900,8,610,2,600,3
G3,2024-12-08,シャボン玉石けん杯,5,1960,5,1270,4,190,1,150,1
G3,2024-12-08,シャボン玉石けん杯,6,22250,36,550,3,12510,17,7800,10
G3,2024-12-08,シャボン玉石けん杯,7,3150,13,340,1,740,3,350,1
G3,2024-12-08,シャボン玉石けん杯,8,2330,12,730,5,440,2,400,3
G3,2024-12-08,シャボン玉石けん杯,9,2190,6,1190,5,480,2,310,2
