grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,1,1120,1,370,1,580,2,350,1
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,2,2540,11,400,1,1020,5,490,3
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,3,10210,52,1000,7,3340,18,1450,9
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,4,1170,3,300,1,630,3,280,1
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,5,2560,9,450,2,510,2,280,1
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,6,2880,12,970,6,590,3,570,4
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,7,1820,7,590,3,260,1,180,1
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,8,1820,7,900,5,790,3,550,3
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,9,11170,31,290,1,5260,13,3990,6
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,10,830,1,400,1,290,1,280,1
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,11,4380,15,1890,9,380,1,390,2
般,2024-10-31,若松夜王S第2戦デイリースポーツ杯若松ダービー,12,16480,46,4950,15,1930,9,1530,6
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,1,880,1,420,1,440,1,260,1
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,2,1510,2,580,2,440,1,270,1
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,3,20860,63,2230,14,5220,17,4160,12
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,4,14940,69,3190,16,1260,6,1020,5
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,5,7900,21,3640,8,900,4,560,4
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,6,9270,32,1820,6,2220,7,3480,5
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,7,4710,20,430,2,2120,9,690,3
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,8,770,1,330,1,260,1,210,1
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,9,1930,6,420,2,640,4,710,4
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,10,6520,19,3090,10,1150,4,810,4
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,11,2390,6,1510,6,360,2,480,2
般,2024-10-30,若松夜王S第2戦デイリースポーツ杯若松ダービー,12,4070,15,2090,9,510,2,890,3
般,2024-10-29,若松夜王S第2戦デイリースポーツ杯若松ダービー,1,6190,25,910,5,1360,5,250,1
般,2024-10-29,若松夜王S第2戦デイリースポーツ杯若松ダービー,2,32340,107,4090,16,6620,23,2750,14
般,2024-10-29,若松夜王S第2戦デイリースポーツ杯若松ダービー,3,2910,7,430,2,680,2,210,1
般,2024-10-29,若松夜王S第2戦デイリースポーツ杯若松ダービー,4,820,2,170,1,610,2,320,2
