grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,1,1580,6,200,1,900,3,220,1
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,2,11650,56,2560,14,2590,16,1350,8
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,3,820,1,290,1,360,1,370,2
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,4,3750,16,1400,8,1390,5,700,4
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,5,700,1,260,1,360,1,310,1
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,6,1250,4,510,2,310,1,190,1
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,7,2280,8,270,1,900,4,250,1
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,8,420,2,260,2,210,1,160,1
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,9,640,1,300,1,270,1,250,1
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,10,620,1,310,1,240,1,160,1
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,11,1020,4,650,4,230,1,200,1
ヴ,2025-02-28,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,12,480,1,230,1,210,1,140,1
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,1,1620,5,720,3,540,2,510,3
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,2,3370,12,330,2,1660,7,1620,6
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,3,1560,5,390,1,660,3,530,3
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,4,1290,1,390,1,460,1,330,1
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,5,1830,7,500,3,760,5,640,4
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,6,1610,7,630,3,270,1,260,1
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,7,4600,16,1720,5,920,5,830,3
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,8,1300,4,910,4,350,2,330,2
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,9,2690,8,390,2,1540,5,380,2
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,10,1970,7,220,1,1010,4,500,3
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,11,23220,60,4360,14,1890,7,540,2
ヴ,2025-02-27,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,12,630,2,350,2,260,1,200,1
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,1,4560,16,380,1,2190,6,1770,7
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,2,2190,6,400,1,1000,4,620,3
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,3,2420,8,1030,5,810,3,720,3
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,4,13270,41,1230,6,4140,15,2540,9
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,5,1200,3,260,1,590,3,190,1
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,6,8770,46,1320,8,2010,13,660,3
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,7,5410,18,840,4,1740,7,430,2
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,8,1980,7,280,1,1090,4,210,1
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,9,660,2,290,2,230,1,200,1
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,10,3110,13,340,1,1120,5,860,4
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,11,2080,6,630,3,640,3,270,1
ヴ,2025-02-26,ヴィーナスS22戦マクール杯ナイトプリンセスカップ,12,2450,9,780,3,460,2,150,1
般,2025-02-20,にっぽん未来プロジェクト競走in若松,1,28250,79,4790,11,12750,26,3710,14
般,2025-02-20,にっぽん未来プロジェクト競走in若松,2,21650,47,2860,10,5760,16,3900,12
般,2025-02-20,にっぽん未来プロジェクト競走in若松,3,1480,4,330,1,590,3,580,3
般,2025-02-20,にっぽん未来プロジェクト競走in若松,4,2220,7,650,3,920,3,850,4
般,2025-02-20,にっぽん未来プロジェクト競走in若松,5,370,1,210,1,140,1,130,1
般,2025-02-20,にっぽん未来プロジェクト競走in若松,6,2220,6,300,1,1060,3,110,1
般,2025-02-20,にっぽん未来プロジェクト競走in若松,7,1540,6,310,2,470,2,210,1
般,2025-02-20,にっぽん未来プロジェクト競走in若松,8,760,3,450,3,290,1,260,2
般,2025-02-20,にっぽん未来プロジェクト競走in若松,9,510,1,290,1,230,1,290,2
般,2025-02-20,にっぽん未来プロジェクト競走in若松,10,780,1,320,1,400,2,290,1
般,2025-02-20,にっぽん未来プロジェクト競走in若松,11,1190,3,700,3,170,1,130,1
般,2025-02-20,にっぽん未来プロジェクト競走in若松,12,39790,41,680,3,13830,14,6400,10
般,2025-02-19,にっぽん未来プロジェクト競走in若松,1,1470,2,320,1,690,1,520,2
般,2025-02-19,にっぽん未来プロジェクト競走in若松,2,128210,113,12120,19,18880,26,5810,15
般,2025-02-19,にっぽん未来プロジェクト競走in若松,3,11560,44,1460,8,3190,16,1220,6
般,2025-02-19,にっぽん未来プロジェクト競走in若松,4,12420,49,4880,10,4480,19,2500,10
般,2025-02-19,にっぽん未来プロジェクト競走in若松,5,700,2,350,2,300,2,170,1
般,2025-02-19,にっぽん未来プロジェクト競走in若松,6,1350,5,500,3,420,2,350,2
般,2025-02-19,にっぽん未来プロジェクト競走in若松,7,630,1,240,1,270,1,290,1
般,2025-02-19,にっぽん未来プロジェクト競走in若松,8,7750,21,3220,10,1520,5,680,4
般,2025-02-19,にっぽん未来プロジェクト競走in若松,9,950,4,510,3,390,2,330,2
般,2025-02-19,にっぽん未来プロジェクト競走in若松,10,640,1,300,1,240,1,370,3
般,2025-02-19,にっぽん未来プロジェクト競走in若松,11,630,2,420,2,200,1,150,1
般,2025-02-19,にっぽん未来プロジェクト競走in若松,12,2860,12,1550,7,250,2,280,1
般,2025-02-18,にっぽん未来プロジェクト競走in若松,1,10570,49,790,4,2860,12,670,4
般,2025-02-18,にっぽん未来プロジェクト競走in若松,2,5060,22,1570,7,680,2,550,3
般,2025-02-18,にっぽん未来プロジェクト競走in若松,3,11100,39,2110,9,4460,18,1730,8
般,2025-02-18,にっぽん未来プロジェクト競走in若松,4,5260,21,1710,8,1820,9,860,5
般,2025-02-18,にっぽん未来プロジェクト競走in若松,5,390,1,250,1,180,1,150,1
般,2025-02-18,にっぽん未来プロジェクト競走in若松,6,920,1,260,1,440,1,340,1
般,2025-02-18,にっぽん未来プロジェクト競走in若松,7,1500,6,240,1,720,3,800,2
般,2025-02-18,にっぽん未来プロジェクト競走in若松,8,1060,4,810,2,210,1,200,1
般,2025-02-18,にっぽん未来プロジェクト競走in若松,9,600,2,250,1,290,2,370,2
般,2025-02-18,にっぽん未来プロジェクト競走in若松,10,1350,3,150,1,590,3,320,2
般,2025-02-18,にっぽん未来プロジェクト競走in若松,11,530,1,310,1,260,1,210,1
般,2025-02-18,にっぽん未来プロジェクト競走in若松,12,920,4,240,1,370,2,160,1
般,2025-02-17,にっぽん未来プロジェクト競走in若松,1,4280,16,320,1,1610,7,490,2
般,2025-02-17,にっぽん未来プロジェクト競走in若松,2,2210,8,220,1,1200,6,440,2
般,2025-02-17,にっぽん未来プロジェクト競走in若松,3,2070,6,330,1,900,5,490,3
般,2025-02-17,にっぽん未来プロジェクト競走in若松,4,2060,6,490,3,800,3,450,3
般,2025-02-17,にっぽん未来プロジェクト競走in若松,5,2970,9,640,3,830,4,720,3
般,2025-02-17,にっぽん未来プロジェクト競走in若松,6,860,2,440,2,320,1,210,1
般,2025-02-17,にっぽん未来プロジェクト競走in若松,7,7870,26,4150,13,1070,4,600,3
般,2025-02-17,にっぽん未来プロジェクト競走in若松,8,240,1,130,1,160,1,130,1
般,2025-02-17,にっぽん未来プロジェクト競走in若松,9,5600,22,2370,7,1900,6,1410,7
般,2025-02-17,にっぽん未来プロジェクト競走in若松,10,4230,17,1730,6,950,4,570,2
般,2025-02-17,にっぽん未来プロジェクト競走in若松,11,1970,8,800,5,390,2,260,2
般,2025-02-17,にっぽん未来プロジェクト競走in若松,12,3230,15,1070,5,680,4,850,5
般,2025-02-16,にっぽん未来プロジェクト競走in若松,1,61790,89,2360,10,20180,27,4880,15
般,2025-02-16,にっぽん未来プロジェクト競走in若松,2,5000,16,2380,8,1270,4,710,3
般,2025-02-16,にっぽん未来プロジェクト競走in若松,3,26150,66,7290,19,5150,14,2030,9
般,2025-02-16,にっぽん未来プロジェクト競走in若松,4,7780,30,1850,8,1200,5,710,3
般,2025-02-16,にっぽん未来プロジェクト競走in若松,5,850,3,210,1,440,2,640,2
般,2025-02-16,にっぽん未来プロジェクト競走in若松,6,750,3,500,2,300,1,220,1
般,2025-02-16,にっぽん未来プロジェクト競走in若松,7,880,3,320,2,400,2,100,1
般,2025-02-16,にっぽん未来プロジェクト競走in若松,8,1720,6,410,2,820,4,530,3
般,2025-02-16,にっぽん未来プロジェクト競走in若松,9,10660,27,1320,7,3210,8,4410,7
般,2025-02-16,にっぽん未来プロジェクト競走in若松,10,5310,19,2160,9,800,3,560,3
般,2025-02-16,にっぽん未来プロジェクト競走in若松,11,9870,26,1350,8,2840,7,610,3
般,2025-02-16,にっぽん未来プロジェクト競走in若松,12,680,1,320,1,270,1,190,1
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,1,3580,12,1210,6,700,4,590,4
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,2,13300,47,2620,11,1300,5,860,4
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,3,20910,62,940,6,4750,18,840,4
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,4,34550,83,6600,16,6430,23,2670,10
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,5,660,2,270,1,250,1,110,1
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,6,5270,20,700,3,730,4,230,1
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,7,900,1,350,1,330,1,200,1
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,8,1600,7,270,1,630,3,240,1
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,9,3360,10,1070,6,910,3,810,4
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,10,780,1,400,2,340,1,270,1
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,11,23730,59,580,2,6540,19,2130,7
般,2025-02-12,若松夜王S第4戦ニッカン・コム杯若松クラシック,12,2060,6,920,5,340,1,260,1
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,1,15400,45,330,2,5760,14,1740,7
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,2,3240,13,1320,7,840,4,880,5
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,3,760,1,310,1,350,2,340,2
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,4,11940,54,1790,10,1950,11,1560,7
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,5,4330,12,940,4,1860,6,1080,4
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,6,1750,5,340,2,860,4,720,3
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,7,11580,33,340,1,4220,10,2280,8
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,8,2800,10,1100,6,640,3,310,2
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,9,1290,4,190,1,640,3,160,1
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,10,1750,6,800,4,370,1,320,2
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,11,3080,14,1290,6,1090,6,980,6
般,2025-02-11,若松夜王S第4戦ニッカン・コム杯若松クラシック,12,2690,11,770,5,770,4,620,4
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,1,46940,108,3880,15,8230,23,1660,9
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,2,2700,10,480,2,440,2,140,1
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,3,2740,10,1590,7,1210,5,200,1
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,4,2050,7,460,2,730,4,680,3
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,5,7640,26,1630,8,1410,7,1140,4
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,6,6730,23,420,2,2070,8,840,3
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,7,1950,8,690,3,360,1,420,2
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,8,2240,7,780,3,680,3,360,2
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,9,860,3,480,3,250,1,300,2
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,10,630,2,470,2,210,1,120,1
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,11,810,1,340,1,320,2,340,2
般,2025-02-10,若松夜王S第4戦ニッカン・コム杯若松クラシック,12,2490,12,1130,6,590,3,860,4
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,1,1150,3,420,2,340,1,230,1
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,2,1840,6,800,4,610,1,540,2
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,3,6300,26,1060,4,1840,8,2610,8
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,4,8560,32,570,2,2560,10,1870,9
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,5,308720,108,9480,15,35300,24,11200,10
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,6,6000,19,1970,7,430,2,280,1
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,7,1680,6,620,4,360,1,260,1
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,8,2330,6,490,2,950,3,590,3
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,9,11360,45,2730,14,2560,10,920,5
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,10,4360,12,1250,7,1090,3,310,2
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,11,2430,9,810,5,780,4,420,2
般,2025-02-09,若松夜王S第4戦ニッカン・コム杯若松クラシック,12,19720,47,1290,6,5270,12,880,4
般,2025-02-06,日本トーター杯BTS北九州MD開設18周年記念競走,1,20300,58,1970,8,4520,19,2270,9
般,2025-02-06,日本トーター杯BTS北九州MD開設18周年記念競走,2,4520,15,870,6,1940,11,960,8
般,2025-02-06,日本トーター杯BTS北九州MD開設18周年記念競走,3,2400,8,1010,5,850,4,560,4
般,2025-02-06,日本トーター杯BTS北九州MD開設18周年記念競走,4,13380,40,2130,8,1670,8,1000,3
般,2025-02-06,日本トーター杯BTS北九州MD開設18周年記念競走,5,560,2,190,1,340,2,270,2
