grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2024-01-31,第41回日本財団会長杯,1,740,1,350,1,250,1,330,1
般,2024-01-31,第41回日本財団会長杯,2,1810,2,520,1,670,1,580,3
般,2024-01-31,第41回日本財団会長杯,3,610,1,310,1,410,2,260,1
般,2024-01-31,第41回日本財団会長杯,4,124070,118,6860,16,19180,28,7170,14
般,2024-01-31,第41回日本財団会長杯,5,220,1,100,1,130,1,110,1
般,2024-01-31,第41回日本財団会長杯,6,5390,22,2570,8,620,2,580,4
般,2024-01-31,第41回日本財団会長杯,7,4030,16,2750,10,710,4,1390,4
般,2024-01-31,第41回日本財団会長杯,8,4100,10,2270,8,270,1,270,2
般,2024-01-31,第41回日本財団会長杯,9,1670,3,600,2,390,1,360,1
般,2024-01-31,第41回日本財団会長杯,10,1670,5,810,4,260,1,190,1
般,2024-01-31,第41回日本財団会長杯,11,6190,19,4500,11,460,3,400,3
般,2024-01-31,第41回日本財団会長杯,12,1220,4,380,1,390,2,280,2
般,2024-01-30,第41回日本財団会長杯,1,1810,6,480,2,640,2,800,3
般,2024-01-30,第41回日本財団会長杯,2,930,3,670,3,220,1,320,1
般,2024-01-30,第41回日本財団会長杯,3,5360,19,810,4,2160,7,1070,5
般,2024-01-30,第41回日本財団会長杯,4,980,1,340,1,340,1,360,1
般,2024-01-30,第41回日本財団会長杯,5,1420,6,720,4,460,3,340,2
般,2024-01-30,第41回日本財団会長杯,6,15310,40,3780,11,4740,11,1680,4
般,2024-01-30,第41回日本財団会長杯,7,770,2,380,3,240,1,170,1
般,2024-01-30,第41回日本財団会長杯,8,1290,4,970,4,300,2,340,2
般,2024-01-30,第41回日本財団会長杯,9,1450,6,570,3,470,2,550,3
般,2024-01-30,第41回日本財団会長杯,10,2450,8,1230,7,700,3,680,4
般,2024-01-30,第41回日本財団会長杯,11,1180,3,360,1,370,2,310,2
般,2024-01-30,第41回日本財団会長杯,12,10660,31,1120,6,3320,8,470,3
般,2024-01-12,東龍軒カップ,1,1140,1,360,1,380,1,130,1
般,2024-01-12,東龍軒カップ,2,2520,5,260,1,1370,4,460,1
般,2024-01-12,東龍軒カップ,3,1440,4,400,2,630,3,840,4
般,2024-01-12,東龍軒カップ,4,5920,24,2900,8,380,1,130,1
般,2024-01-12,東龍軒カップ,5,1890,7,540,2,940,4,930,3
般,2024-01-12,東龍軒カップ,6,570,1,290,1,180,1,120,1
般,2024-01-12,東龍軒カップ,7,2200,8,500,3,470,2,170,1
般,2024-01-12,東龍軒カップ,8,730,2,500,2,180,1,170,1
般,2024-01-12,東龍軒カップ,9,2480,12,1130,8,350,2,340,2
般,2024-01-12,東龍軒カップ,10,1150,5,800,6,380,2,480,2
般,2024-01-12,東龍軒カップ,11,710,2,240,1,300,2,240,2
般,2024-01-12,東龍軒カップ,12,670,1,330,1,250,1,260,1
般,2024-01-11,東龍軒カップ,1,13700,62,1910,10,4650,21,1310,8
