grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,1,10990,41,2970,15,2660,9,2550,8
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,2,1220,2,540,3,470,3,260,1
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,3,22190,84,2760,14,4580,19,2220,13
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,4,9600,35,2180,11,2160,9,1890,7
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,5,1440,8,600,3,350,2,310,2
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,6,1990,7,990,5,400,2,370,2
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,7,1070,6,510,3,400,3,460,3
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,8,4960,17,1970,7,1150,4,360,3
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,9,2940,11,740,4,930,5,820,4
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,10,6150,24,470,3,2150,9,1270,5
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,11,4700,19,440,1,2050,8,1240,5
般,2024-11-28,若松夜王S第3戦サッポロビールカップ福岡県内選手権,12,640,1,350,1,260,1,250,1
般,2024-11-27,若松夜王S第3戦サッポロビールカップ福岡県内選手権,1,3990,14,1290,7,1780,8,1780,8
般,2024-11-27,若松夜王S第3戦サッポロビールカップ福岡県内選手権,2,7410,27,2010,8,1400,5,770,3
般,2024-11-27,若松夜王S第3戦サッポロビールカップ福岡県内選手権,3,3870,15,360,2,2120,10,500,3
般,2024-11-27,若松夜王S第3戦サッポロビールカップ福岡県内選手権,4,2520,7,780,3,550,2,560,3
