grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,1,1200,3,240,1,480,2,520,2
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,2,3030,10,390,1,980,5,230,1
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,3,1760,7,510,4,750,4,680,3
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,4,880,1,260,2,410,1,490,3
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,5,810,3,390,3,410,2,380,2
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,6,1790,7,980,3,730,4,460,2
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,7,20100,42,510,3,5690,14,2810,7
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,8,4470,11,420,3,2570,5,1600,6
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,9,1440,6,500,3,410,2,550,3
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,10,2150,6,810,3,520,2,740,3
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,11,2630,9,200,1,1750,5,230,2
般,2023-04-30,創刊75周年記念スポーツニッポン杯GW特選競走,12,1750,5,190,1,780,4,820,3
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,1,1690,5,340,1,630,2,480,3
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,2,15190,61,2380,11,3120,15,2550,12
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,3,2300,10,370,3,1230,5,310,2
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,4,8330,40,1370,7,2990,17,1070,7
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,5,74540,71,1830,7,31590,25,9660,11
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,6,1560,6,330,2,920,4,580,2
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,7,7500,29,870,4,2090,8,520,2
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,8,270,1,160,1,150,1,170,1
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,9,6500,23,940,3,860,2,250,1
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,10,9810,36,1900,9,3980,12,3440,8
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,11,47760,63,4120,11,14700,19,10930,14
般,2023-04-29,創刊75周年記念スポーツニッポン杯GW特選競走,12,1830,6,670,4,710,3,980,3
般,2023-04-28,創刊75周年記念スポーツニッポン杯GW特選競走,1,5150,23,1000,6,1210,6,640,3
般,2023-04-28,創刊75周年記念スポーツニッポン杯GW特選競走,2,1750,4,540,2,660,1,580,1
般,2023-04-28,創刊75周年記念スポーツニッポン杯GW特選競走,3,7290,34,880,5,2890,14,1300,7
般,2023-04-28,創刊75周年記念スポーツニッポン杯GW特選競走,4,1850,5,480,2,940,4,740,4
般,2023-04-28,創刊75周年記念スポーツニッポン杯GW特選競走,5,15060,30,4160,9,3770,10,1280,5
般,2023-04-28,創刊75周年記念スポーツニッポン杯GW特選競走,6,1070,1,350,2,480,1,200,1
般,2023-04-28,創刊75周年記念スポーツニッポン杯GW特選競走,7,14560,50,1250,6,3180,12,1120,4
般,2023-04-28,創刊75周年記念スポーツニッポン杯GW特選競走,8,27000,34,630,2,17620,19,2000,4
般,2023-04-28,創刊75周年記念スポーツニッポン杯GW特選競走,9,3760,16,570,4,1770,9,1000,5
般,2023-04-28,創刊75周年記念スポーツニッポン杯GW特選競走,10,1050,4,200,1,490,2,170,1
