grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,1,6410,22,1060,4,1490,6,790,4
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,2,4700,16,580,3,1550,7,420,3
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,3,1010,1,290,1,280,1,390,2
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,4,1840,5,370,1,810,2,680,2
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,5,350,1,170,1,220,1,160,1
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,6,8990,44,1300,7,3590,19,1280,7
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,7,2490,9,890,4,760,4,480,2
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,8,690,3,260,1,270,2,260,2
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,9,5350,21,1600,6,2310,8,1880,7
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,10,34860,62,2300,9,8180,16,2440,5
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,11,8130,25,2820,9,990,4,760,4
般,2023-12-31,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,12,2570,11,870,4,580,4,500,4
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,1,2480,4,650,2,930,3,260,1
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,2,4210,15,760,4,2200,9,1110,4
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,3,900,1,220,1,510,1,270,1
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,4,1110,3,140,1,610,2,400,2
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,5,910,3,230,1,310,2,410,2
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,6,1520,4,370,2,680,3,250,1
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,7,5130,18,2320,6,1100,3,660,2
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,8,300,1,160,1,240,1,120,1
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,9,27890,49,1920,5,12700,17,7800,12
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,10,61370,92,8920,17,7820,19,4900,12
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,11,1230,3,700,2,210,1,180,1
般,2023-12-30,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,12,980,2,280,1,550,2,560,2
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,1,2730,16,280,2,1320,10,650,5
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,2,1240,2,270,1,430,2,230,1
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,3,5200,22,1460,4,1560,8,970,4
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,4,23530,55,1240,5,11080,21,1950,5
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,5,6870,15,3290,7,190,1,120,1
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,6,1620,5,470,3,380,2,340,2
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,7,2440,8,890,4,400,2,190,1
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,8,550,2,160,1,330,2,380,2
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,9,1900,6,940,4,480,2,310,2
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,10,1180,4,370,1,530,2,520,2
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,11,5070,17,760,5,3190,8,2950,6
般,2023-12-29,西部発刊25周年記念スポーツ報知杯年またぎ特選競走,12,6960,19,630,4,2020,5,360,2
般,2023-12-22,リコリス・リコイル カップ,1,1470,4,270,1,460,2,260,1
般,2023-12-22,リコリス・リコイル カップ,2,2400,6,770,3,690,2,530,3
般,2023-12-22,リコリス・リコイル カップ,3,16170,58,1310,6,5630,19,2720,7
般,2023-12-22,リコリス・リコイル カップ,4,1850,5,550,3,510,2,510,3
般,2023-12-22,リコリス・リコイル カップ,5,6500,17,270,1,1690,5,190,1
般,2023-12-22,リコリス・リコイル カップ,6,1520,5,210,1,1120,5,230,2
般,2023-12-22,リコリス・リコイル カップ,7,1130,4,150,1,580,3,180,1
般,2023-12-22,リコリス・リコイル カップ,8,820,3,290,1,340,2,290,2
般,2023-12-22,リコリス・リコイル カップ,9,3450,12,1830,9,610,3,240,1
般,2023-12-22,リコリス・リコイル カップ,10,4770,18,460,2,1100,4,350,2
般,2023-12-22,リコリス・リコイル カップ,11,10200,27,1600,5,2700,7,450,2
般,2023-12-22,リコリス・リコイル カップ,12,2500,9,810,4,680,3,500,3
般,2023-12-21,リコリス・リコイル カップ,1,10200,49,1970,10,2170,10,1860,9
般,2023-12-21,リコリス・リコイル カップ,2,8440,51,1380,10,2700,17,1510,10
般,2023-12-21,リコリス・リコイル カップ,3,2020,1,830,4,1240,5,590,3
般,2023-12-21,リコリス・リコイル カップ,4,8290,41,1500,7,2040,11,1060,6
般,2023-12-21,リコリス・リコイル カップ,5,640,1,280,1,380,2,360,2
般,2023-12-21,リコリス・リコイル カップ,6,1550,6,620,3,450,2,340,2
般,2023-12-21,リコリス・リコイル カップ,7,2450,7,450,2,750,3,700,3
般,2023-12-21,リコリス・リコイル カップ,8,34070,50,2030,6,10460,19,5120,10
般,2023-12-21,リコリス・リコイル カップ,9,740,1,410,2,260,1,160,1
般,2023-12-21,リコリス・リコイル カップ,10,1060,3,240,1,480,2,330,2
般,2023-12-21,リコリス・リコイル カップ,11,74090,73,12790,16,10800,16,3670,8
般,2023-12-21,リコリス・リコイル カップ,12,1700,5,900,4,340,1,320,1
般,2023-12-20,リコリス・リコイル カップ,1,18000,51,4130,12,2470,8,830,4
般,2023-12-20,リコリス・リコイル カップ,2,1840,5,810,4,580,2,370,1
般,2023-12-20,リコリス・リコイル カップ,3,2690,8,780,3,580,2,320,1
般,2023-12-20,リコリス・リコイル カップ,4,22850,50,5210,13,4300,9,3080,9
般,2023-12-20,リコリス・リコイル カップ,5,12500,32,2670,8,3020,11,2720,8
般,2023-12-20,リコリス・リコイル カップ,6,6530,31,1840,9,1820,9,850,5
般,2023-12-20,リコリス・リコイル カップ,7,530,1,230,1,330,1,160,1
般,2023-12-20,リコリス・リコイル カップ,8,1450,5,160,1,1020,3,200,1
般,2023-12-20,リコリス・リコイル カップ,9,2860,11,970,4,1250,4,910,4
般,2023-12-20,リコリス・リコイル カップ,10,10130,37,1000,5,2030,9,390,3
般,2023-12-20,リコリス・リコイル カップ,11,3490,13,470,3,1730,7,340,2
般,2023-12-20,リコリス・リコイル カップ,12,700,1,250,1,320,1,240,1
般,2023-12-19,リコリス・リコイル カップ,1,2560,9,550,2,790,4,780,4
般,2023-12-19,リコリス・リコイル カップ,2,1590,5,500,3,280,1,220,1
般,2023-12-19,リコリス・リコイル カップ,3,10280,41,2020,10,3460,16,1480,8
般,2023-12-19,リコリス・リコイル カップ,4,8620,27,1470,7,2460,10,750,3
般,2023-12-19,リコリス・リコイル カップ,5,780,2,190,1,330,2,340,2
般,2023-12-19,リコリス・リコイル カップ,6,2150,9,300,2,1050,5,440,3
般,2023-12-19,リコリス・リコイル カップ,7,2050,7,340,1,700,3,180,1
般,2023-12-19,リコリス・リコイル カップ,8,290,1,140,1,210,1,200,2
般,2023-12-19,リコリス・リコイル カップ,9,12770,47,880,5,3160,14,1910,10
般,2023-12-19,リコリス・リコイル カップ,10,67740,79,1560,7,12410,20,2180,6
般,2023-12-19,リコリス・リコイル カップ,11,1810,6,620,4,680,3,1130,4
般,2023-12-19,リコリス・リコイル カップ,12,1390,4,510,3,620,2,610,3
般,2023-12-18,リコリス・リコイル カップ,1,1530,5,1440,5,240,1,210,1
般,2023-12-18,リコリス・リコイル カップ,2,1530,5,760,3,360,1,320,1
般,2023-12-18,リコリス・リコイル カップ,3,52380,104,4430,16,17010,30,4520,14
般,2023-12-18,リコリス・リコイル カップ,4,9720,38,2170,9,1630,9,850,5
般,2023-12-18,リコリス・リコイル カップ,5,1910,9,670,4,890,5,440,3
般,2023-12-18,リコリス・リコイル カップ,6,6930,26,1470,6,3350,12,2980,9
般,2023-12-18,リコリス・リコイル カップ,7,2240,9,1560,6,230,1,210,1
般,2023-12-18,リコリス・リコイル カップ,8,19040,27,1150,4,10700,10,4460,8
般,2023-12-18,リコリス・リコイル カップ,9,640,1,290,1,260,1,160,1
般,2023-12-18,リコリス・リコイル カップ,10,3030,13,720,3,1300,4,1490,5
般,2023-12-18,リコリス・リコイル カップ,11,3800,14,1790,8,2140,7,1450,5
般,2023-12-18,リコリス・リコイル カップ,12,870,1,390,1,250,1,150,1
般,2023-12-17,リコリス・リコイル カップ,1,400,1,200,1,280,1,230,1
般,2023-12-17,リコリス・リコイル カップ,2,9180,39,2020,9,2210,9,880,4
般,2023-12-17,リコリス・リコイル カップ,3,14520,76,960,4,2780,18,1730,8
般,2023-12-17,リコリス・リコイル カップ,4,2260,7,920,5,1240,7,600,4
般,2023-12-17,リコリス・リコイル カップ,5,2970,10,890,5,800,4,930,4
般,2023-12-17,リコリス・リコイル カップ,6,610,2,170,1,390,2,250,2
般,2023-12-17,リコリス・リコイル カップ,7,810,2,280,1,270,1,190,1
