grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2025-04-29,スポーツニッポン杯GW特選競走,1,19440,71,1900,10,4690,19,3220,13
般,2025-04-29,スポーツニッポン杯GW特選競走,2,11520,51,2730,12,1220,4,880,5
般,2025-04-29,スポーツニッポン杯GW特選競走,3,18880,46,510,3,5670,16,2300,8
般,2025-04-29,スポーツニッポン杯GW特選競走,4,1520,1,360,1,620,1,340,1
般,2025-04-29,スポーツニッポン杯GW特選競走,5,360,1,170,1,180,1,210,1
般,2025-04-29,スポーツニッポン杯GW特選競走,6,700,1,340,1,310,1,250,1
般,2025-04-29,スポーツニッポン杯GW特選競走,7,900,1,280,1,260,1,260,1
般,2025-04-29,スポーツニッポン杯GW特選競走,8,13710,32,1950,8,1680,5,190,1
般,2025-04-29,スポーツニッポン杯GW特選競走,9,1180,5,860,5,280,2,430,2
般,2025-04-29,スポーツニッポン杯GW特選競走,10,7650,22,1260,4,2330,6,340,2
般,2025-04-29,スポーツニッポン杯GW特選競走,11,3510,13,1800,9,360,1,360,2
般,2025-04-29,スポーツニッポン杯GW特選競走,12,1580,4,390,1,430,2,380,2
般,2025-04-28,スポーツニッポン杯GW特選競走,1,650,1,280,1,280,1,210,1
般,2025-04-28,スポーツニッポン杯GW特選競走,2,2730,10,600,3,630,3,900,4
般,2025-04-28,スポーツニッポン杯GW特選競走,3,1490,2,650,2,460,1,280,1
般,2025-04-28,スポーツニッポン杯GW特選競走,4,1620,6,270,1,660,3,610,3
般,2025-04-28,スポーツニッポン杯GW特選競走,5,2130,9,880,5,370,2,640,2
般,2025-04-28,スポーツニッポン杯GW特選競走,6,5210,17,420,2,2190,9,520,3
般,2025-04-28,スポーツニッポン杯GW特選競走,7,4070,15,210,1,1890,7,1090,5
般,2025-04-28,スポーツニッポン杯GW特選競走,8,1910,8,1320,7,340,2,310,2
般,2025-04-28,スポーツニッポン杯GW特選競走,9,730,1,330,1,360,1,230,1
般,2025-04-28,スポーツニッポン杯GW特選競走,10,450,2,280,2,160,1,150,1
般,2025-04-28,スポーツニッポン杯GW特選競走,11,580,1,340,2,260,1,180,1
般,2025-04-28,スポーツニッポン杯GW特選競走,12,11670,29,3420,9,2780,8,1480,5
般,2025-04-27,スポーツニッポン杯GW特選競走,1,3980,13,1090,5,1250,6,1170,6
般,2025-04-27,スポーツニッポン杯GW特選競走,2,4540,19,1300,6,560,3,250,1
般,2025-04-27,スポーツニッポン杯GW特選競走,3,8450,31,2890,12,1150,4,1030,6
般,2025-04-27,スポーツニッポン杯GW特選競走,4,2670,7,740,4,790,3,570,2
般,2025-04-27,スポーツニッポン杯GW特選競走,5,17250,43,2480,6,4460,12,5090,8
般,2025-04-27,スポーツニッポン杯GW特選競走,6,780,1,220,1,440,1,280,1
般,2025-04-27,スポーツニッポン杯GW特選競走,7,6080,23,1520,7,3020,9,2390,10
般,2025-04-27,スポーツニッポン杯GW特選競走,8,1540,6,1100,5,180,1,230,2
般,2025-04-27,スポーツニッポン杯GW特選競走,9,2950,10,720,4,480,2,170,1
般,2025-04-27,スポーツニッポン杯GW特選競走,10,5920,26,1060,5,1510,7,950,4
般,2025-04-27,スポーツニッポン杯GW特選競走,11,5060,15,1250,4,1400,6,2100,6
般,2025-04-27,スポーツニッポン杯GW特選競走,12,1300,2,510,1,390,1,290,1
般,2025-04-26,スポーツニッポン杯GW特選競走,1,4040,17,630,4,1460,8,1060,6
般,2025-04-26,スポーツニッポン杯GW特選競走,2,1720,4,440,1,610,2,230,1
般,2025-04-26,スポーツニッポン杯GW特選競走,3,11960,32,4790,12,1690,7,950,4
般,2025-04-26,スポーツニッポン杯GW特選競走,4,16010,64,3150,13,2450,11,830,5
般,2025-04-26,スポーツニッポン杯GW特選競走,5,640,2,190,1,390,2,380,2
般,2025-04-26,スポーツニッポン杯GW特選競走,6,800,3,180,1,320,2,150,1
般,2025-04-26,スポーツニッポン杯GW特選競走,7,1220,5,330,2,960,3,500,2
般,2025-04-26,スポーツニッポン杯GW特選競走,8,1670,6,1020,4,280,2,120,1
般,2025-04-26,スポーツニッポン杯GW特選競走,9,730,1,270,1,270,1,170,1
般,2025-04-26,スポーツニッポン杯GW特選競走,10,730,3,230,1,420,2,330,2
般,2025-04-26,スポーツニッポン杯GW特選競走,11,430,1,200,1,190,1,220,1
般,2025-04-26,スポーツニッポン杯GW特選競走,12,630,1,360,1,240,1,220,1
般,2025-04-25,スポーツニッポン杯GW特選競走,2,8640,36,1770,8,2090,9,850,4
般,2025-04-25,スポーツニッポン杯GW特選競走,3,2710,5,360,1,2270,11,1190,7
般,2025-04-25,スポーツニッポン杯GW特選競走,4,7470,32,1390,7,970,5,600,3
般,2025-04-25,スポーツニッポン杯GW特選競走,5,400,1,170,1,300,1,260,2
般,2025-04-25,スポーツニッポン杯GW特選競走,6,3600,13,940,4,2350,9,1050,5
般,2025-04-25,スポーツニッポン杯GW特選競走,7,1350,3,190,1,720,3,210,1
般,2025-04-25,スポーツニッポン杯GW特選競走,8,420,1,160,1,280,1,170,1
般,2025-04-25,スポーツニッポン杯GW特選競走,9,2300,8,180,1,1470,6,570,3
般,2025-04-25,スポーツニッポン杯GW特選競走,10,10160,33,1030,5,5640,13,4200,10
般,2025-04-25,スポーツニッポン杯GW特選競走,11,1220,2,340,1,510,2,250,1
般,2025-04-25,スポーツニッポン杯GW特選競走,12,6820,25,1680,9,960,5,910,5
