grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2024-06-30,唐十杯,1,13160,54,1480,9,3610,17,1430,8
般,2024-06-30,唐十杯,2,1320,3,610,3,710,4,370,2
般,2024-06-30,唐十杯,3,1250,3,220,1,610,2,390,1
般,2024-06-30,唐十杯,4,2010,6,260,1,1020,5,470,2
般,2024-06-30,唐十杯,5,480,1,210,1,280,1,190,1
般,2024-06-30,唐十杯,6,1930,5,740,3,330,1,250,1
般,2024-06-30,唐十杯,7,5110,18,910,5,540,2,150,1
般,2024-06-30,唐十杯,8,690,1,270,1,270,1,180,1
般,2024-06-30,唐十杯,9,1890,7,580,4,520,2,300,2
般,2024-06-30,唐十杯,10,55160,82,10840,17,6210,14,8860,12
般,2024-06-30,唐十杯,11,1290,5,850,5,250,2,240,2
般,2024-06-30,唐十杯,12,34150,67,4710,15,8600,18,5070,12
般,2024-06-29,唐十杯,1,900,2,490,2,300,1,450,1
般,2024-06-29,唐十杯,2,5230,21,950,3,1730,10,1320,8
般,2024-06-29,唐十杯,3,3510,10,1540,7,480,1,620,3
般,2024-06-29,唐十杯,4,36910,72,4780,12,6190,15,1320,5
般,2024-06-29,唐十杯,5,1650,5,550,2,370,1,220,1
般,2024-06-29,唐十杯,6,790,1,420,1,250,1,260,1
般,2024-06-29,唐十杯,7,1240,3,260,1,510,3,240,1
般,2024-06-29,唐十杯,8,9280,21,660,4,1850,5,230,2
般,2024-06-29,唐十杯,9,4370,14,620,2,940,3,280,2
般,2024-06-29,唐十杯,10,65540,47,550,3,28310,20,6570,7
般,2024-06-29,唐十杯,11,1160,5,280,1,460,3,420,3
般,2024-06-29,唐十杯,12,3620,14,1860,8,470,3,630,3
般,2024-06-28,唐十杯,1,940,1,290,1,430,1,290,2
般,2024-06-28,唐十杯,2,970,1,200,1,600,2,230,1
般,2024-06-28,唐十杯,3,7270,26,940,5,4500,13,3170,10
般,2024-06-28,唐十杯,4,2200,8,380,2,1180,6,610,3
般,2024-06-28,唐十杯,5,1020,4,490,3,340,3,160,1
般,2024-06-28,唐十杯,6,8110,34,2450,8,580,2,220,1
般,2024-06-28,唐十杯,7,1300,4,670,4,250,1,210,1
般,2024-06-28,唐十杯,8,400,2,160,1,210,1,200,2
般,2024-06-28,唐十杯,9,19780,44,360,1,7280,17,2060,6
般,2024-06-28,唐十杯,10,510,2,310,2,230,1,120,1
般,2024-06-28,唐十杯,11,1700,6,990,5,540,3,840,4
般,2024-06-28,唐十杯,12,3600,12,980,6,1120,5,920,4
般,2024-06-27,唐十杯,1,1150,3,370,2,370,1,200,1
般,2024-06-27,唐十杯,2,14020,51,570,1,2780,12,1900,4
般,2024-06-27,唐十杯,3,10730,39,1130,5,3810,15,4210,11
般,2024-06-27,唐十杯,4,1290,1,360,1,750,2,410,2
般,2024-06-27,唐十杯,5,1830,11,1010,5,430,2,380,2
