grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,1,3170,11,800,5,2150,9,1200,5
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,2,1690,5,440,1,810,4,770,3
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,3,5590,24,1390,8,1420,7,580,4
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,4,7410,30,540,1,2260,8,1120,5
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,5,510,1,240,1,240,1,290,2
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,6,2110,6,470,3,650,3,650,3
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,7,54470,101,5800,18,6400,19,2310,9
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,8,24330,34,4190,7,1470,4,270,2
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,9,1150,3,620,2,270,1,190,1
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,10,6050,27,930,4,1320,6,780,4
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,11,1170,2,330,1,370,1,360,2
般,2023-10-27,夜王S3戦SkyFight福岡日総希カップダービー,12,1810,6,1230,5,260,1,200,1
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,1,590,1,390,2,200,1,250,1
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,2,105430,107,6890,18,26180,28,10650,14
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,3,870,1,310,1,400,1,440,2
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,4,6510,31,2070,10,1040,4,320,1
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,5,1600,7,600,3,780,4,580,3
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,6,2090,7,770,4,490,1,510,3
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,7,1360,3,270,1,690,2,460,2
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,8,4750,15,760,3,1210,5,1400,4
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,9,6280,17,2930,7,350,2,300,2
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,10,2880,13,920,5,960,4,820,4
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,11,3810,14,1290,6,750,4,850,4
般,2023-10-26,夜王S3戦SkyFight福岡日総希カップダービー,12,2290,9,1360,6,390,2,250,1
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,1,3680,15,1620,9,570,2,690,2
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,2,2970,12,1550,7,760,3,490,2
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,3,6300,20,1800,9,2050,9,1620,5
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,4,4140,18,1040,4,980,6,500,3
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,5,450,1,200,1,220,1,190,1
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,6,2880,11,1330,5,1110,4,650,3
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,7,1390,3,820,2,400,2,280,1
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,8,11590,39,4540,15,3510,11,1700,7
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,9,1080,4,520,3,260,1,190,1
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,10,1670,7,220,1,750,3,150,1
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,11,1050,2,500,2,230,1,170,1
般,2023-10-25,夜王S3戦SkyFight福岡日総希カップダービー,12,1060,5,580,2,290,2,240,1
般,2023-10-24,夜王S3戦SkyFight福岡日総希カップダービー,1,3310,11,1060,4,1310,5,860,4
般,2023-10-24,夜王S3戦SkyFight福岡日総希カップダービー,2,60220,107,6770,19,9170,24,8400,15
般,2023-10-24,夜王S3戦SkyFight福岡日総希カップダービー,3,6160,25,750,4,2070,10,980,5
般,2023-10-24,夜王S3戦SkyFight福岡日総希カップダービー,4,1610,2,560,1,410,1,340,1
般,2023-10-24,夜王S3戦SkyFight福岡日総希カップダービー,5,4950,17,670,2,1440,5,290,1
般,2023-10-24,夜王S3戦SkyFight福岡日総希カップダービー,6,65140,98,12990,19,10200,19,6260,13
般,2023-10-24,夜王S3戦SkyFight福岡日総希カップダービー,7,730,1,240,1,310,1,160,1
般,2023-10-24,夜王S3戦SkyFight福岡日総希カップダービー,8,500,2,180,1,250,2,260,2
般,2023-10-24,夜王S3戦SkyFight福岡日総希カップダービー,9,11890,36,2040,7,2600,13,1680,7
