grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,1,3310,9,660,2,1660,5,240,1
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,2,8970,36,720,3,1960,10,1090,5
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,3,2770,12,1220,5,1300,5,830,4
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,4,10430,58,1310,9,3280,18,1490,10
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,5,15980,29,6420,8,6630,11,4460,8
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,6,23840,97,3100,15,3440,14,2470,12
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,7,19200,66,3500,15,2650,13,1100,4
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,8,1060,3,380,2,570,2,510,2
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,9,4120,20,340,1,1170,5,460,2
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,10,27910,64,1920,8,6500,17,3410,9
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,11,2560,7,530,3,1590,6,1330,7
般,2024-07-31,ミッドナイトレースマンスリーBOATRACE杯,12,6300,16,310,1,3090,7,230,1
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,1,1180,3,490,1,440,2,350,1
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,2,6510,23,640,2,3350,10,1580,9
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,3,12410,39,770,2,4550,12,730,4
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,4,3370,12,570,3,1660,8,510,3
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,5,52640,59,970,5,13210,18,5670,10
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,6,2740,9,1020,4,1160,4,920,3
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,7,1600,5,490,3,250,1,280,1
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,8,6410,22,340,1,2320,6,980,4
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,9,1800,8,210,1,1330,5,880,4
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,10,770,1,320,1,240,1,190,1
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,11,1860,7,1020,5,490,2,350,2
般,2024-07-30,ミッドナイトレースマンスリーBOATRACE杯,12,11700,34,990,6,1980,7,630,4
般,2024-07-26,SkyFight福岡日総希カップ,1,1280,3,420,1,590,2,450,3
般,2024-07-26,SkyFight福岡日総希カップ,2,1720,6,400,1,900,4,200,1
般,2024-07-26,SkyFight福岡日総希カップ,3,4670,20,1880,11,1180,6,730,5
般,2024-07-26,SkyFight福岡日総希カップ,4,3910,17,2090,10,430,2,280,1
般,2024-07-26,SkyFight福岡日総希カップ,5,5110,13,1140,4,3440,9,3160,6
般,2024-07-26,SkyFight福岡日総希カップ,6,4650,15,1320,5,1900,5,1230,4
般,2024-07-26,SkyFight福岡日総希カップ,7,1410,4,780,3,380,2,250,1
