grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
レ,2024-05-24,オールレディース九州スポーツ杯,1,1240,4,420,1,590,2,390,2
レ,2024-05-24,オールレディース九州スポーツ杯,2,3040,11,1170,4,550,3,260,1
レ,2024-05-24,オールレディース九州スポーツ杯,3,2240,7,350,1,930,3,850,3
レ,2024-05-24,オールレディース九州スポーツ杯,4,7190,20,320,1,2150,6,380,2
レ,2024-05-24,オールレディース九州スポーツ杯,5,18810,40,2210,7,4120,12,2230,6
レ,2024-05-24,オールレディース九州スポーツ杯,6,1690,6,770,4,730,4,510,2
レ,2024-05-24,オールレディース九州スポーツ杯,7,700,2,290,2,280,1,280,1
レ,2024-05-24,オールレディース九州スポーツ杯,8,11430,24,4300,9,2880,7,2220,6
レ,2024-05-24,オールレディース九州スポーツ杯,9,720,3,320,1,200,1,210,1
レ,2024-05-24,オールレディース九州スポーツ杯,10,1170,3,650,3,280,1,230,1
レ,2024-05-24,オールレディース九州スポーツ杯,11,510,1,260,1,230,1,210,1
レ,2024-05-24,オールレディース九州スポーツ杯,12,1740,5,1010,4,270,1,220,1
レ,2024-05-23,オールレディース九州スポーツ杯,1,6030,24,2070,8,2150,10,1290,7
レ,2024-05-23,オールレディース九州スポーツ杯,2,7410,32,1200,7,670,1,470,2
レ,2024-05-23,オールレディース九州スポーツ杯,3,1300,1,310,1,600,1,340,1
レ,2024-05-23,オールレディース九州スポーツ杯,4,1650,3,520,3,730,3,360,1
レ,2024-05-23,オールレディース九州スポーツ杯,5,52710,70,9180,16,10570,17,5830,11
レ,2024-05-23,オールレディース九州スポーツ杯,6,7520,27,2820,9,370,2,310,2
レ,2024-05-23,オールレディース九州スポーツ杯,7,3370,14,1040,4,1130,5,800,4
レ,2024-05-23,オールレディース九州スポーツ杯,8,11020,28,2700,9,2080,5,1530,5
レ,2024-05-23,オールレディース九州スポーツ杯,9,790,1,390,2,340,1,340,2
レ,2024-05-23,オールレディース九州スポーツ杯,10,1540,5,230,1,660,3,230,1
レ,2024-05-23,オールレディース九州スポーツ杯,11,38910,66,3550,10,6360,16,3180,8
レ,2024-05-23,オールレディース九州スポーツ杯,12,1660,5,970,4,320,1,310,2
レ,2024-05-22,オールレディース九州スポーツ杯,1,2470,8,920,5,440,1,330,1
レ,2024-05-22,オールレディース九州スポーツ杯,2,2280,3,780,4,1000,4,660,5
レ,2024-05-22,オールレディース九州スポーツ杯,3,7620,37,2680,16,960,3,520,1
レ,2024-05-22,オールレディース九州スポーツ杯,4,4000,15,1100,6,800,4,880,3
レ,2024-05-22,オールレディース九州スポーツ杯,5,640,2,360,2,200,1,190,1
レ,2024-05-22,オールレディース九州スポーツ杯,6,650,1,230,1,350,1,210,1
