grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2025-05-26,パイナップルナイターカップ,1,2530,10,920,4,410,1,160,1
般,2025-05-26,パイナップルナイターカップ,2,1380,1,700,3,800,3,330,1
般,2025-05-26,パイナップルナイターカップ,3,13740,34,1790,8,3150,8,360,3
般,2025-05-26,パイナップルナイターカップ,4,5190,18,780,5,1930,6,350,2
般,2025-05-26,パイナップルナイターカップ,5,1240,4,310,2,450,2,190,1
般,2025-05-26,パイナップルナイターカップ,6,12780,37,1090,5,2770,10,1130,5
般,2025-05-26,パイナップルナイターカップ,7,600,1,120,1,310,1,270,1
般,2025-05-26,パイナップルナイターカップ,8,700,2,320,1,280,1,210,1
般,2025-05-26,パイナップルナイターカップ,9,3350,10,1180,4,570,3,370,3
般,2025-05-26,パイナップルナイターカップ,10,8080,24,4900,15,480,2,550,3
般,2025-05-26,パイナップルナイターカップ,11,6340,18,230,1,3180,8,690,3
般,2025-05-26,パイナップルナイターカップ,12,2760,7,1010,4,820,3,460,2
般,2025-05-25,パイナップルナイターカップ,1,1750,6,410,1,610,3,130,1
般,2025-05-25,パイナップルナイターカップ,2,15740,41,2420,8,5360,16,2930,9
般,2025-05-25,パイナップルナイターカップ,3,5870,20,1180,6,990,5,620,1
般,2025-05-25,パイナップルナイターカップ,4,2060,3,630,1,800,2,380,1
般,2025-05-25,パイナップルナイターカップ,5,830,3,500,2,190,1,260,2
般,2025-05-25,パイナップルナイターカップ,6,3510,13,660,3,610,2,210,1
般,2025-05-25,パイナップルナイターカップ,7,840,1,500,1,310,1,230,1
般,2025-05-25,パイナップルナイターカップ,8,570,2,250,1,340,2,250,2
般,2025-05-25,パイナップルナイターカップ,9,2410,8,1230,5,570,3,500,3
般,2025-05-25,パイナップルナイターカップ,10,17410,45,1280,6,6000,15,2670,9
般,2025-05-25,パイナップルナイターカップ,11,8760,25,1280,4,1070,4,120,1
般,2025-05-25,パイナップルナイターカップ,12,640,1,390,1,240,1,170,1
般,2025-05-24,パイナップルナイターカップ,1,2470,7,940,5,1190,5,990,5
般,2025-05-24,パイナップルナイターカップ,2,57990,63,2570,9,13960,20,5210,10
般,2025-05-24,パイナップルナイターカップ,3,1420,2,640,2,480,2,330,1
般,2025-05-24,パイナップルナイターカップ,4,1260,4,500,3,270,1,240,1
般,2025-05-24,パイナップルナイターカップ,5,38560,45,2790,6,7150,10,520,3
般,2025-05-24,パイナップルナイターカップ,6,19100,50,1130,5,8740,20,4030,9
般,2025-05-24,パイナップルナイターカップ,7,860,1,500,3,510,3,230,1
般,2025-05-24,パイナップルナイターカップ,8,2860,12,570,3,470,3,200,1
般,2025-05-24,パイナップルナイターカップ,9,1030,2,350,1,480,2,380,1
般,2025-05-24,パイナップルナイターカップ,10,31870,58,980,5,12780,19,8190,11
般,2025-05-24,パイナップルナイターカップ,11,5560,17,1670,5,730,3,300,2
般,2025-05-24,パイナップルナイターカップ,12,15920,49,4780,12,3610,9,1690,5
般,2025-05-23,パイナップルナイターカップ,1,1550,3,560,2,400,1,350,1
般,2025-05-23,パイナップルナイターカップ,2,1430,5,320,2,850,5,420,3
般,2025-05-23,パイナップルナイターカップ,3,1310,3,460,2,360,1,160,1
般,2025-05-23,パイナップルナイターカップ,4,4380,14,2520,8,740,3,600,3
般,2025-05-23,パイナップルナイターカップ,5,11420,23,1030,5,2370,8,260,2
般,2025-05-23,パイナップルナイターカップ,6,16480,34,310,1,8320,12,3150,10
般,2025-05-23,パイナップルナイターカップ,7,460,1,200,1,170,1,160,1
般,2025-05-23,パイナップルナイターカップ,8,620,1,170,1,310,1,170,1
般,2025-05-23,パイナップルナイターカップ,9,1540,7,1050,5,350,1,490,3
般,2025-05-23,パイナップルナイターカップ,10,10830,29,2050,7,3730,11,1300,5
般,2025-05-23,パイナップルナイターカップ,11,10070,33,760,6,2450,7,3210,7
般,2025-05-23,パイナップルナイターカップ,12,1200,4,390,1,410,2,320,2
般,2025-05-20,ビッグベアーズカップ,1,550,1,210,1,240,1,160,1
般,2025-05-20,ビッグベアーズカップ,2,2980,13,900,6,1360,5,1150,6
般,2025-05-20,ビッグベアーズカップ,3,1340,4,370,1,290,1,230,1
般,2025-05-20,ビッグベアーズカップ,4,670,1,370,2,280,1,300,2
般,2025-05-20,ビッグベアーズカップ,5,2980,9,1100,6,370,3,350,3
般,2025-05-20,ビッグベアーズカップ,6,4420,16,800,4,1000,3,180,1
般,2025-05-20,ビッグベアーズカップ,7,1060,3,340,2,280,1,230,1
般,2025-05-20,ビッグベアーズカップ,8,26720,43,3150,7,7100,12,3060,7
般,2025-05-20,ビッグベアーズカップ,9,10490,40,1190,4,1850,6,360,3
般,2025-05-20,ビッグベアーズカップ,10,10710,43,2570,12,1850,7,1300,8
般,2025-05-20,ビッグベアーズカップ,11,5320,17,2900,10,220,1,310,1
般,2025-05-20,ビッグベアーズカップ,12,810,1,430,2,350,1,260,1
般,2025-05-19,ビッグベアーズカップ,1,5190,14,400,2,1780,6,340,1
般,2025-05-19,ビッグベアーズカップ,2,5160,16,2010,12,840,1,560,3
般,2025-05-19,ビッグベアーズカップ,3,2140,4,460,2,390,2,180,1
般,2025-05-19,ビッグベアーズカップ,4,6450,28,650,3,3610,15,660,2
般,2025-05-19,ビッグベアーズカップ,5,910,3,410,2,230,1,370,2
般,2025-05-19,ビッグベアーズカップ,6,9360,30,4090,10,1520,8,660,3
般,2025-05-19,ビッグベアーズカップ,7,540,1,190,1,230,1,180,1
般,2025-05-19,ビッグベアーズカップ,8,2650,9,380,2,1080,5,980,4
般,2025-05-19,ビッグベアーズカップ,9,2800,10,1460,4,430,2,420,3
般,2025-05-19,ビッグベアーズカップ,10,1920,6,1160,4,240,1,170,1
般,2025-05-19,ビッグベアーズカップ,11,1290,3,620,5,430,2,430,3
般,2025-05-19,ビッグベアーズカップ,12,7870,27,2660,11,3080,10,1430,6
般,2025-05-18,ビッグベアーズカップ,1,6280,26,400,1,1980,9,960,7
般,2025-05-18,ビッグベアーズカップ,2,1130,4,290,1,270,1,160,1
般,2025-05-18,ビッグベアーズカップ,3,5880,21,2040,7,1410,5,940,3
般,2025-05-18,ビッグベアーズカップ,4,8220,39,1770,8,2590,16,570,3
般,2025-05-18,ビッグベアーズカップ,5,410,2,160,1,200,1,130,1
