grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,1,10180,46,1710,9,2960,13,1580,7
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,2,17620,57,1250,8,3910,12,730,3
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,3,4780,23,2110,11,680,1,610,4
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,4,17500,40,2340,8,2670,7,960,5
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,5,1260,5,380,2,340,2,370,3
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,6,3350,11,980,4,1190,5,1010,4
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,7,29030,69,4240,16,5750,16,2990,9
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,8,15070,47,4960,14,1340,5,1340,5
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,9,1650,5,420,2,610,3,670,3
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,10,640,2,240,1,250,2,260,2
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,11,670,3,330,2,200,1,100,1
匠,2023-09-30,マスターズリーグ第6戦九州スポーツ杯,12,670,1,260,1,320,1,280,2
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,1,18950,74,1670,9,2750,11,580,2
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,2,11450,53,2600,14,3120,16,2510,12
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,3,1450,4,400,3,290,1,160,1
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,4,7330,29,2500,9,1640,6,950,6
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,5,68150,74,4270,11,9270,18,1200,5
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,6,2120,6,250,1,900,3,250,1
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,7,1580,4,780,4,260,1,220,1
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,8,620,3,390,2,230,1,170,1
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,9,2060,7,800,3,360,1,200,1
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,10,5890,20,1470,9,1730,5,790,5
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,11,78890,77,1170,7,23160,25,4130,7
匠,2023-09-29,マスターズリーグ第6戦九州スポーツ杯,12,5020,21,3320,10,1650,6,780,5
匠,2023-09-28,マスターズリーグ第6戦九州スポーツ杯,1,12430,47,2270,11,2870,11,750,3
匠,2023-09-28,マスターズリーグ第6戦九州スポーツ杯,2,10810,44,2750,11,1510,8,630,2
匠,2023-09-28,マスターズリーグ第6戦九州スポーツ杯,3,2220,3,650,3,1410,5,610,3
匠,2023-09-28,マスターズリーグ第6戦九州スポーツ杯,4,4550,19,1480,7,1490,9,1110,4
匠,2023-09-28,マスターズリーグ第6戦九州スポーツ杯,5,4570,16,180,1,3070,8,320,2
匠,2023-09-28,マスターズリーグ第6戦九州スポーツ杯,6,8730,40,2360,10,410,1,390,1
