grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,1,2030,6,530,1,410,1,360,1
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,2,2590,9,1150,6,440,2,310,1
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,3,820,3,480,2,320,1,160,1
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,4,14570,31,3140,13,2130,7,2970,7
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,5,4680,17,1530,6,610,3,590,3
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,6,1200,4,390,2,480,2,490,2
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,7,8720,30,1050,6,2010,7,340,1
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,8,720,1,330,1,320,1,210,1
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,9,1460,6,580,4,370,1,260,1
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,10,2520,12,940,7,1710,7,940,5
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,11,1290,3,620,3,470,2,310,1
G1,2024-09-30,読売新聞社杯全日本覇者決定戦開設72周年記念競走,12,4850,19,1490,8,770,5,420,2
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,1,6490,24,2570,11,1390,6,1220,5
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,2,1250,4,400,2,720,2,580,2
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,3,3530,11,1950,9,350,1,350,2
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,4,960,1,450,1,380,1,370,1
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,5,6400,21,360,2,1860,6,1610,6
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,6,1480,7,950,4,250,1,280,1
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,7,3720,14,1220,5,850,4,610,3
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,8,3950,12,1000,5,1560,6,1170,4
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,9,2220,6,1130,7,660,3,520,3
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,10,930,3,310,1,400,2,420,2
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,11,900,3,260,1,450,3,410,2
G1,2024-09-29,読売新聞社杯全日本覇者決定戦開設72周年記念競走,12,5130,18,1130,5,1580,5,1110,5
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,1,10160,38,1630,9,4160,13,2560,8
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,2,2000,7,900,4,500,2,450,2
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,3,12700,40,5700,18,3440,10,2200,7
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,4,3770,14,2460,11,320,1,290,1
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,5,910,1,330,1,400,1,400,2
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,6,6160,23,1460,6,1510,4,530,3
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,7,9060,32,1910,7,1970,7,2250,6
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,8,1400,3,420,1,490,2,410,3
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,9,1740,6,550,1,420,2,450,2
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,10,4030,15,3240,13,480,3,310,1
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,11,29480,64,1900,10,8110,19,4610,12
G1,2024-09-28,読売新聞社杯全日本覇者決定戦開設72周年記念競走,12,850,2,290,1,360,2,300,2
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,1,3700,15,310,1,1410,6,250,2
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,2,2320,7,1070,5,450,2,450,2
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,3,3320,14,360,1,1320,6,910,5
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,4,18120,38,1310,7,6640,16,3440,10
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,5,30460,59,8670,19,5250,13,1880,7
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,6,920,1,450,2,270,1,180,1
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,7,12320,45,1620,6,4240,17,1860,9
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,8,1950,4,450,1,630,2,200,1
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,9,750,1,370,1,230,1,170,1
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,10,1020,1,440,1,320,1,370,2
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,11,11850,40,870,4,2920,10,2350,10
G1,2024-09-27,読売新聞社杯全日本覇者決定戦開設72周年記念競走,12,2100,6,630,3,560,3,680,3
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,1,17600,51,640,3,5690,15,1450,4
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,2,4910,15,310,1,2700,11,1920,6
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,3,6300,19,550,3,1790,7,530,3
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,4,26760,56,3970,11,4150,13,1410,6
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,5,2850,9,990,4,940,4,690,3
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,6,7620,20,3850,9,320,1,240,1
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,7,1000,4,480,3,430,2,270,2
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,8,2800,9,260,1,1240,4,140,1
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,9,4630,18,200,1,2300,8,970,4
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,10,950,2,330,1,470,2,320,2
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,11,1610,4,340,1,610,2,530,3
般,2024-09-14,ミッドナイトボートレース第42回日本財団会長杯,12,29310,49,3040,9,6230,14,1630,5
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,1,12970,38,650,4,4470,16,2610,8
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,2,2940,12,1100,5,480,2,360,2
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,3,13630,68,1550,10,1950,10,850,4
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,4,2710,10,430,2,1100,4,230,1
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,5,1020,4,560,2,360,2,290,2
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,6,860,2,400,2,290,1,220,1
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,7,7030,21,410,2,3920,9,410,2
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,8,1000,2,360,1,330,1,290,1
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,9,2750,9,1020,4,770,2,980,4
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,10,61660,96,6870,17,18020,24,5430,14
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,11,18170,34,1010,5,4820,9,480,3
般,2024-09-13,ミッドナイトボートレース第42回日本財団会長杯,12,900,2,560,3,310,1,290,1
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,1,2470,9,400,2,890,5,220,1
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,2,9200,27,780,4,480,2,260,1
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,3,2280,5,840,4,450,1,270,1
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,4,14960,46,3000,13,1810,7,960,4
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,5,1820,6,690,3,470,2,360,2
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,6,3390,11,1550,9,490,1,440,2
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,7,1730,7,600,3,890,3,590,3
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,8,940,4,520,2,190,1,210,1
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,9,3140,10,1090,5,610,3,450,3
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,10,4400,14,270,1,2760,7,500,2
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,11,2740,7,510,2,1250,4,850,3
般,2024-09-12,ミッドナイトボートレース第42回日本財団会長杯,12,2470,10,1970,7,240,1,130,1
般,2024-09-11,ミッドナイトボートレース第42回日本財団会長杯,1,2450,3,380,2,850,2,750,3
