grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2023-05-31,ビッグベアーズカップ,1,14180,34,1580,8,4750,9,590,3
般,2023-05-31,ビッグベアーズカップ,2,2700,10,1170,4,410,1,600,3
般,2023-05-31,ビッグベアーズカップ,3,22460,70,8150,18,3310,14,2140,8
般,2023-05-31,ビッグベアーズカップ,4,530,1,280,1,290,1,160,1
般,2023-05-31,ビッグベアーズカップ,5,1150,3,720,3,220,1,260,2
般,2023-05-31,ビッグベアーズカップ,6,3100,11,830,5,870,4,510,2
般,2023-05-31,ビッグベアーズカップ,7,5240,14,380,2,2250,7,2130,6
般,2023-05-31,ビッグベアーズカップ,8,2260,7,1070,4,260,1,160,1
般,2023-05-31,ビッグベアーズカップ,9,6660,23,760,3,2840,7,1400,5
般,2023-05-31,ビッグベアーズカップ,10,21290,60,4230,12,5600,17,2530,9
般,2023-05-31,ビッグベアーズカップ,11,1150,3,420,2,360,1,220,1
般,2023-05-31,ビッグベアーズカップ,12,810,3,310,1,280,2,340,3
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,1,2800,12,550,2,930,4,270,1
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,2,3070,12,1090,4,920,4,840,5
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,3,11370,34,2200,6,7330,15,2140,8
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,4,1400,6,410,3,480,3,370,3
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,5,1170,6,790,4,350,2,300,2
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,6,5320,18,3790,9,250,1,220,1
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,7,940,3,480,3,320,1,220,1
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,8,950,4,360,2,450,2,250,2
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,9,570,1,350,1,260,1,210,1
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,10,2020,7,1130,4,510,2,530,2
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,11,40910,47,830,4,11340,16,5510,10
般,2023-05-27,日本トーター杯BTS北九州MD開設17周年記念競走,12,1300,4,660,3,510,3,490,3
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,1,1130,2,210,1,490,1,250,1
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,2,1330,3,700,3,540,2,260,1
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,3,6000,22,870,5,3050,12,710,5
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,4,850,2,280,1,490,2,380,2
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,5,890,3,510,2,180,1,170,1
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,6,3880,17,1000,5,970,5,750,4
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,7,11580,32,2300,12,7410,18,2650,10
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,8,3190,9,540,3,2260,5,1190,4
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,9,3280,13,810,4,1040,4,740,4
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,10,560,2,310,2,210,1,170,1
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,11,450,2,180,1,290,2,180,1
般,2023-05-26,日本トーター杯BTS北九州MD開設17周年記念競走,12,450,1,320,1,170,1,170,1
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,1,3310,10,460,1,1900,7,1410,5
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,2,1010,2,220,1,320,1,160,1
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,3,6420,24,210,1,4020,12,1350,4
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,4,13210,53,2260,10,1260,4,590,3
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,5,520,1,220,1,360,2,180,1
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,6,12280,42,1850,8,4390,14,1140,6
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,7,2650,9,830,3,460,2,370,2
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,8,280,1,140,1,160,1,160,1
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,9,1600,5,920,5,300,1,220,1
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,10,2740,13,1910,8,270,1,340,2
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,11,1150,4,540,3,280,2,170,1
般,2023-05-25,日本トーター杯BTS北九州MD開設17周年記念競走,12,1610,7,650,4,670,4,610,4
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,1,3410,11,1080,5,830,3,400,3
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,2,24690,56,4040,14,4330,13,2920,9
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,3,1240,5,340,2,240,1,130,1
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,4,2410,11,750,4,710,2,450,2
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,5,820,3,440,2,240,1,210,2
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,6,1080,4,420,3,460,3,320,3
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,7,1630,6,250,1,810,3,770,4
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,8,3040,9,1420,6,450,2,550,2
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,9,6610,21,860,3,3190,10,1410,5
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,10,2270,6,420,2,930,4,930,5
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,11,49330,67,2370,7,11330,18,4850,10
般,2023-05-24,日本トーター杯BTS北九州MD開設17周年記念競走,12,750,1,410,2,300,1,250,1
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,1,1700,5,450,1,810,3,650,4
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,2,3140,13,990,4,570,3,280,2
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,3,9150,27,220,1,3380,10,2820,9
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,4,1000,1,200,1,320,1,220,1
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,5,630,2,310,2,240,1,160,1
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,6,4950,18,1230,6,1400,7,610,3
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,7,1220,4,400,2,320,2,130,1
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,8,460,2,170,1,280,2,200,2
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,9,6200,21,1340,5,1470,6,380,2
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,10,22860,72,1550,9,3170,10,980,4
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,11,610,1,310,1,290,1,260,1
般,2023-05-23,日本トーター杯BTS北九州MD開設17周年記念競走,12,930,2,470,2,340,1,140,1
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,1,1080,2,490,3,270,1,170,1
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,2,2350,9,510,3,950,4,880,4
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,3,159670,109,3880,12,45480,28,8400,14
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,4,680,1,290,1,240,1,180,1
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,5,1300,4,650,3,440,2,310,2
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,6,13340,30,2510,8,4830,10,2750,8
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,7,1040,1,360,1,390,1,190,1
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,9,700,1,380,1,300,1,260,1
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,10,4170,15,1100,5,950,3,920,5
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,11,6590,23,4030,13,840,3,1020,3
ヴ,2023-05-16,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,12,1040,1,490,2,430,2,410,3
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,1,6230,28,1500,8,1770,10,850,5
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,2,12910,57,740,3,4010,18,1180,7
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,3,1720,4,430,2,770,4,500,2
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,4,1610,5,530,2,430,1,370,1
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,5,1060,3,710,4,280,2,170,1
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,6,3550,13,2110,8,280,1,230,1
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,7,3210,14,1150,6,450,2,410,2
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,8,470,2,330,2,190,1,180,1
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,9,1060,4,490,3,220,1,140,1
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,10,1500,5,690,3,310,1,160,1
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,11,20230,44,3110,8,3930,11,3340,10
ヴ,2023-05-15,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,12,2260,6,540,2,590,3,420,2
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,1,3300,17,940,5,770,3,370,2
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,2,4890,21,1230,7,1290,8,420,2
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,3,1410,3,310,1,720,3,380,2
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,4,1130,3,360,1,320,1,280,1
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,5,2970,10,230,1,1330,4,210,1
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,6,1880,9,490,3,640,2,300,1
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,7,2020,7,280,1,700,4,280,1
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,8,380,1,210,1,190,1,160,1
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,9,600,1,260,1,350,1,210,1
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,10,7750,29,4160,13,790,4,680,4
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,11,1230,3,560,2,270,1,280,1
ヴ,2023-05-14,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,12,1150,4,440,2,620,3,540,3
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,1,1490,3,340,1,520,1,270,1
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,2,800,1,250,1,370,2,200,1
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,3,175090,108,17500,20,17950,24,15270,15
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,4,1840,4,270,1,750,3,450,2
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,5,1960,6,990,4,400,2,270,2
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,6,1230,3,200,1,770,3,480,2
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,7,1650,6,560,3,340,1,170,1
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,8,380,1,160,1,230,1,160,1
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,9,7100,22,1920,5,1280,5,340,2
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,10,21550,46,1460,8,4450,12,1060,6
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,11,1530,5,520,3,440,3,390,2
ヴ,2023-05-13,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,12,9040,23,1070,6,3720,11,640,3
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,1,1270,3,480,2,440,1,330,1
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,2,9320,39,2680,13,950,3,630,4
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,3,30030,59,10680,17,4590,15,6120,11
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,4,17740,48,4960,12,3910,13,1010,6
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,5,590,1,280,1,270,1,180,1
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,6,1490,3,440,2,550,1,390,2
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,7,3170,12,860,6,950,4,740,4
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,8,340,1,160,1,210,1,130,1
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,9,3880,13,460,2,1500,6,1200,5
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,10,5170,22,2090,8,460,1,290,1
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,11,2360,8,320,1,1160,4,750,3
ヴ,2023-05-12,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,12,9650,25,2840,10,1120,5,910,4
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,1,11810,36,1830,7,3170,13,1780,9
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,2,1730,6,570,3,370,2,170,1
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,3,6340,34,760,3,1890,13,980,7
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,4,2260,7,620,3,980,4,370,2
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,5,550,2,150,1,400,2,310,2
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,6,1760,8,110,1,1420,7,650,3
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,7,9940,29,540,3,2910,12,2050,8
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,8,1850,7,1180,6,350,2,340,2
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,9,510,1,190,1,250,1,160,1
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,10,820,3,460,3,200,1,170,1
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,11,1350,5,410,1,490,3,510,3
ヴ,2023-05-11,ヴィーナスS第3戦マクール杯ナイトプリンセスカップ,12,12820,39,2860,11,3650,11,1430,5
般,2023-05-09,ギラヴァンツ北九州杯,1,5520,19,740,4,2720,8,550,3
般,2023-05-09,ギラヴァンツ北九州杯,2,3780,17,800,3,940,4,750,4
般,2023-05-09,ギラヴァンツ北九州杯,3,1560,6,710,4,510,2,330,2
般,2023-05-09,ギラヴァンツ北九州杯,4,730,1,340,1,380,1,300,1
般,2023-05-09,ギラヴァンツ北九州杯,5,1030,4,400,2,420,3,420,3
般,2023-05-09,ギラヴァンツ北九州杯,6,1770,9,400,2,380,2,510,4
般,2023-05-09,ギラヴァンツ北九州杯,7,3180,13,1520,8,1760,6,1360,5
般,2023-05-09,ギラヴァンツ北九州杯,8,350,1,140,1,190,1,210,1
般,2023-05-09,ギラヴァンツ北九州杯,9,840,2,250,1,450,2,270,1
般,2023-05-09,ギラヴァンツ北九州杯,10,750,1,240,1,320,1,150,1
般,2023-05-09,ギラヴァンツ北九州杯,11,3780,16,1840,8,420,2,680,2
般,2023-05-09,ギラヴァンツ北九州杯,12,26200,59,2460,9,5290,14,2700,7
般,2023-05-08,ギラヴァンツ北九州杯,1,9750,26,1800,6,3310,8,1220,5
般,2023-05-08,ギラヴァンツ北九州杯,2,720,1,310,1,330,1,270,1
般,2023-05-08,ギラヴァンツ北九州杯,3,1900,5,270,1,740,2,270,1
般,2023-05-08,ギラヴァンツ北九州杯,4,5230,17,360,1,2320,10,1090,5
般,2023-05-08,ギラヴァンツ北九州杯,5,770,3,270,2,470,2,430,2
