grade,date,race_name,race_no,3連単オッズ,3連単人気,3連複オッズ,3連複人気,2連単オッズ,2連単人気,2連複オッズ,2連複人気
般,2025-01-17,GGO2カップ,4,3320,9,600,3,1080,5,920,2
般,2025-01-17,GGO2カップ,5,10060,22,1370,5,1460,5,230,2
般,2025-01-17,GGO2カップ,6,1670,6,460,2,490,2,400,2
般,2025-01-17,GGO2カップ,8,850,3,260,1,400,2,470,3
般,2025-01-17,GGO2カップ,9,680,2,350,2,210,1,210,1
般,2025-01-17,GGO2カップ,10,1400,6,790,4,430,2,430,2
般,2025-01-17,GGO2カップ,11,58900,84,2550,8,14120,22,8410,12
般,2025-01-17,GGO2カップ,12,2780,14,1640,9,410,1,290,1
般,2025-01-16,GGO2カップ,1,10610,30,590,3,5470,12,1290,5
般,2025-01-16,GGO2カップ,2,9090,38,1420,6,2780,11,2600,8
般,2025-01-16,GGO2カップ,3,1610,5,750,2,560,1,190,1
般,2025-01-16,GGO2カップ,4,25060,82,4250,18,7960,20,4330,14
般,2025-01-16,GGO2カップ,5,73610,71,7110,14,14870,18,21840,13
般,2025-01-16,GGO2カップ,6,780,3,430,3,150,1,180,1
般,2025-01-16,GGO2カップ,7,3490,12,1270,5,1730,6,830,4
般,2025-01-16,GGO2カップ,8,370,1,150,1,210,1,270,2
般,2025-01-16,GGO2カップ,9,18590,47,2420,10,11010,17,2460,6
般,2025-01-16,GGO2カップ,10,990,2,500,3,410,2,380,2
般,2025-01-16,GGO2カップ,11,5760,19,810,4,2000,7,1360,5
般,2025-01-16,GGO2カップ,12,8730,28,1900,7,2430,7,1700,4
般,2025-01-15,GGO2カップ,1,860,2,270,1,410,1,230,1
般,2025-01-15,GGO2カップ,2,1120,2,250,1,670,3,540,3
般,2025-01-15,GGO2カップ,3,3930,12,1200,5,890,4,320,1
般,2025-01-15,GGO2カップ,4,1430,2,300,1,520,1,390,1
般,2025-01-15,GGO2カップ,5,650,3,160,1,470,2,310,2
般,2025-01-15,GGO2カップ,6,4650,16,1100,6,1480,6,1400,5
般,2025-01-15,GGO2カップ,7,8160,27,2740,8,1610,6,930,4
般,2025-01-15,GGO2カップ,8,35590,51,3160,7,9750,14,5380,9
般,2025-01-15,GGO2カップ,9,6850,21,360,2,3440,7,500,3
般,2025-01-15,GGO2カップ,10,3400,11,1020,3,880,4,600,2
般,2025-01-15,GGO2カップ,11,890,4,590,4,190,1,140,1
般,2025-01-15,GGO2カップ,12,1090,3,410,2,410,2,380,2
般,2025-01-14,GGO2カップ,1,1610,5,430,1,610,3,740,4
般,2025-01-14,GGO2カップ,2,2360,3,920,5,600,2,490,1
般,2025-01-14,GGO2カップ,3,2440,4,550,1,710,1,470,2
般,2025-01-14,GGO2カップ,4,6320,28,350,1,2510,10,1060,5
般,2025-01-14,GGO2カップ,5,540,1,230,1,230,1,220,1
般,2025-01-14,GGO2カップ,6,2220,6,600,3,1270,5,1350,8
般,2025-01-14,GGO2カップ,7,6710,23,1030,4,4060,12,1800,6
般,2025-01-14,GGO2カップ,8,540,1,150,1,270,1,190,1
般,2025-01-14,GGO2カップ,9,1900,7,790,3,1130,5,1010,5
般,2025-01-14,GGO2カップ,10,1120,3,470,2,330,1,140,1
般,2025-01-14,GGO2カップ,11,1070,4,220,1,430,2,150,1
般,2025-01-14,GGO2カップ,12,6540,22,3450,8,340,2,360,2
般,2025-01-13,GGO2カップ,1,6680,24,1520,9,2320,7,2610,11
般,2025-01-13,GGO2カップ,2,11240,39,2700,9,2860,10,2550,8
般,2025-01-13,GGO2カップ,3,4520,16,1490,7,1170,5,880,4
般,2025-01-13,GGO2カップ,4,7310,27,690,3,2370,11,1940,8
般,2025-01-13,GGO2カップ,5,450,2,150,1,370,2,250,2
般,2025-01-13,GGO2カップ,6,3820,13,1160,4,1360,5,420,2
般,2025-01-13,GGO2カップ,7,2140,5,830,3,800,3,720,3
般,2025-01-13,GGO2カップ,8,560,2,320,2,180,1,150,1
般,2025-01-13,GGO2カップ,9,2110,8,660,3,710,3,770,3
般,2025-01-13,GGO2カップ,10,4660,18,1300,6,2290,7,1000,5
般,2025-01-13,GGO2カップ,11,820,2,430,2,240,1,260,1
般,2025-01-13,GGO2カップ,12,1010,1,530,3,460,3,310,2
般,2025-01-06,スポーツ報知杯年またぎ特選競走,1,2410,6,640,2,820,3,450,2
般,2025-01-06,スポーツ報知杯年またぎ特選競走,2,2420,8,530,2,540,2,290,1
般,2025-01-06,スポーツ報知杯年またぎ特選競走,3,13110,44,2070,8,2040,9,1870,8
般,2025-01-06,スポーツ報知杯年またぎ特選競走,4,1390,4,480,3,430,2,460,2
般,2025-01-06,スポーツ報知杯年またぎ特選競走,5,41890,59,11870,18,6710,14,6420,11
般,2025-01-06,スポーツ報知杯年またぎ特選競走,6,370,1,240,1,150,1,150,1
般,2025-01-06,スポーツ報知杯年またぎ特選競走,7,680,3,270,2,240,1,330,2
般,2025-01-06,スポーツ報知杯年またぎ特選競走,8,1380,5,330,2,750,3,700,3
般,2025-01-06,スポーツ報知杯年またぎ特選競走,9,5680,14,3890,8,320,2,200,1
般,2025-01-06,スポーツ報知杯年またぎ特選競走,10,36490,80,2820,11,9920,23,7170,13
般,2025-01-06,スポーツ報知杯年またぎ特選競走,11,4370,17,620,2,1530,5,280,1
般,2025-01-06,スポーツ報知杯年またぎ特選競走,12,77490,96,10260,19,11040,24,8820,14
般,2025-01-05,スポーツ報知杯年またぎ特選競走,1,36170,62,990,5,10100,19,4060,9
般,2025-01-05,スポーツ報知杯年またぎ特選競走,2,3110,12,490,2,1950,8,890,3
般,2025-01-05,スポーツ報知杯年またぎ特選競走,3,9690,39,3880,13,1520,8,820,5
般,2025-01-05,スポーツ報知杯年またぎ特選競走,4,1970,7,320,1,1190,6,780,4
般,2025-01-05,スポーツ報知杯年またぎ特選競走,5,1390,5,600,3,240,1,110,1
般,2025-01-05,スポーツ報知杯年またぎ特選競走,6,10170,24,4070,9,280,2,260,2
般,2025-01-05,スポーツ報知杯年またぎ特選競走,7,3040,10,1690,5,720,4,520,3
般,2025-01-05,スポーツ報知杯年またぎ特選競走,8,1080,4,440,2,350,2,270,1
般,2025-01-05,スポーツ報知杯年またぎ特選競走,9,2280,10,1100,5,670,4,660,4
般,2025-01-05,スポーツ報知杯年またぎ特選競走,10,11990,21,940,5,2500,6,270,2
般,2025-01-05,スポーツ報知杯年またぎ特選競走,11,39540,62,1610,7,16150,28,6640,12
般,2025-01-05,スポーツ報知杯年またぎ特選競走,12,520,1,280,1,270,1,250,2
般,2025-01-04,スポーツ報知杯年またぎ特選競走,1,3660,15,410,2,2760,11,380,2
般,2025-01-04,スポーツ報知杯年またぎ特選競走,2,4300,14,1270,8,1240,3,750,2
般,2025-01-04,スポーツ報知杯年またぎ特選競走,3,3000,13,1390,7,910,4,670,3
般,2025-01-04,スポーツ報知杯年またぎ特選競走,4,11700,37,2680,9,1340,7,770,6
般,2025-01-04,スポーツ報知杯年またぎ特選競走,5,5020,16,1010,5,2050,6,1610,6
般,2025-01-04,スポーツ報知杯年またぎ特選競走,6,1200,3,510,2,290,1,240,1
般,2025-01-04,スポーツ報知杯年またぎ特選競走,7,17940,39,910,5,4710,12,510,3
般,2025-01-04,スポーツ報知杯年またぎ特選競走,8,990,4,520,3,380,3,280,1
般,2025-01-04,スポーツ報知杯年またぎ特選競走,9,7610,18,3750,7,1170,4,1180,4
般,2025-01-04,スポーツ報知杯年またぎ特選競走,10,410,1,190,1,280,2,180,1
般,2025-01-04,スポーツ報知杯年またぎ特選競走,11,14040,31,5590,12,4580,12,2960,6
般,2025-01-04,スポーツ報知杯年またぎ特選競走,12,4810,15,1050,5,710,3,210,1
般,2025-01-03,スポーツ報知杯年またぎ特選競走,1,3440,12,810,3,820,3,300,1
般,2025-01-03,スポーツ報知杯年またぎ特選競走,2,1580,1,470,1,600,1,410,1
般,2025-01-03,スポーツ報知杯年またぎ特選競走,3,4600,20,330,1,2020,11,770,5
般,2025-01-03,スポーツ報知杯年またぎ特選競走,4,1680,4,530,2,400,1,310,1
般,2025-01-03,スポーツ報知杯年またぎ特選競走,5,7220,25,400,2,3780,13,1110,5
般,2025-01-03,スポーツ報知杯年またぎ特選競走,6,960,4,350,3,380,2,250,1
般,2025-01-03,スポーツ報知杯年またぎ特選競走,7,14530,31,1950,5,2910,9,400,2
般,2025-01-03,スポーツ報知杯年またぎ特選競走,8,10000,20,1280,4,1110,4,160,1
般,2025-01-03,スポーツ報知杯年またぎ特選競走,9,2720,11,580,3,1450,5,1210,4
般,2025-01-03,スポーツ報知杯年またぎ特選競走,10,12690,28,3270,10,1840,6,2270,5
般,2025-01-03,スポーツ報知杯年またぎ特選競走,11,11370,29,780,3,4460,10,700,3
般,2025-01-03,スポーツ報知杯年またぎ特選競走,12,11290,28,720,3,4760,11,2890,7
般,2025-01-02,スポーツ報知杯年またぎ特選競走,1,6910,25,2060,9,1080,4,940,3
般,2025-01-02,スポーツ報知杯年またぎ特選競走,2,1380,3,400,1,730,3,330,1
般,2025-01-02,スポーツ報知杯年またぎ特選競走,3,8900,38,1200,7,3030,11,1540,8
般,2025-01-02,スポーツ報知杯年またぎ特選競走,4,1130,1,390,2,350,1,300,1
般,2025-01-02,スポーツ報知杯年またぎ特選競走,5,2070,7,430,2,1320,5,850,4
般,2025-01-02,スポーツ報知杯年またぎ特選競走,6,2090,7,450,2,460,1,270,2
般,2025-01-02,スポーツ報知杯年またぎ特選競走,7,470,1,230,1,200,1,220,1
般,2025-01-02,スポーツ報知杯年またぎ特選競走,8,2170,8,1360,7,440,2,530,2
般,2025-01-02,スポーツ報知杯年またぎ特選競走,9,860,3,400,2,250,1,150,1
般,2025-01-02,スポーツ報知杯年またぎ特選競走,10,1100,3,440,3,240,1,290,1
般,2025-01-02,スポーツ報知杯年またぎ特選競走,11,3890,14,1730,6,710,3,400,2
般,2025-01-02,スポーツ報知杯年またぎ特選競走,12,13590,25,2180,7,2780,6,3140,8
般,2025-01-01,スポーツ報知杯年またぎ特選競走,1,2520,10,340,1,1290,6,850,5
般,2025-01-01,スポーツ報知杯年またぎ特選競走,2,8480,28,2950,10,860,5,350,2
般,2025-01-01,スポーツ報知杯年またぎ特選競走,3,151730,110,6120,16,48350,29,5130,11
般,2025-01-01,スポーツ報知杯年またぎ特選競走,4,1540,3,370,2,570,2,180,1
般,2025-01-01,スポーツ報知杯年またぎ特選競走,5,260,1,110,1,210,1,130,1
般,2025-01-01,スポーツ報知杯年またぎ特選競走,6,7820,23,2470,9,1990,6,1390,4
般,2025-01-01,スポーツ報知杯年またぎ特選競走,7,480,2,240,1,140,1,150,1
般,2025-01-01,スポーツ報知杯年またぎ特選競走,8,360,1,150,1,210,1,150,1
般,2025-01-01,スポーツ報知杯年またぎ特選競走,9,720,1,200,1,380,1,270,1
般,2025-01-01,スポーツ報知杯年またぎ特選競走,10,1100,3,430,2,300,1,270,1
般,2025-01-01,スポーツ報知杯年またぎ特選競走,11,3060,10,360,2,1350,4,880,4
般,2025-01-01,スポーツ報知杯年またぎ特選競走,12,2780,16,1270,9,460,4,550,4
