モーター番号,2連対率,勝率,1着,2着,3着,出走回数,優出回数,優勝回数,平均展示タイム,最高タイム（1800m）,逃げ,まくり,差し,まくり差し,抜き,恵まれ
12,55.17,6.93,35,29,26,116,6,1,6.79,"147""7",21,5,1,4,4,0
10,46.72,5.66,29,28,10,122,4,1,6.81,"148""4",18,4,4,3,0,0
11,46.67,6.19,29,27,22,120,3,0,6.81,"147""5",18,4,4,3,0,0
34,45.97,6.30,35,22,27,124,3,1,6.79,"148""1",17,9,4,2,2,1
46,45.08,5.98,32,23,19,122,2,1,6.87,"147""5",19,4,3,5,1,0
28,44.96,5.80,28,30,15,129,2,0,6.86,"147""4",17,4,1,2,4,0
6,42.62,5.91,31,21,22,122,3,1,6.81,"147""8",17,4,3,4,3,0
30,40.98,5.80,30,20,17,122,2,1,6.81,"147""2",13,10,2,3,2,0
14,40.87,5.83,25,22,21,115,4,1,6.78,"148""1",11,5,4,4,1,0
39,40.35,5.62,20,26,19,114,2,1,6.85,"147""9",14,1,3,2,0,0
48,39.68,5.60,26,24,20,126,3,0,6.83,"148""3",12,3,5,4,2,0
58,39.52,5.90,23,26,29,124,1,0,6.87,"147""6",11,2,5,3,2,0
45,39.29,5.54,29,15,17,112,4,1,6.85,"148""1",16,4,5,3,1,0
24,39.06,5.50,26,24,16,128,1,0,6.84,"146""6",14,4,6,1,0,1
36,38.14,5.47,20,25,18,118,2,0,6.84,"148""5",12,4,2,0,2,0
23,37.90,5.35,25,22,19,124,5,1,6.85,"147""8",12,4,4,2,2,1
7,37.61,5.54,18,26,24,117,2,0,6.83,"147""4",9,2,4,3,0,0
61,37.10,5.59,25,21,26,124,2,0,6.85,"147""7",15,4,4,1,1,0
54,36.89,5.56,19,26,27,122,2,0,6.85,"147""5",11,2,4,1,0,1
41,36.75,5.60,27,16,25,117,3,1,6.83,"148""0",16,2,3,3,2,1
42,36.13,5.51,21,22,18,119,5,0,6.85,"148""7",11,3,5,1,1,0
32,36.07,5.43,25,19,18,122,2,0,6.83,"147""7",10,5,5,1,3,1
25,35.94,5.21,29,17,19,128,3,1,6.82,"147""4",14,3,4,3,4,1
26,35.71,5.40,24,21,23,126,2,0,6.84,"148""7",10,5,4,2,2,1
57,35.59,5.40,23,19,21,118,1,0,6.80,"148""8",12,8,1,2,0,0
16,35.59,5.04,19,23,14,118,3,1,6.84,"147""4",8,5,3,2,1,0
55,35.38,5.26,17,29,26,130,2,0,6.86,"148""3",14,1,0,1,1,0
33,34.82,5.85,19,20,28,112,3,0,6.86,"148""4",12,3,1,1,2,0
43,34.65,5.13,25,19,20,127,0,0,6.84,"148""3",11,4,5,3,2,0
20,34.43,5.24,18,24,18,122,1,1,6.85,"147""8",11,0,4,3,0,0
51,34.17,4.92,19,22,14,120,4,1,6.86,"148""8",10,4,1,3,1,0
3,33.63,5.00,12,26,19,113,2,0,6.82,"147""8",8,2,0,2,0,0
4,33.06,5.24,21,19,23,121,0,0,6.83,"146""0",13,3,2,2,1,0
35,31.30,5.26,18,18,23,115,1,1,6.88,"148""7",11,3,1,3,0,0
44,31.19,5.24,17,17,21,109,1,0,6.85,"147""3",7,2,1,4,3,0
17,31.15,4.87,15,23,16,122,1,0,6.87,"148""2",11,2,2,0,0,0
1,30.77,5.17,10,26,23,117,1,0,6.85,"148""1",6,0,1,2,1,0
27,30.65,4.81,21,17,15,124,0,0,6.85,"148""7",10,5,0,4,2,0
9,30.09,4.88,20,14,21,113,2,0,6.87,"149""1",11,5,1,0,3,0
38,29.31,4.58,19,15,10,116,1,0,6.86,"148""0",9,1,6,1,2,0
40,29.17,5.08,18,17,26,120,1,0,6.83,"148""6",11,2,2,2,1,0
53,29.03,4.68,17,19,20,124,2,1,6.87,"149""2",8,3,0,2,4,0
18,29.03,4.63,18,18,17,124,0,0,6.85,"149""6",9,5,2,0,2,0
2,28.70,4.82,11,22,16,115,2,0,6.85,"148""8",7,0,1,0,2,1
29,27.91,4.91,18,18,26,129,2,1,6.86,"148""6",8,1,3,5,1,0
21,27.87,4.56,20,14,17,122,2,0,6.85,"148""2",12,4,1,1,2,0
31,27.83,4.70,21,11,14,115,1,0,6.87,"148""7",12,3,2,2,1,1
8,27.19,4.61,15,16,15,114,2,0,6.87,"148""6",11,1,1,0,1,1
5,27.19,4.59,12,19,17,114,1,0,6.86,"149""8",9,2,0,1,0,0
19,27.05,4.80,17,16,18,122,1,1,6.87,"148""9",8,5,0,2,2,0
59,26.98,4.34,10,24,13,126,1,0,6.86,"148""7",6,1,0,1,1,1
49,26.67,4.58,14,18,16,120,2,0,6.85,"148""6",9,1,0,2,1,1
60,26.36,4.87,19,15,28,129,1,0,6.87,"148""8",11,2,1,3,2,0
62,26.19,4.55,17,16,21,126,1,0,6.86,"147""1",9,1,6,1,0,0
56,25.40,4.87,18,14,28,126,0,0,6.89,"148""2",13,3,1,0,1,0
15,24.79,5.02,11,19,35,121,1,0,6.86,"148""1",6,1,3,0,0,1
47,24.58,4.31,15,14,14,118,0,0,6.87,"148""2",9,1,2,1,2,0
13,24.58,4.30,10,19,18,118,1,0,6.83,"149""2",6,1,0,2,1,0
37,24.56,4.14,11,17,15,114,1,0,6.86,"148""4",8,1,0,1,1,0
22,23.14,4.48,10,18,23,121,0,0,6.86,"148""9",5,1,3,0,1,0
50,23.02,4.54,13,16,23,126,0,0,6.88,"148""6",11,0,2,0,0,0
52,22.22,4.60,16,12,25,126,1,0,6.86,"147""8",9,4,1,1,0,1
