モーター番号,2連対率,勝率,1着,2着,3着,出走回数,優出回数,優勝回数,平均展示タイム,最高タイム（1800m）,逃げ,まくり,差し,まくり差し,抜き,恵まれ
12,64.00,7.52,18,14,10,50,3,1,6.79,"147""7",13,2,0,1,2,0
10,58.49,6.51,17,14,4,53,3,1,6.77,"148""4",10,4,2,1,0,0
46,54.24,6.53,23,9,6,59,1,1,6.85,"147""5",13,2,2,5,1,0
11,52.00,6.58,12,14,10,50,1,0,6.79,"147""5",7,2,1,2,0,0
7,47.27,6.11,13,13,10,55,2,0,6.83,"147""4",8,1,2,2,0,0
61,45.45,6.30,17,13,14,66,1,0,6.84,"148""3",11,2,4,0,0,0
16,44.44,5.59,17,11,5,63,3,1,6.84,"147""4",7,5,3,1,1,0
36,43.18,5.82,10,9,6,44,1,0,6.83,"148""6",7,1,1,0,1,0
58,41.82,6.02,8,15,12,55,0,0,6.85,"148""7",4,0,2,2,0,0
35,41.82,5.95,13,10,10,55,1,1,6.86,"148""7",7,3,1,2,0,0
39,41.67,5.55,8,17,11,60,1,1,6.83,"147""9",7,1,0,0,0,0
48,40.74,5.76,14,8,9,54,2,0,6.83,"148""3",7,2,2,2,1,0
14,40.00,6.05,13,9,13,55,1,0,6.77,"148""1",3,3,4,2,1,0
28,40.00,5.55,11,11,7,55,1,0,6.85,"148""3",6,1,0,0,4,0
45,39.66,5.43,14,9,8,58,2,0,6.82,"148""1",7,2,3,2,0,0
25,39.22,5.39,14,6,4,51,1,1,6.82,"148""6",6,3,1,2,1,1
33,38.46,5.79,7,13,10,52,1,0,6.85,"148""4",5,2,0,0,0,0
20,38.10,5.48,11,13,10,63,1,1,6.84,"148""1",7,0,2,2,0,0
23,38.10,5.32,15,9,8,63,3,1,6.84,"148""8",9,2,3,0,1,0
54,37.93,5.81,9,13,16,58,2,0,6.83,"147""9",4,1,2,1,0,1
26,37.50,5.50,11,13,13,64,0,0,6.83,"149""6",3,2,3,2,1,0
27,37.50,5.16,11,10,7,56,0,0,6.82,"148""7",6,2,0,2,1,0
4,37.29,5.46,10,12,11,59,0,0,6.83,"146""0",6,2,1,0,1,0
38,36.21,5.41,12,9,8,58,1,0,6.85,"148""0",5,1,5,0,1,0
24,35.29,5.22,5,13,7,51,1,0,6.85,"149""5",0,1,3,1,0,0
51,35.09,4.67,7,13,3,57,2,0,6.85,"148""8",4,1,0,2,0,0
56,34.62,5.13,8,10,7,52,0,0,6.87,"148""2",5,2,1,0,0,0
60,33.93,5.14,10,9,10,56,1,0,6.86,"148""9",7,1,1,0,1,0
32,33.90,5.32,12,8,7,59,1,0,6.83,"147""7",7,1,3,0,1,0
6,33.33,5.33,12,8,12,60,1,0,6.81,"148""3",7,1,3,1,0,0
55,32.81,5.20,9,12,15,64,2,0,6.85,"148""6",8,0,0,0,1,0
3,32.76,4.76,6,13,7,58,1,0,6.83,"147""8",4,1,0,1,0,0
43,32.14,5.05,10,8,12,56,0,0,6.85,"149""6",4,2,2,1,1,0
62,31.58,4.81,9,9,9,57,1,0,6.82,"148""5",6,0,3,0,0,0
57,31.48,5.33,8,9,12,54,0,0,6.80,"148""8",5,0,1,2,0,0
41,31.37,5.33,10,6,13,51,1,0,6.83,"149""1",5,1,1,1,2,0
30,30.91,5.15,9,8,8,55,0,0,6.78,"148""1",5,1,0,1,2,0
34,30.77,5.37,9,7,15,52,0,0,6.81,"148""1",6,2,0,0,1,0
42,30.36,5.20,13,4,9,56,2,0,6.89,"148""7",7,2,3,1,0,0
31,30.19,4.89,10,6,10,53,1,0,6.85,"148""7",4,2,1,2,1,0
2,29.69,4.91,6,13,9,64,1,0,6.83,"148""8",5,0,0,0,1,0
44,29.63,5.39,9,7,11,54,1,0,6.83,"147""3",4,0,0,3,2,0
50,29.09,4.95,8,8,6,55,0,0,6.87,"149""4",7,0,1,0,0,0
52,28.79,4.77,10,9,9,66,1,0,6.83,"148""1",5,3,1,1,0,0
17,28.33,4.82,7,10,9,60,0,0,6.86,"149""4",5,1,1,0,0,0
59,27.69,4.54,6,12,9,65,1,0,6.85,"149""5",3,1,0,1,0,1
15,27.42,5.55,7,10,23,62,1,0,6.85,"148""1",3,1,2,0,0,1
40,26.42,4.79,7,7,10,53,0,0,6.85,"149""3",6,0,0,0,1,0
1,26.32,5.07,5,10,12,57,0,0,6.84,"148""4",2,0,0,2,1,0
22,26.23,4.87,5,11,17,61,0,0,6.85,"148""9",3,1,1,0,0,0
5,25.93,4.56,5,9,6,54,0,0,6.88,"150""1",4,0,0,1,0,0
18,25.00,4.48,7,9,13,64,0,0,6.83,"149""6",3,2,1,0,1,0
8,24.53,4.53,8,5,8,53,0,0,6.87,"148""7",6,0,1,0,0,1
9,24.07,4.37,9,4,8,54,1,0,6.86,"149""1",6,2,0,0,1,0
29,24.07,4.22,3,10,9,54,1,0,6.84,"148""6",2,0,0,1,0,0
53,22.41,4.10,4,9,8,58,0,0,6.87,"150""1",1,1,0,0,2,0
21,22.41,3.95,8,5,6,58,1,0,6.84,"148""2",4,2,0,0,2,0
37,21.43,4.11,5,7,10,56,0,0,6.85,"148""4",5,0,0,0,0,0
49,20.97,3.90,4,9,5,62,0,0,6.84,"148""9",3,0,0,1,0,0
19,20.69,4.48,5,7,11,58,0,0,6.87,"149""9",3,1,0,0,1,0
13,15.09,3.70,4,4,7,53,0,0,6.81,"149""2",3,1,0,0,0,0
47,12.50,3.57,6,1,8,56,0,0,6.85,"149""0",3,0,2,0,1,0
