lane1_score,lane2_score,lane3_score,lane4_score,lane5_score,lane6_score,lane1_rank,lane2_rank,lane3_rank,lane4_rank,lane5_rank,lane6_rank,race_key,trifecta_odds,scores,ranks,true_order_prob,true_order_rank
1.9278711,0.09306471,-0.41291222,-1.3009901,-1.6415563,-0.35863325,1,3,2,5,6,4,2025-02-02-08-若 松,6.1,"[1.9278711080551147, 0.09306471049785614, -0.4129122197628021, -1.300990104675293, -1.6415562629699707, -0.35863324999809265]","[1, 3, 2, 5, 6, 4]",0.027006146109478612,4
1.3124824,-0.5014552,0.38696086,-1.0607086,0.71724707,-2.6022005,1,2,4,6,3,5,2025-02-02-09-若 松,6.6,"[1.3124823570251465, -0.5014551877975464, 0.38696086406707764, -1.0607086420059204, 0.7172470688819885, -2.602200508117676]","[1, 2, 4, 6, 3, 5]",0.004269958979854683,54
0.77179825,1.4275607,-0.35553005,1.338675,-1.8710779,-2.0428762,1,6,4,5,2,3,2025-02-02-10-若 松,145.6,"[0.7717982530593872, 1.4275606870651245, -0.3555300533771515, 1.3386750221252441, -1.8710778951644897, -2.0428762435913086]","[1, 6, 4, 5, 2, 3]",1.893417386331472e-06,673
0.8969597,1.8232199,-2.005081,0.32836524,-2.1237426,-0.209597,1,5,6,2,4,3,2025-02-02-11-若 松,6.2,"[0.8969597220420837, 1.823219895362854, -2.0050809383392334, 0.3283652365207672, -2.1237425804138184, -0.20959700644016266]","[1, 5, 6, 2, 4, 3]",7.20080097936637e-05,290
1.6433347,-0.0037607893,0.33432484,-0.07100598,-0.7236456,-1.9649197,1,6,2,4,5,3,2025-02-02-12-若 松,11.8,"[1.6433347463607788, -0.0037607892882078886, 0.33432483673095703, -0.07100597769021988, -0.7236456274986267, -1.9649196863174438]","[1, 6, 2, 4, 5, 3]",0.0013918450779092483,134
0.9666237,0.08746908,0.18432075,-1.6067847,-1.7801275,-0.33102614,1,3,2,6,5,4,2025-02-03-01-若 松,17.8,"[0.9666237235069275, 0.08746907860040665, 0.18432074785232544, -1.606784701347351, -1.7801275253295898, -0.3310261368751526]","[1, 3, 2, 6, 5, 4]",0.0235099509916751,3
-2.205055,0.15872358,-0.09822338,0.33563018,-1.1992408,1.4774595,5,1,6,4,2,3,2025-02-03-02-若 松,160.0,"[-2.205054998397827, 0.15872357785701752, -0.09822338074445724, 0.3356301784515381, -1.199240803718567, 1.4774595499038696]","[5, 1, 6, 4, 2, 3]",0.00024356759280962117,281
-0.15501639,0.74625975,1.5523821,-1.6509628,-1.8469896,-1.0044187,3,1,2,4,5,6,2025-02-03-03-若 松,20.8,"[-0.15501639246940613, 0.7462597489356995, 1.5523821115493774, -1.6509628295898438, -1.846989631652832, -1.0044187307357788]","[3, 1, 2, 4, 5, 6]",0.008273867480989064,30
-1.2662824,0.2197189,1.1485363,-0.57794714,0.49273476,-1.8905016,6,2,4,3,1,5,2025-02-03-04-若 松,451.5,"[-1.2662824392318726, 0.21971890330314636, 1.1485363245010376, -0.5779471397399902, 0.49273476004600525, -1.890501618385315]","[6, 2, 4, 3, 1, 5]",0.0022313524469125146,108
0.72523415,0.22098759,-0.062261313,-0.31205574,-2.4188066,-1.2538946,1,3,5,2,4,6,2025-02-03-05-若 松,13.5,"[0.7252341508865356, 0.22098758816719055, -0.06226131319999695, -0.3120557367801666, -2.418806552886963, -1.253894567489624]","[1, 3, 5, 2, 4, 6]",0.002167666463472957,104
0.8047473,-1.151042,-0.23304181,-0.16685827,-2.5656774,-0.7072179,1,5,6,3,4,2,2025-02-03-06-若 松,2.9,"[0.8047472834587097, -1.1510419845581055, -0.23304180800914764, -0.1668582707643509, -2.5656774044036865, -0.7072178721427917]","[1, 5, 6, 3, 4, 2]",0.000707117715624994,194
0.8530941,-0.34559074,-1.3708442,-1.0797058,-0.87259984,0.34169194,2,6,5,4,3,1,2025-02-03-07-若 松,28.1,"[0.8530941009521484, -0.345590740442276, -1.3708442449569702, -1.079705834388733, -0.8725998401641846, 0.3416919410228729]","[2, 6, 5, 4, 3, 1]",0.0024856031382930344,117
0.82262194,0.30740708,-0.46783462,-0.6958042,-0.9130276,-1.5497142,2,3,1,6,5,4,2025-02-03-08-若 松,74.7,"[0.8226219415664673, 0.30740708112716675, -0.46783462166786194, -0.6958041787147522, -0.9130275845527649, -1.549714207649231]","[2, 3, 1, 6, 5, 4]",0.002615485210256708,113
0.29548526,-1.6766557,-0.2074265,0.7744081,-1.0229385,-0.37407473,5,4,6,1,2,3,2025-02-03-09-若 松,34.9,"[0.295485258102417, -1.676655650138855, -0.2074265033006668, 0.7744081020355225, -1.0229384899139404, -0.3740747272968292]","[5, 4, 6, 1, 2, 3]",0.00046679689349115894,335
0.7557205,-0.28557655,0.52018625,-1.2805754,-0.6619701,-1.8614757,1,2,5,4,3,6,2025-02-03-10-若 松,17.6,"[0.7557204961776733, -0.28557655215263367, 0.5201862454414368, -1.2805753946304321, -0.6619700789451599, -1.8614757061004639]","[1, 2, 5, 4, 3, 6]",0.0020224437881916305,120
1.183537,-0.018639898,-1.0093086,-1.1180996,-0.89386785,-0.7424147,1,2,6,4,3,5,2025-02-03-11-若 松,28.2,"[1.1835370063781738, -0.01863989792764187, -1.0093085765838623, -1.118099570274353, -0.8938678503036499, -0.7424147129058838]","[1, 2, 6, 4, 3, 5]",0.008855823550896494,15
0.999074,-2.0408728,-0.19795136,0.19266827,-0.53628117,-1.108117,3,5,4,2,1,6,2025-02-03-12-若 松,31.8,"[0.9990739822387695, -2.040872812271118, -0.19795136153697968, 0.19266827404499054, -0.536281168460846, -1.1081169843673706]","[3, 5, 4, 2, 1, 6]",0.0028892330074754167,92
0.52441835,1.1890479,0.010661159,-1.7101692,-1.4028848,-0.8152923,2,1,3,5,4,6,2025-02-04-01-若 松,27.9,"[0.5244183540344238, 1.189047932624817, 0.010661158710718155, -1.7101691961288452, -1.402884840965271, -0.8152922987937927]","[2, 1, 3, 5, 4, 6]",0.010006524793883429,24
-1.8569978,1.3932492,0.91281587,0.45274478,-2.5089512,-0.3883949,4,2,1,6,5,3,2025-02-04-02-若 松,80.5,"[-1.8569978475570679, 1.3932491540908813, 0.9128158688545227, 0.4527447819709778, -2.508951187133789, -0.38839489221572876]","[4, 2, 1, 6, 5, 3]",0.000197695413351261,221
-0.42361125,1.4269527,-0.6411635,-0.18940298,0.35784063,-1.9454833,5,3,4,1,2,6,2025-02-04-03-若 松,51.6,"[-0.42361125349998474, 1.4269527196884155, -0.6411635279655457, -0.1894029825925827, 0.3578406274318695, -1.9454833269119263]","[5, 3, 4, 1, 2, 6]",0.0054671950682922445,49
0.3796062,0.15139577,0.5764736,-1.954246,-0.10589932,-1.5149426,4,5,2,3,1,6,2025-02-04-04-若 松,16.5,"[0.3796061873435974, 0.1513957679271698, 0.576473593711853, -1.9542460441589355, -0.10589931905269623, -1.5149426460266113]","[4, 5, 2, 3, 1, 6]",0.0012151322319591063,157
1.1757903,-0.077811345,0.24748357,-0.2197002,-2.5648835,-1.2242147,1,5,2,3,6,4,2025-02-04-05-若 松,9.4,"[1.1757903099060059, -0.0778113454580307, 0.24748356640338898, -0.21970020234584808, -2.5648834705352783, -1.2242146730422974]","[1, 5, 2, 3, 6, 4]",0.01485943681152651,15
0.7705824,-1.363959,-0.21017326,-0.46979058,-0.5805026,0.3604886,3,4,6,5,2,1,2025-02-04-06-若 松,74.4,"[0.770582377910614, -1.3639589548110962, -0.21017326414585114, -0.46979057788848877, -0.5805026292800903, 0.3604885935783386]","[3, 4, 6, 5, 2, 1]",0.0011489641395411138,230
0.7246121,-0.4878344,1.1822278,-1.0596485,-0.9418444,-1.6642227,5,3,1,6,2,4,2025-02-04-07-若 松,142.2,"[0.7246121168136597, -0.4878343939781189, 1.1822278499603271, -1.0596485137939453, -0.9418444037437439, -1.6642227172851562]","[5, 3, 1, 6, 2, 4]",0.0006123206960923604,233
1.226802,-0.059988778,-0.83948135,0.2773128,-1.7903744,-0.9711979,1,2,6,4,3,5,2025-02-04-08-若 松,19.4,"[1.2268019914627075, -0.059988778084516525, -0.8394813537597656, 0.2773127853870392, -1.7903743982315063, -0.9711979031562805]","[1, 2, 6, 4, 3, 5]",0.0031356340858120493,86
1.3010496,-0.6120254,0.019849611,-0.9575551,-0.19240223,-1.748434,1,4,6,3,2,5,2025-02-04-09-若 松,23.2,"[1.3010495901107788, -0.6120253801345825, 0.019849611446261406, -0.9575551152229309, -0.19240222871303558, -1.7484339475631714]","[1, 4, 6, 3, 2, 5]",0.0012811009119956325,173
1.1720338,-1.7229147,0.5662954,-0.8110864,-0.24602856,-1.3910093,1,4,3,5,2,6,2025-02-04-10-若 松,10.7,"[1.1720337867736816, -1.722914695739746, 0.5662953853607178, -0.8110864162445068, -0.24602855741977692, -1.3910093307495117]","[1, 4, 3, 5, 2, 6]",0.009771398765867884,23
1.0580059,-1.1899313,0.39884776,-1.6702996,-0.283,-0.8175858,2,5,1,4,6,3,2025-02-04-11-若 松,68.7,"[1.058005928993225, -1.1899312734603882, 0.398847758769989, -1.6702996492385864, -0.28299999237060547, -0.817585825920105]","[2, 5, 1, 4, 6, 3]",0.0017630036876931745,142
-0.8465708,0.4476611,-1.0174867,0.27689075,0.6827627,0.31790552,3,4,6,1,2,5,2025-02-04-12-若 松,38.5,"[-0.8465707898139954, 0.4476611018180847, -1.0174866914749146, 0.27689075469970703, 0.6827626824378967, 0.3179055154323578]","[3, 4, 6, 1, 2, 5]",0.0028091428782570206,95
-0.26897365,0.19425939,1.9435503,-1.7010618,-0.16325189,-1.8151464,2,3,1,6,4,5,2025-02-05-01-若 松,21.7,"[-0.2689736485481262, 0.1942593902349472, 1.9435503482818604, -1.7010618448257446, -0.16325189173221588, -1.8151464462280273]","[2, 3, 1, 6, 4, 5]",0.027980214997194445,8
1.1838925,-0.32166588,-1.6052191,0.09588327,-0.23762158,-0.9697142,3,4,5,1,2,6,2025-02-06-01-若 松,203.0,"[1.1838924884796143, -0.32166588306427, -1.6052191257476807, 0.09588327258825302, -0.23762157559394836, -0.9697142243385315]","[3, 4, 5, 1, 2, 6]",0.0034441086642014273,76
-0.09357294,-1.5118852,-0.34328073,1.8218657,-0.8260847,-0.8878897,1,3,5,2,6,4,2025-02-06-02-若 松,45.2,"[-0.0935729369521141, -1.511885166168213, -0.34328073263168335, 1.8218656778335571, -0.8260846734046936, -0.8878896832466125]","[1, 3, 5, 2, 6, 4]",0.001612572528626837,147
0.5503045,-0.30952647,0.47622624,0.109319046,-1.1546971,-2.3267655,1,4,2,3,6,5,2025-02-06-03-若 松,24.0,"[0.5503044724464417, -0.3095264732837677, 0.47622624039649963, 0.1093190461397171, -1.154697060585022, -2.326765537261963]","[1, 4, 2, 3, 6, 5]",0.009597927778721113,26
1.026452,-0.120052174,-0.078520976,0.18492347,-2.1599033,-0.80563664,2,6,3,4,5,1,2025-02-06-04-若 松,133.8,"[1.0264519453048706, -0.12005217373371124, -0.07852097600698471, 0.1849234700202942, -2.1599032878875732, -0.8056366443634033]","[2, 6, 3, 4, 5, 1]",0.0006133974650933329,235
1.3201579,-0.14672068,-0.62937117,0.46480942,-2.2510562,-1.4853015,1,2,5,3,4,6,2025-02-06-05-若 松,5.6,"[1.3201578855514526, -0.14672067761421204, -0.629371166229248, 0.4648094177246094, -2.25105619430542, -1.4853014945983887]","[1, 2, 5, 3, 4, 6]",0.0076344633236111615,35
1.2914981,-1.4097126,-0.089966476,0.24028435,-2.281085,-0.518952,1,6,3,5,2,4,2025-02-06-06-若 松,124.7,"[1.291498064994812, -1.409712553024292, -0.08996647596359253, 0.24028435349464417, -2.2810850143432617, -0.5189520120620728]","[1, 6, 3, 5, 2, 4]",0.0012556097780189583,133
1.1765896,0.057479214,-0.88130087,0.34335804,-1.3281682,-1.866143,5,3,6,1,2,4,2025-02-06-07-若 松,55.2,"[1.1765896081924438, 0.057479213923215866, -0.8813008666038513, 0.34335803985595703, -1.3281681537628174, -1.866142988204956]","[5, 3, 6, 1, 2, 4]",8.6922511158206e-05,446
1.4935117,0.01086869,-0.16041568,-1.2229639,-1.9436784,-1.1648504,1,3,2,4,5,6,2025-02-06-08-若 松,7.5,"[1.49351167678833, 0.010868689976632595, -0.1604156792163849, -1.2229639291763306, -1.943678379058838, -1.1648503541946411]","[1, 3, 2, 4, 5, 6]",0.014580147668005748,15
1.006583,-0.10299125,0.6446936,-1.2042983,-0.4900339,-2.0725625,2,6,1,5,3,4,2025-02-06-09-若 松,30.9,"[1.0065829753875732, -0.1029912531375885, 0.6446936130523682, -1.2042982578277588, -0.490033894777298, -2.0725624561309814]","[2, 6, 1, 5, 3, 4]",0.0012644155014002174,148
0.8364296,0.7097138,0.12462302,-0.34987178,-2.9747622,-1.5443089,5,4,2,1,6,3,2025-02-06-10-若 松,455.0,"[0.8364295959472656, 0.7097138166427612, 0.12462302297353745, -0.34987178444862366, -2.974762201309204, -1.5443089008331299]","[5, 4, 2, 1, 6, 3]",0.0004531302386498663,182
1.5483093,-0.37625462,0.91975653,-0.43246615,-0.92868155,-2.4492846,1,2,3,6,5,4,2025-02-06-11-若 松,5.8,"[1.548309326171875, -0.3762546181678772, 0.9197565317153931, -0.43246614933013916, -0.9286815524101257, -2.449284553527832]","[1, 2, 3, 6, 5, 4]",0.0016476979942642107,103
0.27427858,1.707579,-1.2404196,-1.6860108,-0.8086432,-0.593372,3,1,6,5,2,4,2025-02-06-12-若 松,117.7,"[0.27427858114242554, 1.7075790166854858, -1.240419626235962, -1.6860108375549316, -0.8086432218551636, -0.5933719873428345]","[3, 1, 6, 5, 2, 4]",0.012517720273776508,16
1.1839145,0.38154367,-0.16838999,-0.520354,-1.6189059,-2.059354,1,3,2,4,5,6,2025-02-09-01-若 松,11.5,"[1.1839145421981812, 0.38154366612434387, -0.16838999092578888, -0.5203539729118347, -1.6189059019088745, -2.059354066848755]","[1, 3, 2, 4, 5, 6]",0.031762808210819955,3
-2.3633118,1.6270823,0.8723697,-1.595373,-1.1517875,0.17578548,5,3,1,6,4,2,2025-02-09-02-若 松,18.4,"[-2.363311767578125, 1.627082347869873, 0.8723697066307068, -1.5953730344772339, -1.151787519454956, 0.17578548192977905]","[5, 3, 1, 6, 4, 2]",0.006497351168272328,40
0.7541636,-1.1688312,1.0188925,-0.1920262,-0.3981674,-1.6680402,3,6,4,1,2,5,2025-02-09-03-若 松,63.0,"[0.7541636228561401, -1.1688312292099, 1.018892526626587, -0.19202619791030884, -0.3981674015522003, -1.668040156364441]","[3, 6, 4, 1, 2, 5]",0.001671387588462785,138
0.057538547,0.7614633,1.0239464,-0.584142,-0.8843787,-1.9423236,3,2,1,6,5,4,2025-02-09-04-若 松,85.6,"[0.05753854662179947, 0.7614632844924927, 1.0239464044570923, -0.5841420292854309, -0.8843786716461182, -1.9423235654830933]","[3, 2, 1, 6, 5, 4]",0.005196114170767144,50
1.3220918,0.05784449,-0.22237535,-0.13558199,-2.0413284,-1.244539,2,5,4,6,3,1,2025-02-09-05-若 松,3087.2,"[1.322091817855835, 0.05784448981285095, -0.22237534821033478, -0.13558198511600494, -2.0413284301757812, -1.2445390224456787]","[2, 5, 4, 6, 3, 1]",0.00017236508750208095,378
0.873144,-0.66785616,-1.2402841,-0.6913362,-1.4557511,0.45044568,1,4,6,5,3,2,2025-02-09-06-若 松,60.0,"[0.8731439709663391, -0.6678561568260193, -1.2402840852737427, -0.6913362145423889, -1.4557510614395142, 0.45044568181037903]","[1, 4, 6, 5, 3, 2]",0.008331611383028643,25
0.3008924,1.4480659,-0.2408824,-0.34741816,-0.77729195,-1.7789389,2,1,5,4,3,6,2025-02-09-07-若 松,16.8,"[0.3008924126625061, 1.4480658769607544, -0.24088239669799805, -0.3474181592464447, -0.7772919535636902, -1.778938889503479]","[2, 1, 5, 4, 3, 6]",0.01625789172819353,11
1.1746318,-0.26501507,-0.49541754,-1.6286922,-1.6881949,0.30238134,1,4,3,6,5,2,2025-02-09-08-若 松,23.3,"[1.1746318340301514, -0.2650150656700134, -0.4954175353050232, -1.6286921501159668, -1.6881948709487915, 0.30238133668899536]","[1, 4, 3, 6, 5, 2]",0.024927014060613255,4
0.028277526,0.031856436,-0.14852187,-0.6907401,0.98448914,-1.4273828,5,2,1,3,6,4,2025-02-09-09-若 松,113.6,"[0.028277525678277016, 0.031856436282396317, -0.14852187037467957, -0.6907401084899902, 0.9844891428947449, -1.4273828268051147]","[5, 2, 1, 3, 6, 4]",4.8760529999754195e-05,647
0.48362148,1.1939367,0.18384202,-0.9773901,-2.5111582,-0.9859366,2,1,5,4,6,3,2025-02-09-10-若 松,43.6,"[0.4836214780807495, 1.1939367055892944, 0.1838420182466507, -0.9773901104927063, -2.5111582279205322, -0.9859365820884705]","[2, 1, 5, 4, 6, 3]",0.008213250524926495,30
0.9982469,-0.01359421,-0.027921572,-1.2482209,-0.016657514,-1.9021189,1,5,3,4,2,6,2025-02-09-11-若 松,24.3,"[0.9982469081878662, -0.013594210147857666, -0.02792157232761383, -1.2482209205627441, -0.01665751449763775, -1.9021189212799072]","[1, 5, 3, 4, 2, 6]",0.009223233717836416,26
1.0056978,-0.057843566,0.058730807,0.20569442,-1.7784592,-1.5108081,2,3,5,4,1,6,2025-02-09-12-若 松,197.2,"[1.0056978464126587, -0.057843565940856934, 0.05873080715537071, 0.20569442212581635, -1.7784591913223267, -1.5108081102371216]","[2, 3, 5, 4, 1, 6]",0.0013000201330436469,144
1.2334967,-0.6113156,-0.029300984,-1.4775771,-0.7333574,-0.3817775,4,3,2,1,6,5,2025-02-10-01-若 松,469.4,"[1.2334966659545898, -0.6113156080245972, -0.029300983995199203, -1.4775770902633667, -0.7333574295043945, -0.38177749514579773]","[4, 3, 2, 1, 6, 5]",0.00026495341461828584,398
0.2680951,-0.67063165,1.7801985,-0.42415696,-1.0403901,-1.9497967,2,3,1,4,6,5,2025-02-10-02-若 松,27.0,"[0.26809510588645935, -0.6706316471099854, 1.7801984548568726, -0.42415696382522583, -1.040390133857727, -1.9497966766357422]","[2, 3, 1, 4, 6, 5]",0.01475959345164336,16
1.4043678,-1.1495577,-1.1831113,0.556696,-1.314977,-1.0061529,1,4,6,5,2,3,2025-02-10-03-若 松,27.4,"[1.4043678045272827, -1.1495577096939087, -1.183111310005188, 0.5566959977149963, -1.3149770498275757, -1.006152868270874]","[1, 4, 6, 5, 2, 3]",0.0007835937164990238,203
1.4332129,-0.2468452,-0.66838026,-1.8954065,-0.21948054,-0.74172294,1,3,6,5,2,4,2025-02-10-04-若 松,20.5,"[1.4332128763198853, -0.24684520065784454, -0.6683802604675293, -1.8954064846038818, -0.21948054432868958, -0.7417229413986206]","[1, 3, 6, 5, 2, 4]",0.00689276666303755,37
1.2367593,-0.32439616,0.12063999,-0.2142522,-2.3680568,-1.344538,5,3,2,1,4,6,2025-02-10-05-若 松,76.4,"[1.2367593050003052, -0.32439616322517395, 0.12063998728990555, -0.21425220370292664, -2.3680567741394043, -1.3445379734039307]","[5, 3, 2, 1, 4, 6]",9.147888558246063e-05,413
0.835945,-0.99269533,0.7657653,-2.401475,-0.17737032,-0.418513,3,6,1,5,2,4,2025-02-10-06-若 松,67.3,"[0.8359450101852417, -0.9926953315734863, 0.7657653093338013, -2.401474952697754, -0.1773703247308731, -0.4185130000114441]","[3, 6, 1, 5, 2, 4]",0.005121340568712899,49
1.235348,-0.9922022,0.025089627,-1.446847,-0.41455838,-0.4784381,1,4,3,5,2,6,2025-02-10-07-若 松,19.5,"[1.2353479862213135, -0.9922022223472595, 0.025089627131819725, -1.4468469619750977, -0.41455838084220886, -0.4784381091594696]","[1, 4, 3, 5, 2, 6]",0.004658099342779678,56
0.7148726,-0.09453998,-0.71887624,-1.5423585,0.04271992,-0.50426185,1,3,6,5,2,4,2025-02-10-08-若 松,22.4,"[0.7148725986480713, -0.09453997761011124, -0.7188762426376343, -1.5423585176467896, 0.042719919234514236, -0.50426185131073]","[1, 3, 6, 5, 2, 4]",0.007157820655393202,25
1.4527595,-0.18418963,-1.2253182,-0.36056575,-2.4259882,-0.3508818,1,2,4,3,6,5,2025-02-10-09-若 松,8.6,"[1.4527595043182373, -0.18418963253498077, -1.225318193435669, -0.36056575179100037, -2.42598819732666, -0.35088178515434265]","[1, 2, 4, 3, 6, 5]",0.018534290209139503,8
1.2251877,0.51800144,-0.040593445,-1.7083818,-2.458205,-0.6384095,1,2,4,5,6,3,2025-02-10-10-若 松,6.3,"[1.2251876592636108, 0.5180014371871948, -0.04059344530105591, -1.7083817720413208, -2.458204984664917, -0.6384094953536987]","[1, 2, 4, 5, 6, 3]",0.03892772524886281,4
1.3957074,-0.48742568,-0.32316667,-1.2310034,-1.3883617,-0.5115297,1,2,3,6,4,5,2025-02-10-11-若 松,8.1,"[1.395707368850708, -0.48742568492889404, -0.3231666684150696, -1.2310034036636353, -1.3883616924285889, -0.5115296840667725]","[1, 2, 3, 6, 4, 5]",0.00876055266565964,21
0.8879053,-1.2768203,0.7773277,0.09089086,-1.7754446,-1.029231,1,4,2,6,3,5,2025-02-10-12-若 松,24.9,"[0.8879052996635437, -1.2768203020095825, 0.7773277163505554, 0.09089086204767227, -1.7754446268081665, -1.0292309522628784]","[1, 4, 2, 6, 3, 5]",0.0007040431032883035,206
1.29937,0.7845136,-0.31654796,0.41301063,-2.123172,-1.3386917,3,2,4,1,5,6,2025-02-11-01-若 松,154.0,"[1.2993700504302979, 0.7845135927200317, -0.3165479600429535, 0.4130106270313263, -2.1231720447540283, -1.3386917114257812]","[3, 2, 4, 1, 5, 6]",0.0088443512499211,29
1.8913949,-0.92040265,0.1962491,-0.58074033,-0.94378155,-0.75344604,1,3,5,2,4,6,2025-02-11-02-若 松,32.4,"[1.891394853591919, -0.9204026460647583, 0.1962490975856781, -0.5807403326034546, -0.9437815546989441, -0.7534460425376892]","[1, 3, 5, 2, 4, 6]",0.0027503455973989445,119
1.0919626,-0.8878116,1.3259423,-0.45433673,0.2736171,-1.8489075,1,5,3,4,2,6,2025-02-11-03-若 松,7.6,"[1.0919625759124756, -0.8878116011619568, 1.3259422779083252, -0.4543367326259613, 0.27361708879470825, -1.848907470703125]","[1, 5, 3, 4, 2, 6]",0.019452851563704684,8
1.344009,-1.2033105,0.083728135,1.1500226,-1.3059237,-0.80705583,4,6,3,1,5,2,2025-02-11-04-若 松,119.4,"[1.3440090417861938, -1.203310489654541, 0.0837281346321106, 1.1500226259231567, -1.3059237003326416, -0.8070558309555054]","[4, 6, 3, 1, 5, 2]",0.0021315992473983103,102
1.8263847,0.037930828,-0.3168137,-1.0889131,-0.066272795,-1.7163354,1,4,5,3,2,6,2025-02-11-05-若 松,43.3,"[1.8263846635818481, 0.03793082758784294, -0.31681370735168457, -1.088913083076477, -0.0662727952003479, -1.716335415840149]","[1, 4, 5, 3, 2, 6]",0.012077509426744517,20
1.6950269,0.4841101,-0.6409043,-1.4611157,-0.9302775,-0.93647295,1,3,5,4,2,6,2025-02-11-06-若 松,17.5,"[1.6950268745422363, 0.4841100871562958, -0.6409043073654175, -1.4611157178878784, -0.9302775263786316, -0.9364729523658752]","[1, 3, 5, 4, 2, 6]",0.005323362170554416,55
1.1784434,0.71227276,-1.4326013,0.10990127,-2.7408352,0.6084528,3,2,6,4,5,1,2025-02-11-07-若 松,115.8,"[1.178443431854248, 0.7122727632522583, -1.4326013326644897, 0.10990127176046371, -2.740835189819336, 0.6084527969360352]","[3, 2, 6, 4, 5, 1]",0.007611948440013886,36
1.709066,-0.52805513,0.093775295,-1.1218415,-1.5184743,-0.033227984,1,5,2,6,3,4,2025-02-11-08-若 松,28.0,"[1.7090660333633423, -0.5280551314353943, 0.09377529472112656, -1.121841549873352, -1.5184743404388428, -0.033227983862161636]","[1, 5, 2, 6, 3, 4]",0.007496414009505148,34
1.3073218,0.5403239,1.1898311,-0.51542175,-2.906062,-1.2419682,2,1,3,5,4,6,2025-02-11-09-若 松,12.9,"[1.3073217868804932, 0.5403239130973816, 1.1898311376571655, -0.5154217481613159, -2.906061887741089, -1.2419681549072266]","[2, 1, 3, 5, 4, 6]",0.0025306052671939436,68
1.0947001,0.51236683,-0.53531957,-2.2020254,-0.6222716,1.00246,1,4,2,6,3,5,2025-02-11-10-若 松,17.5,"[1.0947000980377197, 0.5123668313026428, -0.5353195667266846, -2.2020254135131836, -0.6222715973854065, 1.00246000289917]","[1, 4, 2, 6, 3, 5]",0.0013681912089974402,129
1.3556304,0.8504377,0.16182406,-1.3160955,-1.3170803,-0.789862,1,3,4,5,6,2,2025-02-11-11-若 松,30.8,"[1.3556303977966309, 0.8504377007484436, 0.1618240624666214, -1.3160954713821411, -1.3170802593231201, -0.7898619771003723]","[1, 3, 4, 5, 6, 2]",0.009247088459466209,27
1.5686346,-0.99320257,0.033473317,0.08640825,-0.28454867,-1.4403783,1,4,3,5,2,6,2025-02-11-12-若 松,26.9,"[1.5686346292495728, -0.9932025671005249, 0.033473316580057144, 0.08640825003385544, -0.28454867005348206, -1.4403783082962036]","[1, 4, 3, 5, 2, 6]",0.00849149784425189,28
1.1576116,-0.63395774,-0.5120995,-0.21009132,-0.31465816,-2.240158,1,3,6,4,2,5,2025-02-12-01-若 松,35.8,"[1.157611608505249, -0.6339577436447144, -0.5120995044708252, -0.21009132266044617, -0.31465816497802734, -2.2401580810546875]","[1, 3, 6, 4, 2, 5]",0.002934403317771977,77
0.96211046,0.13262801,-0.12309115,-0.45525935,-1.1379362,-2.109267,1,4,6,2,5,3,2025-02-12-02-若 松,133.0,"[0.9621104598045349, 0.13262800872325897, -0.12309114634990692, -0.4552593529224396, -1.1379362344741821, -2.109266996383667]","[1, 4, 6, 2, 5, 3]",0.0005955030964395972,235
0.77873975,-0.8931363,0.66484463,-0.4690852,-0.26241922,-2.5116007,2,5,3,6,1,4,2025-02-12-03-若 松,209.1,"[0.7787397503852844, -0.8931363224983215, 0.6648446321487427, -0.4690851867198944, -0.2624192237854004, -2.5116007328033447]","[2, 5, 3, 6, 1, 4]",0.0009726368685851545,165
0.58716285,-0.106938176,-1.0333984,1.1982759,-1.3671471,-1.3822043,4,2,1,5,3,6,2025-02-12-04-若 松,345.5,"[0.5871628522872925, -0.10693817585706711, -1.0333983898162842, 1.1982759237289429, -1.3671470880508423, -1.382204294204712]","[4, 2, 1, 5, 3, 6]",0.00010089106959770449,447
1.0067121,0.22032629,-0.27252692,-0.20000486,-2.2504017,-1.7261189,1,2,4,3,5,6,2025-02-12-05-若 松,6.6,"[1.0067120790481567, 0.2203262895345688, -0.27252691984176636, -0.20000486075878143, -2.250401735305786, -1.7261189222335815]","[1, 2, 4, 3, 5, 6]",0.022337142086486392,7
0.9597925,-1.3622572,-0.10084298,0.206721,-2.7058518,-0.19804096,2,5,3,1,6,4,2025-02-12-06-若 松,52.7,"[0.9597924947738647, -1.3622572422027588, -0.10084298253059387, 0.2067209929227829, -2.7058517932891846, -0.19804096221923828]","[2, 5, 3, 1, 6, 4]",0.029416369095553483,5
0.70467097,0.4065947,-0.61872953,-1.5434864,-1.3383676,-0.6851128,1,2,3,6,5,4,2025-02-12-07-若 松,9.0,"[0.7046709656715393, 0.4065946936607361, -0.6187295317649841, -1.5434863567352295, -1.3383675813674927, -0.6851127743721008]","[1, 2, 3, 6, 5, 4]",0.020053411480896875,1
0.23826016,0.29679066,0.021839498,0.77622914,-2.4613254,-1.3196265,2,1,3,4,5,6,2025-02-12-08-若 松,16.0,"[0.2382601648569107, 0.2967906594276428, 0.021839497610926628, 0.7762291431427002, -2.4613254070281982, -1.3196264505386353]","[2, 1, 3, 4, 5, 6]",0.0034506260865643794,72
