race_key,trifecta_odds,true_order_rank,pl_top1_prob,pl_top2_prob,pl_gap,pl_top1,score_entropy,score_var,venue,air_temp,water_temp,wind_speed,wave_height,wind_dir_deg,condition,bin,top_n,roi_bin,n_races_bin,hit_rate_bin,avg_odds_on_hits_bin
2025-01-01-02-若 松,84.8,121,0.16514816651201253,0.11781211654731533,0.0473360499646972,3-2-1,1.0646450533009912,1.467468344658317,若 松,,,2.0,0.02,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-04-若 松,15.4,20,0.18692718836034738,0.1299999345582422,0.0569272538021052,4-5-2,1.0664612041501211,1.9448466776449198,若 松,,,2.0,0.02,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-05-若 松,2.6,5,0.17360894618678027,0.11273905679027842,0.060869889396501856,1-2-4,1.0784540113934977,1.6364102908436686,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-07-若 松,4.8,11,0.15980097095418452,0.11573552261754162,0.0440654483366429,1-3-2,1.3031766143815537,1.6153941206683893,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-08-若 松,3.6,5,0.1697277793070721,0.12189951226046035,0.047828267046611764,1-3-2,1.192995245726818,1.4344239211753427,若 松,,,1.0,0.01,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-11-若 松,30.6,115,0.15157002733119265,0.12588956895963646,0.025680458371556192,1-3-6,1.136988809803634,1.5957049475868523,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-01-12-若 松,27.8,130,0.12000121330613124,0.10724088038942359,0.012760332916707653,1-4-2,1.1820937068961923,1.1878076028940436,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-02-02-若 松,13.8,6,0.11937286198774996,0.08763096284068966,0.0317418991470603,5-1-2,1.2563119275085017,1.2695624674456105,若 松,,,2.0,0.02,315.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-02-04-若 松,11.3,1,0.12685541879567416,0.11096129861325603,0.015894120182418134,1-6-3,1.366391662711376,1.6145854480705681,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-02-05-若 松,20.7,32,0.15562823160256087,0.12590825044950515,0.029719981153055713,1-4-2,1.2671147999154535,1.5162890343743394,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-02-06-若 松,20.9,95,0.14479460364797295,0.1113443100269016,0.03345029362107135,1-3-4,1.2917664891580658,1.6175705707361718,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-02-10-若 松,11.0,31,0.14137168444026005,0.10369059519562321,0.03768108924463684,1-4-5,1.2538884565907789,1.4417108362644244,若 松,,,1.0,0.01,0.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
2025-01-03-01-若 松,34.4,140,0.15279526608910146,0.12378295330905714,0.02901231278004432,2-1-4,1.1461366540732498,1.5070190754264878,若 松,,,3.0,0.03,45.0,pl_prob_bin,"(0.116, 0.206]",1,0.3265822784810127,395,0.030379746835443037,43.666666666666664
