epoch,train_nll,val_nll,top1_acc,trifecta_hit,score_var_mean,score_var_median,tri_rank_mean,st_mse,st_mae
0,8.058389856410695,5.656239986419678,0.6266666650772095,0.11733333333333333,0.5934019684791565,0.5753101706504822,17.330666666666666,0.11316673435065115,0.3005099343276937
1,7.453233073773693,5.5904412269592285,0.6933333277702332,0.14933333333333335,1.7237244844436646,1.7128032445907593,17.517333333333333,0.08764372610769841,0.25736364974364145
2,7.378655858674475,5.928974151611328,0.527999997138977,0.07733333333333334,0.6903481483459473,0.6964998245239258,21.626666666666665,0.039025100341144675,0.165110831799936
3,7.375354146200513,5.81877326965332,0.6133333444595337,0.08,0.6700613498687744,0.6493099927902222,20.904,0.041929569397244404,0.15390351619024098
4,7.370165261302384,5.604311466217041,0.6826666593551636,0.14133333333333334,1.7349241971969604,1.7269530296325684,18.584,0.032938093557383266,0.13955173509416044
5,7.341058994824197,5.819253444671631,0.5573333501815796,0.07466666666666667,0.4658968448638916,0.4474632740020752,19.370666666666665,0.040847132912938976,0.16888308164166851
6,7.34237005189516,5.559083938598633,0.6453333497047424,0.136,1.0590360164642334,1.053229808807373,18.546666666666667,0.041405566547560245,0.17493936703445012
7,7.320135170141274,5.6425981521606445,0.6399999856948853,0.104,0.9691758751869202,0.9711481332778931,18.456,0.06747408669014011,0.2259981557925896
8,7.2872902983128665,5.748998641967773,0.6133333444595337,0.12,0.6063780188560486,0.596896767616272,19.469333333333335,0.06905019867133584,0.2214802498278189
9,7.247470780606672,5.601387977600098,0.6826666593551636,0.13866666666666666,1.5543521642684937,1.5445536375045776,18.384,0.04549977955601625,0.1562226483148862
10,7.294352409167168,5.64510440826416,0.6053333282470703,0.11466666666666667,0.5131310820579529,0.4867632985115051,17.802666666666667,0.033230551416493906,0.15243496304628368
11,7.266582637479454,5.507429599761963,0.671999990940094,0.136,1.4393396377563477,1.4326318502426147,18.30666666666667,0.09298081707975638,0.27003697763037066
12,7.23836406479534,5.7401556968688965,0.5573333501815796,0.09066666666666667,0.46960145235061646,0.4362262785434723,18.424,0.022826093705976422,0.11698924444237672
13,7.230926257495624,5.49465274810791,0.6773333549499512,0.14133333333333334,1.470734715461731,1.4748938083648682,17.365333333333332,0.027632777009388217,0.13386873973870214
14,7.220594850360838,5.6336517333984375,0.6026666760444641,0.096,0.5692765712738037,0.5549762845039368,17.248,0.021498468658909243,0.11858690623608638
15,7.226689684522021,5.535985946655273,0.6506666541099548,0.10933333333333334,0.8733054995536804,0.8472049236297607,17.509333333333334,0.04621655879441055,0.16915475058958981
16,7.21913967493544,5.458600997924805,0.6773333549499512,0.144,1.15378999710083,1.1359304189682007,17.30666666666667,0.05479857121210276,0.19279295190147067
17,7.196031969836635,5.721153259277344,0.5493333339691162,0.10133333333333333,0.4048297107219696,0.3850741982460022,17.512,0.030881968334330476,0.14323375019131232
18,7.246117894029442,5.512042045593262,0.656000018119812,0.12533333333333332,1.4045169353485107,1.3691412210464478,16.989333333333335,0.04160732089252421,0.16831058492006623
19,7.177027002504603,5.530490875244141,0.637333333492279,0.13066666666666665,0.6665811538696289,0.6490418910980225,17.245333333333335,0.04373367323157836,0.16540790941708872
0,8.058389856410695,1.3264299631118774,0.6266666650772095,0.11733333333333333,0.5934019684791565,0.5753101706504822,17.330666666666666,0.11316673435065115,0.3005099343276937
1,7.453233073773693,1.2062433958053589,0.6933333277702332,0.14933333333333335,1.7237244844436646,1.7128032445907593,17.517333333333333,0.08764372610769841,0.25736364974364145
2,7.378655858674475,1.415829062461853,0.527999997138977,0.07733333333333334,0.6903481483459473,0.6964998245239258,21.626666666666665,0.039025100341144675,0.165110831799936
3,7.375354146200513,1.3599481582641602,0.6133333444595337,0.08,0.6700613498687744,0.6493099927902222,20.904,0.041929569397244404,0.15390351619024098
4,7.370165261302384,1.2136770486831665,0.6826666593551636,0.14133333333333334,1.7349241971969604,1.7269530296325684,18.584,0.032938093557383266,0.13955173509416044
5,7.341058994824197,1.4010599851608276,0.5573333501815796,0.07466666666666667,0.4658968448638916,0.4474632740020752,19.370666666666665,0.040847132912938976,0.16888308164166851
6,7.34237005189516,1.2589223384857178,0.6453333497047424,0.136,1.0590360164642334,1.053229808807373,18.546666666666667,0.041405566547560245,0.17493936703445012
7,7.320135170141274,1.2791218757629395,0.6399999856948853,0.104,0.9691758751869202,0.9711481332778931,18.456,0.06747408669014011,0.2259981557925896
8,7.2872902983128665,1.3647547960281372,0.6133333444595337,0.12,0.6063780188560486,0.596896767616272,19.469333333333335,0.06905019867133584,0.2214802498278189
9,7.247470780606672,1.217020869255066,0.6826666593551636,0.13866666666666666,1.5543521642684937,1.5445536375045776,18.384,0.04549977955601625,0.1562226483148862
10,7.294352409167168,1.345168948173523,0.6053333282470703,0.11466666666666667,0.5131310820579529,0.4867632985115051,17.802666666666667,0.033230551416493906,0.15243496304628368
11,7.266582637479454,1.2164554595947266,0.671999990940094,0.136,1.4393396377563477,1.4326318502426147,18.30666666666667,0.09298081707975638,0.27003697763037066
12,7.23836406479534,1.387110710144043,0.5573333501815796,0.09066666666666667,0.46960145235061646,0.4362262785434723,18.424,0.022826093705976422,0.11698924444237672
13,7.230926257495624,1.2124756574630737,0.6773333549499512,0.14133333333333334,1.470734715461731,1.4748938083648682,17.365333333333332,0.027632777009388217,0.13386873973870214
14,7.220594850360838,1.3355143070220947,0.6026666760444641,0.096,0.5692765712738037,0.5549762845039368,17.248,0.021498468658909243,0.11858690623608638
15,7.226689684522021,1.2666337490081787,0.6506666541099548,0.10933333333333334,0.8733054995536804,0.8472049236297607,17.509333333333334,0.04621655879441055,0.16915475058958981
