epoch,train_nll,val_nll,top1_acc,trifecta_hit,score_var_mean,score_var_median,tri_rank_mean,st_mse,st_mae
0,8.249516726186672,5.962058067321777,0.5701754093170166,0.08991228070175439,0.27898919582366943,0.2780914604663849,24.234649122807017,0.40549750195025697,0.6145312159422036
1,7.615367615140321,5.589518070220947,0.6052631735801697,0.14692982456140352,0.8569672107696533,0.8415126204490662,20.460526315789473,0.059909400435796394,0.2063753909476528
2,7.3507255428919915,5.393442153930664,0.6074561476707458,0.14912280701754385,0.7865215539932251,0.7468305230140686,16.18859649122807,0.0305669283201691,0.14598020758047678
3,7.252975652504484,5.457424163818359,0.5197368264198303,0.11842105263157894,0.8800851106643677,0.7942144274711609,16.00219298245614,0.014672182730115982,0.0982604173836729
4,7.203693394346315,5.304828643798828,0.6293859481811523,0.19078947368421054,1.5157502889633179,1.4729782342910767,15.467105263157896,0.008081212792977712,0.07015545882842614
5,7.195983796207328,5.328305244445801,0.5811403393745422,0.13815789473684212,0.9833986759185791,0.92800372838974,15.236842105263158,0.007621999003988706,0.06830539227232184
6,7.162103789870586,5.363041400909424,0.5570175647735596,0.15350877192982457,0.9901453852653503,0.9046685099601746,14.923245614035087,0.0071838206656703865,0.06568190564843177
7,7.157472990046929,5.449880123138428,0.5767543911933899,0.14035087719298245,1.1599467992782593,1.0836567878723145,16.287280701754387,0.006858019751774232,0.064397965933958
8,7.187404641044826,5.322214126586914,0.5855262875556946,0.14692982456140352,0.9977333545684814,0.9280022978782654,14.81140350877193,0.00662645824505194,0.06318937909410563
9,7.113075086243651,5.262084007263184,0.6206140518188477,0.19078947368421054,1.608552098274231,1.562867283821106,14.956140350877194,0.00647936133386105,0.0625423425794873
10,7.113750005924906,5.327460289001465,0.5723684430122375,0.14035087719298245,1.0289608240127563,0.9632055759429932,14.625,0.006298417386854623,0.06181852477937718
11,7.085562385180945,5.379064559936523,0.5548245906829834,0.1513157894736842,0.9036531448364258,0.8257285356521606,14.458333333333334,0.006209246737666417,0.06121784719951703
12,7.10316928706639,5.256702423095703,0.625,0.17763157894736842,1.6283684968948364,1.5851479768753052,14.918859649122806,0.00615021625804481,0.060898964275522556
13,7.115164247755906,5.428961753845215,0.5416666865348816,0.11403508771929824,0.9357097744941711,0.8508158922195435,15.096491228070175,0.00630056840557709,0.06215274491499174
14,7.082232082489924,5.243648529052734,0.6074561476707458,0.1600877192982456,1.1705869436264038,1.1101990938186646,14.414473684210526,0.006909638599502182,0.06472698217271533
15,7.086477772734833,5.239111423492432,0.594298243522644,0.16447368421052633,1.2494134902954102,1.201598882675171,14.361842105263158,0.006090077359595838,0.061062873022496786
16,7.091066249848561,5.317226886749268,0.5701754093170166,0.14692982456140352,0.934654176235199,0.8570394515991211,14.028508771929825,0.007024146036604602,0.06582113369621019
17,7.073030085045015,5.22960090637207,0.6140350699424744,0.16228070175438597,1.379834532737732,1.3395308256149292,14.589912280701755,0.025954407567319714,0.12866213178144503
18,7.0831514084400204,5.3618879318237305,0.5614035129547119,0.13157894736842105,1.0624065399169922,0.9727352261543274,14.646929824561404,0.035124897781797795,0.15271140615320417
19,7.064258099320639,5.2679901123046875,0.6008771657943726,0.1425438596491228,1.1372854709625244,1.06795072555542,14.793859649122806,0.00935461657687956,0.07668368301727699
0,8.249516726186672,5.962058067321777,0.5701754093170166,0.08991228070175439,0.27898919582366943,0.2780914604663849,24.234649122807017,0.40549750195025697,0.6145312159422036
1,7.615367615140321,5.589518070220947,0.6052631735801697,0.14692982456140352,0.8569672107696533,0.8415126204490662,20.460526315789473,0.059909400435796394,0.2063753909476528
2,7.3507255428919915,5.393442153930664,0.6074561476707458,0.14912280701754385,0.7865215539932251,0.7468305230140686,16.18859649122807,0.0305669283201691,0.14598020758047678
3,7.252975652504484,5.457424163818359,0.5197368264198303,0.11842105263157894,0.8800851106643677,0.7942144274711609,16.00219298245614,0.014672182730115982,0.0982604173836729
