lane1_score,lane2_score,lane3_score,lane4_score,lane5_score,lane6_score,lane1_rank,lane2_rank,lane3_rank,lane4_rank,lane5_rank,lane6_rank,race_key,trifecta_odds,scores,ranks,true_order_prob,true_order_rank
2.2112303,-0.19696172,-0.38505366,1.2495697,0.20699018,0.4817417,1,4,6,5,2,3,2025-02-10-03-若 松,27.4,"[2.2112302780151367, -0.19696171581745148, -0.3850536644458771, 1.2495696544647217, 0.20699018239974976, 0.48174169659614563]","[1, 4, 6, 5, 2, 3]",0.0028467724377356984,108
3.5935466,1.4325927,0.067440584,-0.85118675,1.6575778,0.52476656,1,3,6,5,2,4,2025-02-10-04-若 松,20.5,"[3.5935466289520264, 1.432592749595642, 0.06744058430194855, -0.8511867523193359, 1.6575777530670166, 0.5247665643692017]","[1, 3, 6, 5, 2, 4]",0.026509398249676252,7
3.0866938,1.0594155,1.2271814,0.36476022,-0.5648365,-0.2381384,5,3,2,1,4,6,2025-02-10-05-若 松,76.4,"[3.08669376373291, 1.0594154596328735, 1.2271814346313477, 0.36476022005081177, -0.5648365020751953, -0.23813839256763458]","[5, 3, 2, 1, 4, 6]",1.3956912612509693e-05,492
2.8731844,0.037882663,2.7230701,-1.0442766,2.1139543,1.4619284,3,6,1,5,2,4,2025-02-10-06-若 松,67.3,"[2.8731844425201416, 0.03788266330957413, 2.7230701446533203, -1.0442765951156616, 2.1139543056488037, 1.461928367614746]","[3, 6, 1, 5, 2, 4]",0.012282119034744684,22
2.4904337,0.0299804,1.4447178,-0.882009,0.9601644,1.5006275,1,4,3,5,2,6,2025-02-10-07-若 松,19.5,"[2.490433692932129, 0.029980400577187538, 1.4447177648544312, -0.8820090293884277, 0.9601644277572632, 1.5006275177001953]","[1, 4, 3, 5, 2, 6]",0.0006078015271027532,203
1.252963,1.9250978,-0.09295821,-0.30989116,1.5088369,1.2507236,1,3,6,5,2,4,2025-02-10-08-若 松,22.4,"[1.2529629468917847, 1.9250978231430054, -0.09295821189880371, -0.3098911643028259, 1.5088368654251099, 1.2507236003875732]","[1, 3, 6, 5, 2, 4]",0.008299234284189844,31
3.462967,0.98078245,-0.73146147,0.61276406,-0.35305244,1.1380236,1,2,4,3,6,5,2025-02-10-09-若 松,8.6,"[3.4629669189453125, 0.9807824492454529, -0.7314614653587341, 0.6127640604972839, -0.35305243730545044, 1.1380236148834229]","[1, 2, 4, 3, 6, 5]",0.006489448061714702,41
2.193294,2.3081481,1.2934326,-0.29127797,-0.143362,1.2961818,1,2,4,5,6,3,2025-02-10-10-若 松,6.3,"[2.193294048309326, 2.308148145675659, 1.293432593345642, -0.2912779748439789, -0.14336200058460236, 1.2961817979812622]","[1, 2, 4, 5, 6, 3]",0.022390303459473803,7
3.1533244,0.731818,0.64026916,-0.12221183,0.48003194,1.3825895,1,2,3,6,4,5,2025-02-10-11-若 松,8.1,"[3.1533243656158447, 0.7318180203437805, 0.6402691602706909, -0.12221182882785797, 0.48003193736076355, 1.3825894594192505]","[1, 2, 3, 6, 4, 5]",0.006336082518970634,44
2.2260995,0.16573745,2.9892907,1.3258879,0.2772958,0.67261046,1,4,2,6,3,5,2025-02-10-12-若 松,24.9,"[2.2260994911193848, 0.16573745012283325, 2.989290714263916, 1.32588791847229, 0.2772957980632782, 0.6726104617118835]","[1, 4, 2, 6, 3, 5]",0.0016459644153804047,133
0.52987486,1.5684527,-0.4883818,0.055500828,-0.6632396,-0.21835405,3,2,4,1,5,6,2025-02-11-01-若 松,154.0,"[0.529874861240387, 1.5684527158737183, -0.4883818030357361, 0.055500827729701996, -0.663239598274231, -0.21835404634475708]","[3, 2, 4, 1, 5, 6]",0.003679305896006477,82
2.3865724,-0.37508026,-0.05720375,-0.58926404,0.19093886,0.1462763,1,3,5,2,4,6,2025-02-11-02-若 松,32.4,"[2.3865723609924316, -0.37508025765419006, -0.0572037510573864, -0.5892640352249146, 0.19093886017799377, 0.1462762951850891]","[1, 3, 5, 2, 4, 6]",0.0024221101514951934,140
2.1022992,0.47885132,2.3511798,0.33378235,2.8276846,-0.19139782,1,5,3,4,2,6,2025-02-11-03-若 松,7.6,"[2.102299213409424, 0.478851318359375, 2.351179838180542, 0.3337823450565338, 2.8276846408843994, -0.19139781594276428]","[1, 5, 3, 4, 2, 6]",0.01981167211724461,9
1.1053056,-0.4235257,-0.017768731,0.7405766,-0.17974767,0.26197222,4,6,3,1,5,2,2025-02-11-04-若 松,119.4,"[1.105305552482605, -0.42352569103240967, -0.017768731340765953, 0.7405766248703003, -0.17974767088890076, 0.26197221875190735]","[4, 6, 3, 1, 5, 2]",0.003030498266867447,94
3.184102,0.668452,-0.13121597,-0.79107326,1.3643639,-0.337657,1,4,5,3,2,6,2025-02-11-05-若 松,43.3,"[3.1841020584106445, 0.6684520244598389, -0.13121597468852997, -0.7910732626914978, 1.3643639087677002, -0.33765700459480286]","[1, 4, 5, 3, 2, 6]",0.012850365453190573,22
2.1614144,1.9414418,-0.1720428,-0.90608394,0.3579611,0.5250036,1,3,5,4,2,6,2025-02-11-06-若 松,17.5,"[2.161414384841919, 1.9414417743682861, -0.17204280197620392, -0.9060839414596558, 0.35796108841896057, 0.5250036120414734]","[1, 3, 5, 4, 2, 6]",0.0017618005337339386,121
1.2639184,2.3362303,-0.6831113,0.49002707,-0.46275038,1.6156473,3,2,6,4,5,1,2025-02-11-07-若 松,115.8,"[1.263918399810791, 2.3362302780151367, -0.683111310005188, 0.4900270700454712, -0.4627503752708435, 1.615647315979004]","[3, 2, 6, 4, 5, 1]",0.026485276454100804,4
2.8281739,0.49451026,0.32450986,-0.66935384,0.29174274,1.0468135,1,5,2,6,3,4,2025-02-11-08-若 松,28.0,"[2.828173875808716, 0.4945102632045746, 0.324509859085083, -0.6693538427352905, 0.291742742061615, 1.0468134880065918]","[1, 5, 2, 6, 3, 4]",0.011275498486262825,17
2.1554945,1.908207,2.4001913,0.18716529,-0.7487553,0.31194285,2,1,3,5,4,6,2025-02-11-09-若 松,12.9,"[2.155494451522827, 1.9082070589065552, 2.400191307067871, 0.1871652901172638, -0.7487552762031555, 0.31194284558296204]","[2, 1, 3, 5, 4, 6]",0.004967765700451923,55
2.4833531,2.1253164,0.34981057,-0.94296896,1.5257852,2.2304187,1,4,2,6,3,5,2025-02-11-10-若 松,17.5,"[2.4833531379699707, 2.1253163814544678, 0.34981057047843933, -0.9429689645767212, 1.525785207748413, 2.2304186820983887]","[1, 4, 2, 6, 3, 5]",0.0017662353437507047,104
0.3752045,0.40371615,-1.347235,-2.649475,8.747188,-1.1099695,1,3,4,5,6,2,2025-02-11-11-若 松,30.8,"[0.37520450353622437, 0.40371614694595337, -1.3472349643707275, -2.64947509765625, 8.747187614440918, -1.1099694967269897]","[1, 3, 4, 5, 6, 2]",1.3355176967628296e-21,614
1.6903199,-0.8608251,0.15355669,-0.19882561,0.58709306,-0.07432408,1,4,3,5,2,6,2025-02-11-12-若 松,26.9,"[1.6903198957443237, -0.8608251214027405, 0.153556689620018, -0.19882561266422272, 0.5870930552482605, -0.07432407885789871]","[1, 4, 3, 5, 2, 6]",0.005739878444483306,39
1.8201747,0.8937098,0.36445922,0.84808344,1.4838011,0.20356378,1,3,6,4,2,5,2025-02-12-01-若 松,35.8,"[1.8201746940612793, 0.8937097787857056, 0.36445921659469604, 0.8480834364891052, 1.4838011264801025, 0.20356377959251404]","[1, 3, 6, 4, 2, 5]",0.008979988476839175,5
1.3705726,1.3317631,0.7569332,0.37605098,0.63798577,0.12476511,1,4,6,2,5,3,2025-02-12-02-若 松,133.0,"[1.370572566986084, 1.3317631483078003, 0.7569332122802734, 0.3760509788990021, 0.6379857659339905, 0.12476511299610138]","[1, 4, 6, 2, 5, 3]",0.0011104966428923408,313
2.4859235,1.1588628,2.9018912,1.3303906,2.1186042,0.3976257,2,5,3,6,1,4,2025-02-12-03-若 松,209.1,"[2.4859235286712646, 1.158862829208374, 2.9018912315368652, 1.3303905725479126, 2.1186041831970215, 0.39762571454048157]","[2, 5, 3, 6, 1, 4]",0.0030206469117073005,96
1.7598634,1.5705757,0.35205516,1.7946093,0.7458595,0.8881898,4,2,1,5,3,6,2025-02-12-04-若 松,345.5,"[1.7598633766174316, 1.5705757141113281, 0.352055162191391, 1.7946093082427979, 0.7458595037460327, 0.8881897926330566]","[4, 2, 1, 5, 3, 6]",0.0005343178108258576,412
1.7144787,2.36894,0.36204165,0.8957266,-0.11981798,-0.056767687,1,2,4,3,5,6,2025-02-12-05-若 松,6.6,"[1.7144787311553955, 2.3689401149749756, 0.3620416522026062, 0.8957266211509705, -0.11981797963380814, -0.05676768720149994]","[1, 2, 4, 3, 5, 6]",0.015021483055081218,9
2.665929,0.14018278,1.4177301,1.4931178,-0.04192865,1.7449467,2,5,3,1,6,4,2025-02-12-06-若 松,52.7,"[2.665929079055786, 0.14018277823925018, 1.4177300930023193, 1.4931178092956543, -0.041928648948669434, 1.7449467182159424]","[2, 5, 3, 1, 6, 4]",0.010850923879737025,20
2.9693458,3.2593882,0.3773208,-0.2781003,0.42430642,0.9233763,1,2,3,6,5,4,2025-02-12-07-若 松,9.0,"[2.969345808029175, 3.2593882083892822, 0.377320796251297, -0.27810031175613403, 0.4243064224720001, 0.9233763217926025]","[1, 2, 3, 6, 5, 4]",0.024757659188152703,8
1.931851,1.5304184,1.5676692,1.3483275,-0.15089853,0.54025674,2,1,3,4,5,6,2025-02-12-08-若 松,16.0,"[1.9318510293960571, 1.5304183959960938, 1.567669153213501, 1.3483275175094604, -0.1508985310792923, 0.5402567386627197]","[2, 1, 3, 4, 5, 6]",0.006609919967954342,33
3.0429664,1.4832706,1.2406265,0.9432935,1.319906,0.748147,1,5,3,6,2,4,2025-02-12-09-若 松,33.6,"[3.042966365814209, 1.4832706451416016, 1.2406264543533325, 0.9432935118675232, 1.3199059963226318, 0.7481470108032227]","[1, 5, 3, 6, 2, 4]",0.0052349488728969315,43
2.3122344,-0.05957704,2.7494407,0.5692382,0.11114702,0.4063974,1,4,2,3,5,6,2025-02-12-10-若 松,7.8,"[2.312234401702881, -0.05957704037427902, 2.7494406700134277, 0.5692381858825684, 0.11114701628684998, 0.40639740228652954]","[1, 4, 2, 3, 5, 6]",0.009077600656616698,31
2.6432106,2.2026327,2.366215,0.9536209,2.0839202,1.7244266,3,4,2,5,1,6,2025-02-12-11-若 松,237.3,"[2.6432106494903564, 2.2026326656341553, 2.3662149906158447, 0.9536209106445312, 2.0839202404022217, 1.7244266271591187]","[3, 4, 2, 5, 1, 6]",0.003039445344497438,97
3.2151291,2.5564685,1.939202,0.56617373,0.42754814,1.3880426,1,6,2,4,5,3,2025-02-12-12-若 松,20.6,"[3.2151291370391846, 2.5564684867858887, 1.9392019510269165, 0.5661737322807312, 0.4275481402873993, 1.3880425691604614]","[1, 6, 2, 4, 5, 3]",0.00028143080446769997,302
1.3662238,1.201798,1.5784413,1.9830462,0.81608146,1.9920145,6,4,3,2,5,1,2025-02-16-01-若 松,617.9,"[1.3662238121032715, 1.2017979621887207, 1.5784412622451782, 1.9830461740493774, 0.8160814642906189, 1.9920145273208618]","[6, 4, 3, 2, 5, 1]",0.0036764094429082004,48
2.4177127,0.018134583,0.6154149,1.0221404,-0.46239612,0.6822159,1,4,6,2,5,3,2025-02-16-02-若 松,50.0,"[2.417712688446045, 0.01813458278775215, 0.6154149174690247, 1.022140383720398, -0.46239611506462097, 0.6822159290313721]","[1, 4, 6, 2, 5, 3]",0.005177208377270353,53
3.2093897,1.9719799,0.3591345,1.0621798,1.8457471,1.462577,1,6,5,2,4,3,2025-02-16-03-若 松,261.5,"[3.2093896865844727, 1.9719798564910889, 0.3591344952583313, 1.0621798038482666, 1.8457471132278442, 1.462576985359192]","[1, 6, 5, 2, 4, 3]",0.0010867331126260904,201
0.2206803,2.1214979,0.49473166,1.1609497,0.7435627,0.9909524,5,1,3,2,6,4,2025-02-16-04-若 松,77.8,"[0.22068029642105103, 2.121497869491577, 0.4947316646575928, 1.16094970703125, 0.7435626983642578, 0.9909523725509644]","[5, 1, 3, 2, 6, 4]",0.00451133144171071,49
3.22205,2.6309953,-0.52995586,0.84607697,-0.42127088,-0.14177926,1,3,4,2,5,6,2025-02-16-05-若 松,8.5,"[3.2220499515533447, 2.630995273590088, -0.5299558639526367, 0.8460769653320312, -0.42127087712287903, -0.14177925884723663]","[1, 3, 4, 2, 5, 6]",0.007648218245811537,35
3.4842875,1.4063061,2.3361537,0.3101888,1.2224693,0.40706208,1,4,2,6,5,3,2025-02-16-06-若 松,7.5,"[3.4842875003814697, 1.4063061475753784, 2.336153745651245, 0.31018880009651184, 1.2224693298339844, 0.4070620834827423]","[1, 4, 2, 6, 5, 3]",0.014634951525167262,15
2.8784928,0.9099936,0.83878076,-0.83725756,0.6788027,2.3637507,2,1,6,5,4,3,2025-02-16-07-若 松,8.8,"[2.878492832183838, 0.909993588924408, 0.8387807607650757, -0.8372575640678406, 0.6788027286529541, 2.363750696182251]","[2, 1, 6, 5, 4, 3]",0.0017079263284436152,107
2.6340363,3.1911275,1.2437547,0.45031315,0.37303638,-0.0006670883,1,3,5,2,6,4,2025-02-16-08-若 松,17.2,"[2.6340363025665283, 3.1911275386810303, 1.2437547445297241, 0.45031315088272095, 0.37303638458251953, -0.0006670883158221841]","[1, 3, 5, 2, 6, 4]",0.001437648073138713,129
2.4457784,1.5647562,1.6450299,-0.03425341,0.63523644,1.182448,1,4,3,6,5,2,2025-02-16-09-若 松,106.6,"[2.4457783699035645, 1.564756155014038, 1.645029902458191, -0.03425341099500656, 0.6352364420890808, 1.1824480295181274]","[1, 4, 3, 6, 5, 2]",0.01419454391086155,6
2.07232,-0.1686399,0.037017576,-0.7694658,0.15332937,0.029463582,1,5,2,6,3,4,2025-02-16-10-若 松,53.1,"[2.072319984436035, -0.1686398983001709, 0.0370175763964653, -0.7694658041000366, 0.15332937240600586, 0.02946358174085617]","[1, 5, 2, 6, 3, 4]",0.01376126377730805,3
2.2313986,2.475991,0.62789434,0.250792,3.2353768,1.5352647,2,6,5,4,1,3,2025-02-16-11-若 松,98.7,"[2.231398582458496, 2.4759910106658936, 0.6278943419456482, 0.250791996717453, 3.2353768348693848, 1.5352647304534912]","[2, 6, 5, 4, 1, 3]",0.0004106412732436747,248
3.8388877,2.8904567,2.5569675,0.9449554,0.66976315,2.096011,1,2,3,5,6,4,2025-02-16-12-若 松,6.8,"[3.8388876914978027, 2.8904566764831543, 2.5569674968719482, 0.9449554085731506, 0.6697631478309631, 2.09601092338562]","[1, 2, 3, 5, 6, 4]",0.03930939146192525,1
0.3568584,0.02157718,0.4460959,1.7970144,-0.5247616,-0.029481048,2,4,3,1,6,5,2025-02-17-01-若 松,42.8,"[0.35685840249061584, 0.021577179431915283, 0.44609591364860535, 1.7970143556594849, -0.5247616171836853, -0.02948104776442051]","[2, 4, 3, 1, 6, 5]",0.012324921861947669,3
1.6163548,0.8343611,2.0819972,0.37482148,0.23775384,-0.08022768,2,4,3,1,5,6,2025-02-17-02-若 松,22.1,"[1.6163548231124878, 0.8343610763549805, 2.0819971561431885, 0.3748214840888977, 0.23775383830070496, -0.08022768050432205]","[2, 4, 3, 1, 5, 6]",0.004174527151993079,68
0.28253677,-0.7186859,0.28872848,3.3864117,1.0272985,-0.10647429,3,4,2,1,5,6,2025-02-17-03-若 松,20.7,"[0.2825367748737335, -0.7186859250068665, 0.2887284755706787, 3.386411666870117, 1.0272984504699707, -0.10647428780794144]","[3, 4, 2, 1, 5, 6]",0.0033669266202700334,81
1.1978142,1.1366248,1.0055748,-0.98970425,0.5023397,3.0498374,4,6,1,5,3,2,2025-02-17-04-若 松,20.6,"[1.1978142261505127, 1.136624813079834, 1.0055748224258423, -0.9897042512893677, 0.5023397207260132, 3.049837350845337]","[4, 6, 1, 5, 3, 2]",0.0006132875540977975,204
2.6460764,1.495006,-0.29646972,1.7157426,0.77919215,-0.14548059,1,4,5,3,2,6,2025-02-17-05-若 松,29.7,"[2.6460764408111572, 1.4950059652328491, -0.29646971821784973, 1.715742588043213, 0.7791921496391296, -0.14548058807849884]","[1, 4, 5, 3, 2, 6]",0.012959312379516233,19
2.2313566,-0.27549034,-0.9715173,1.8309165,0.20433918,-0.17434843,1,3,5,2,4,6,2025-02-17-06-若 松,8.6,"[2.231356620788574, -0.27549034357070923, -0.9715173244476318, 1.8309165239334106, 0.2043391764163971, -0.17434842884540558]","[1, 3, 5, 2, 4, 6]",0.012111241730627565,20
3.3476439,1.7985369,-0.43619704,-0.9023496,3.130286,1.584427,1,5,2,6,4,3,2025-02-17-07-若 松,78.7,"[3.3476438522338867, 1.7985368967056274, -0.43619704246520996, -0.902349591255188, 3.1302859783172607, 1.584426999092102]","[1, 5, 2, 6, 4, 3]",0.0008688246597188834,101
1.9840088,1.691175,-0.40297064,-1.4744164,-0.11211512,-0.58252186,1,2,3,4,5,6,2025-02-17-08-若 松,2.4,"[1.9840087890625, 1.6911749839782715, -0.40297064185142517, -1.4744163751602173, -0.11211512237787247, -0.5825218558311462]","[1, 2, 3, 4, 5, 6]",0.008037731956220158,30
1.9293948,0.76671416,-0.84800726,0.18674359,-0.7779164,0.56079507,1,5,2,3,6,4,2025-02-17-09-若 松,56.0,"[1.9293948411941528, 0.7667141556739807, -0.8480072617530823, 0.1867435872554779, -0.7779163718223572, 0.5607950687408447]","[1, 5, 2, 3, 6, 4]",0.0027326459431891944,101
1.6465985,0.81976175,1.1945686,0.9027296,1.0940496,0.28718635,1,5,2,6,3,4,2025-02-17-10-若 松,42.3,"[1.6465984582901, 0.8197617530822754, 1.1945686340332031, 0.9027295708656311, 1.0940495729446411, 0.2871863543987274]","[1, 5, 2, 6, 3, 4]",0.002742868855185324,96
2.9494193,0.12032045,0.79926497,-0.13718775,-2.3878245,1.1318219,1,3,4,2,6,5,2025-02-17-11-若 松,19.7,"[2.9494192600250244, 0.12032044678926468, 0.7992649674415588, -0.13718774914741516, -2.387824535369873, 1.131821870803833]","[1, 3, 4, 2, 6, 5]",0.0058173374994831585,39
3.291431,1.0611075,1.7639512,1.3403184,2.983285,0.66480094,1,6,3,5,2,4,2025-02-17-12-若 松,32.3,"[3.291430950164795, 1.0611075162887573, 1.7639511823654175, 1.3403184413909912, 2.9832849502563477, 0.6648009419441223]","[1, 6, 3, 5, 2, 4]",0.01306834831406878,14
1.9876074,-0.63967204,0.8342778,-0.7997611,0.59295136,-0.15040141,3,4,2,6,1,5,2025-02-18-01-若 松,105.7,"[1.9876073598861694, -0.639672040939331, 0.8342778086662292, -0.7997611165046692, 0.5929513573646545, -0.15040141344070435]","[3, 4, 2, 6, 1, 5]",0.0041429458588084,71
-0.25128615,0.05387701,1.588317,-0.6971899,0.7014225,2.5335746,1,5,4,6,3,2,2025-02-18-02-若 松,50.6,"[-0.2512861490249634, 0.05387701094150543, 1.5883170366287231, -0.6971899271011353, 0.7014225125312805, 2.5335745811462402]","[1, 5, 4, 6, 3, 2]",0.002616862890782232,96
0.42057145,2.3047314,0.20396031,2.355831,0.9508288,-0.17297967,5,1,4,2,3,6,2025-02-18-03-若 松,111.0,"[0.4205714464187622, 2.3047313690185547, 0.20396031439304352, 2.3558309078216553, 0.9508287906646729, -0.1729796677827835]","[5, 1, 4, 2, 3, 6]",0.021775736744189592,4
0.9444472,0.6232856,0.4012516,1.0924616,1.0790448,-0.38623583,2,4,6,1,3,5,2025-02-18-04-若 松,52.6,"[0.9444472193717957, 0.6232855916023254, 0.4012516140937805, 1.0924615859985352, 1.0790448188781738, -0.3862358331680298]","[2, 4, 6, 1, 3, 5]",0.003898152063714236,60
3.0089273,0.5786562,0.34989226,0.8180034,0.4834463,0.92985594,1,2,4,3,5,6,2025-02-18-05-若 松,3.9,"[3.008927345275879, 0.5786561965942383, 0.349892258644104, 0.8180034160614014, 0.48344630002975464, 0.9298559427261353]","[1, 2, 4, 3, 5, 6]",0.003606699442652052,97
2.5773237,1.5441843,-0.10140854,0.3126529,2.0689933,0.25917238,1,2,5,6,3,4,2025-02-18-06-若 松,9.2,"[2.5773236751556396, 1.5441843271255493, -0.10140854120254517, 0.3126528859138489, 2.068993330001831, 0.25917237997055054]","[1, 2, 5, 6, 3, 4]",0.012960567177308646,17
1.5669042,0.81094456,-0.19788432,0.04027426,-0.40725636,1.4888649,1,3,6,4,5,2,2025-02-18-07-若 松,15.0,"[1.5669041872024536, 0.8109445571899414, -0.19788432121276855, 0.04027425870299339, -0.4072563648223877, 1.4888648986816406]","[1, 3, 6, 4, 5, 2]",0.01431415478752051,5
3.6792896,1.0433308,-0.9579039,0.047471747,0.73172534,-0.20727526,1,2,4,3,6,5,2025-02-18-08-若 松,10.6,"[3.6792895793914795, 1.0433307886123657, -0.9579039216041565, 0.04747174680233002, 0.7317253351211548, -0.20727525651454926]","[1, 2, 4, 3, 6, 5]",0.002680742146439606,77
2.4439738,0.83697504,0.50787693,1.0713546,-0.51930296,0.119168736,1,3,4,2,6,5,2025-02-18-09-若 松,6.0,"[2.4439737796783447, 0.8369750380516052, 0.5078769326210022, 1.071354627609253, -0.5193029642105103, 0.1191687360405922]","[1, 3, 4, 2, 6, 5]",0.025292428817972404,1
1.9010712,2.9715118,1.1780059,-1.1682862,0.008139274,0.8216763,2,3,1,6,4,5,2025-02-18-10-若 松,13.5,"[1.9010711908340454, 2.9715118408203125, 1.1780059337615967, -1.1682862043380737, 0.008139274083077908, 0.8216763138771057]","[2, 3, 1, 6, 4, 5]",0.004598914568370445,50
1.7346,-0.033577684,1.1301728,0.5062287,-0.07693522,-0.60550416,1,4,2,3,6,5,2025-02-18-11-若 松,5.3,"[1.7345999479293823, -0.03357768431305885, 1.130172848701477, 0.5062286853790283, -0.07693521678447723, -0.6055041551589966]","[1, 4, 2, 3, 6, 5]",0.011289803687980902,9
2.2692716,0.81608117,1.5473621,1.5654318,0.6020452,0.9025287,2,6,1,3,4,5,2025-02-18-12-若 松,9.2,"[2.2692716121673584, 0.816081166267395, 1.5473620891571045, 1.565431833267212, 0.6020451784133911, 0.902528703212738]","[2, 6, 1, 3, 4, 5]",0.005160331148316366,37
2.2176712,0.7424605,1.5128623,-0.21071069,0.1031571,-0.23277375,2,1,3,4,6,5,2025-02-19-01-若 松,14.7,"[2.2176711559295654, 0.7424604892730713, 1.5128623247146606, -0.21071068942546844, 0.10315710306167603, -0.23277375102043152]","[2, 1, 3, 4, 6, 5]",0.004938915016707352,63
1.1854963,-0.68007404,-0.40536034,-0.13844757,-0.040324163,0.047518633,5,6,3,4,1,2,2025-02-19-02-若 松,1282.1,"[1.1854963302612305, -0.6800740361213684, -0.4053603410720825, -0.138447567820549, -0.04032416269183159, 0.04751863330602646]","[5, 6, 3, 4, 1, 2]",0.0004393186067523228,444
2.4540918,1.439798,2.0459006,-0.9805126,3.3399823,-0.22358738,2,3,4,5,1,6,2025-02-19-03-若 松,115.6,"[2.454091787338257, 1.4397979974746704, 2.045900583267212, -0.9805126190185547, 3.339982271194458, -0.22358737885951996]","[2, 3, 4, 5, 1, 6]",0.022291618135967226,11
3.2328866,2.0014167,-0.23476014,1.0062892,0.3589653,-0.5209283,1,4,5,2,3,6,2025-02-19-04-若 松,124.2,"[3.232886552810669, 2.0014166831970215, -0.2347601354122162, 1.0062892436981201, 0.35896530747413635, -0.5209283232688904]","[1, 4, 5, 2, 3, 6]",0.009424802584916925,28
3.0341375,1.9486367,1.977476,0.8213111,0.46166527,-0.0121364,1,2,3,5,4,6,2025-02-19-05-若 松,7.0,"[3.034137487411499, 1.9486366510391235, 1.9774760007858276, 0.8213111162185669, 0.4616652727127075, -0.012136399745941162]","[1, 2, 3, 5, 4, 6]",0.02616150046425928,4
3.226663,-0.9170825,0.3347633,0.91921246,0.84844315,-0.30924332,1,5,2,3,4,6,2025-02-19-06-若 松,13.5,"[3.226663112640381, -0.9170824885368347, 0.3347632884979248, 0.9192124605178833, 0.8484431505203247, -0.3092433214187622]","[1, 5, 2, 3, 4, 6]",0.014597602860377912,15
1.4210074,-0.5449448,-1.1728953,0.99475557,0.21959673,0.4810628,1,6,5,2,4,3,2025-02-19-07-若 松,6.3,"[1.4210073947906494, -0.5449448227882385, -1.1728953123092651, 0.9947555661201477, 0.219596728682518, 0.48106279969215393]","[1, 6, 5, 2, 4, 3]",0.014322713105325919,9
1.723918,0.28178394,0.18555827,-1.5080353,-0.32691303,1.354726,1,6,5,4,2,3,2025-02-19-08-若 松,77.5,"[1.7239179611206055, 0.28178393840789795, 0.1855582743883133, -1.5080353021621704, -0.3269130289554596, 1.354725956916809]","[1, 6, 5, 4, 2, 3]",0.0009515401970756642,180
2.0920668,0.21501078,0.84957623,-0.30063897,0.39733675,0.21298224,1,5,2,3,4,6,2025-02-19-09-若 松,9.5,"[2.092066764831543, 0.21501077711582184, 0.8495762348175049, -0.30063897371292114, 0.3973367512226105, 0.21298223733901978]","[1, 5, 2, 3, 4, 6]",0.005247777947956874,47
3.5231426,1.796971,0.20152631,0.6461436,0.59903646,-0.40486497,1,4,2,3,6,5,2025-02-19-10-若 松,6.4,"[3.5231425762176514, 1.7969709634780884, 0.20152631402015686, 0.6461436152458191, 0.599036455154419, -0.40486496686935425]","[1, 4, 2, 3, 6, 5]",0.0027150729279871565,94
2.8651242,1.1333305,-0.6206722,0.7684199,0.1462857,0.17765032,1,2,3,6,4,5,2025-02-19-11-若 松,6.3,"[2.865124225616455, 1.1333304643630981, -0.6206722259521484, 0.7684199213981628, 0.14628569781780243, 0.1776503175497055]","[1, 2, 3, 6, 4, 5]",0.0025368912935224163,101
1.8323089,0.74433035,-0.67377245,0.050605796,0.07050544,-0.6262387,1,2,4,6,3,5,2025-02-19-12-若 松,28.6,"[1.8323088884353638, 0.7443303465843201, -0.6737724542617798, 0.05060579627752304, 0.07050544023513794, -0.6262387037277222]","[1, 2, 4, 6, 3, 5]",0.00600436653209601,42
0.8468479,1.7303485,0.5956545,-0.87577593,0.7384456,2.0531003,6,3,1,5,2,4,2025-02-20-01-若 松,282.5,"[0.8468478918075562, 1.7303484678268433, 0.5956544876098633, -0.875775933265686, 0.7384455800056458, 2.053100347518921]","[6, 3, 1, 5, 2, 4]",0.00040384314825530525,305
-0.27122197,0.8395686,1.465392,-0.9086198,1.084855,0.0037587567,6,1,3,4,2,5,2025-02-20-02-若 松,216.5,"[-0.27122196555137634, 0.8395686149597168, 1.465391993522644, -0.9086198210716248, 1.0848549604415894, 0.0037587566766887903]","[6, 1, 3, 4, 2, 5]",0.0043287557765306775,66
1.6237314,1.5944438,0.07933155,0.31747362,0.68585604,-0.2244255,1,3,2,4,5,6,2025-02-20-03-若 松,14.8,"[1.6237313747406006, 1.5944437980651855, 0.07933154702186584, 0.3174736201763153, 0.68585604429245, -0.22442549467086792]","[1, 3, 2, 4, 5, 6]",0.0045272904183291185,60
2.462261,2.2366035,-0.21285869,-0.77790076,3.3305397,0.31548515,6,2,3,5,1,4,2025-02-20-04-若 松,22.2,"[2.4622609615325928, 2.2366034984588623, -0.21285869181156158, -0.777900755405426, 3.3305397033691406, 0.3154851496219635]","[6, 2, 3, 5, 1, 4]",4.571251437654685e-05,292
1.7143356,1.2054285,0.04119082,0.99638146,-0.47086608,-0.28586626,1,2,4,3,6,5,2025-02-20-05-若 松,3.7,"[1.714335560798645, 1.2054284811019897, 0.041190821677446365, 0.9963814616203308, -0.4708660840988159, -0.28586626052856445]","[1, 2, 4, 3, 6, 5]",0.019427698614378035,1
2.6533103,2.150461,-0.455116,-0.89883965,-0.034203555,1.4484696,2,1,4,5,6,3,2025-02-20-06-若 松,22.2,"[2.6533102989196777, 2.150460958480835, -0.45511600375175476, -0.8988396525382996, -0.034203555434942245, 1.448469638824463]","[2, 1, 4, 5, 6, 3]",0.013051822685631119,22
