race_key,first_lane,second_lane,third_lane,trifecta_odds,pred1,pred2,pred3,conf,p_model_raw,hit,returns,act1,act2,act3
2025-03-20-02-若 松,4,6,5,48.0,2,1,4,0.34065658,0.0012298357905820012,True,48.0,4,6,5
2025-03-20-03-若 松,6,3,1,101.7,1,3,2,1.3115906,0.008740966208279133,True,101.7,6,3,1
2025-03-20-04-若 松,3,5,1,133.1,1,2,3,1.315106,0.006651199888437986,True,133.1,3,5,1
2025-03-20-05-若 松,1,3,2,10.1,1,2,3,1.1235762,0.012930348515510559,True,10.1,1,3,2
2025-03-20-06-若 松,5,6,1,292.7,2,1,3,0.6675902,0.0006113461568020284,True,292.7,5,6,1
2025-03-20-07-若 松,3,2,6,1224.1,1,2,5,1.0564827,0.0015519991284236312,True,1224.1,3,2,6
2025-03-20-08-若 松,1,2,3,5.7,1,3,2,0.7377703,0.014483903534710407,True,5.7,1,2,3
2025-03-20-09-若 松,1,6,3,52.1,1,2,3,0.30644912,0.008056055754423141,True,52.1,1,6,3
2025-03-20-10-若 松,2,5,6,129.5,1,2,4,0.68162966,0.0006515812710858881,True,129.5,2,5,6
2025-03-20-11-若 松,2,1,4,23.5,1,6,2,0.38704115,0.004363932181149721,True,23.5,2,1,4
2025-03-20-12-若 松,1,3,2,5.8,1,3,5,1.0986736,0.005828355439007282,True,5.8,1,3,2
2025-03-21-01-若 松,2,3,5,28.8,4,3,1,1.5565937,0.0002934033109340817,True,28.8,2,3,5
2025-03-21-02-若 松,1,4,6,26.8,3,1,6,0.40692902,0.0043333168141543865,True,26.8,1,4,6
2025-03-21-03-若 松,1,6,2,49.3,6,1,2,0.06926346,0.015747569501399994,True,49.3,1,6,2
2025-03-21-04-若 松,1,2,4,10.6,2,1,4,0.7227243,0.011780747212469578,True,10.6,1,2,4
2025-03-21-05-若 松,1,2,3,7.7,1,2,3,0.39750814,0.013897432014346123,True,7.7,1,2,3
2025-03-21-06-若 松,3,4,2,13.3,3,2,1,0.08716488,0.013902472332119942,True,13.3,3,4,2
2025-03-21-07-若 松,1,6,4,22.0,1,4,6,1.0314248,0.016930921003222466,True,22.0,1,6,4
2025-03-21-08-若 松,1,2,3,6.0,3,1,2,0.09112775,0.01627723127603531,True,6.0,1,2,3
2025-03-21-09-若 松,1,2,3,3.9,2,1,3,0.16676372,0.017863601446151733,True,3.9,1,2,3
2025-03-21-10-若 松,1,5,3,41.7,1,2,3,1.3879639,0.0038898203056305647,True,41.7,1,5,3
2025-03-21-11-若 松,3,4,2,383.4,1,3,4,0.74360037,0.0028625763952732086,True,383.4,3,4,2
2025-03-21-12-若 松,1,3,2,9.3,1,2,3,1.1369287,0.011525494046509266,True,9.3,1,3,2
2025-03-25-01-若 松,1,2,3,12.6,1,3,2,0.32519585,0.01280023343861103,True,12.6,1,2,3
2025-03-25-02-若 松,1,3,6,15.8,1,3,6,0.65854645,0.015153159387409687,True,15.8,1,3,6
2025-03-25-03-若 松,1,4,6,16.4,1,2,4,0.56985694,0.004466709215193987,True,16.4,1,4,6
2025-03-25-04-若 松,5,3,6,581.1,1,4,3,0.55126977,0.0015771471662446856,True,581.1,5,3,6
2025-03-25-05-若 松,1,2,3,7.8,1,3,2,1.243865,0.012247552163898945,True,7.8,1,2,3
2025-03-25-06-若 松,1,2,5,8.9,1,2,3,0.8511787,0.009164766408503056,True,8.9,1,2,5
2025-03-25-07-若 松,1,3,4,9.6,1,4,3,0.33716953,0.01846439018845558,True,9.6,1,3,4
2025-03-25-08-若 松,3,1,4,37.0,1,3,2,0.6268698,0.008816896937787533,True,37.0,3,1,4
2025-03-25-09-若 松,1,5,4,41.9,4,1,3,0.0075888634,0.010373571887612343,True,41.9,1,5,4
2025-03-25-10-若 松,4,2,5,151.6,6,4,3,0.5251462,0.0021796231158077717,True,151.6,4,2,5
2025-03-25-11-若 松,1,3,4,23.2,2,3,1,0.34000337,0.0034337870310992002,True,23.2,1,3,4
2025-03-25-12-若 松,3,5,1,143.7,1,3,5,0.18883331,0.013881201855838299,True,143.7,3,5,1
2025-03-26-01-若 松,1,4,3,14.0,4,1,3,0.32894272,0.016595853492617607,True,14.0,1,4,3
2025-03-26-02-若 松,1,3,6,18.7,1,3,2,0.9439887,0.0050898352637887,True,18.7,1,3,6
2025-03-26-03-若 松,1,4,2,15.6,1,2,4,1.2813021,0.013118629343807697,True,15.6,1,4,2
2025-03-26-04-若 松,4,5,1,95.0,4,1,3,1.5310152,0.003677675034850836,True,95.0,4,5,1
2025-03-26-05-若 松,3,1,5,13.9,1,3,5,0.24009502,0.014823145233094692,True,13.9,3,1,5
2025-03-26-06-若 松,1,3,5,11.4,1,2,3,0.44903314,0.006971783936023712,True,11.4,1,3,5
2025-03-26-07-若 松,3,5,1,267.0,1,3,5,0.1393032,0.015644127503037453,True,267.0,3,5,1
2025-03-26-08-若 松,1,2,3,7.5,1,2,5,0.2574001,0.01369883120059967,True,7.5,1,2,3
2025-03-26-09-若 松,1,2,5,12.2,1,2,5,1.4908737,0.009364069439470768,True,12.2,1,2,5
2025-03-26-10-若 松,1,2,4,25.9,1,2,3,1.3798091,0.0026889785658568144,True,25.9,1,2,4
2025-03-26-11-若 松,1,4,6,29.8,1,2,4,1.1468863,0.0014782684156671166,True,29.8,1,4,6
2025-03-26-12-若 松,6,1,2,935.1,1,6,5,0.02741909,0.012194436974823475,True,935.1,6,1,2
2025-03-27-01-若 松,3,6,1,298.5,1,3,4,0.030947864,0.012938259169459343,True,298.5,3,6,1
2025-03-27-02-若 松,1,2,3,13.9,1,3,5,0.62305886,0.011344069615006447,True,13.9,1,2,3
2025-03-27-03-若 松,1,3,4,7.8,4,1,3,0.5879848,0.01799014024436474,True,7.8,1,3,4
2025-03-27-04-若 松,1,3,5,6.5,1,3,4,0.5036105,0.0024513709358870983,True,6.5,1,3,5
2025-03-27-05-若 松,4,6,5,18.2,4,3,6,0.5302384,0.004047894384711981,True,18.2,4,6,5
2025-03-27-06-若 松,1,2,3,9.1,1,2,3,0.5153513,0.018144706264138222,True,9.1,1,2,3
2025-03-27-07-若 松,1,2,4,16.5,3,1,2,0.8168483,0.003769107162952423,True,16.5,1,2,4
2025-03-27-08-若 松,1,6,5,42.4,1,5,4,0.44038904,0.00641498900949955,True,42.4,1,6,5
2025-03-27-09-若 松,1,4,3,32.8,1,4,3,0.17456737,0.01582917384803295,True,32.8,1,4,3
2025-03-27-10-若 松,1,2,4,4.8,1,2,4,0.44124752,0.01913449913263321,True,4.8,1,2,4
2025-03-27-11-若 松,1,6,3,77.8,1,4,2,1.5154135,0.002747992752119899,True,77.8,1,6,3
2025-03-27-12-若 松,1,3,2,16.2,1,3,4,0.11689305,0.0019174441695213318,True,16.2,1,3,2
2025-03-28-01-若 松,1,2,3,7.3,1,2,6,0.9023653,0.007073881570249796,True,7.3,1,2,3
2025-03-28-02-若 松,2,1,3,26.9,1,3,2,1.0208788,0.011911255307495594,True,26.9,2,1,3
2025-03-28-03-若 松,3,1,6,70.8,1,3,2,0.49369472,0.009866311214864254,True,70.8,3,1,6
2025-03-28-04-若 松,1,6,3,96.7,1,2,6,1.5158715,0.005893155466765165,True,96.7,1,6,3
2025-03-28-05-若 松,1,3,2,28.9,4,2,1,1.1284325,0.0009806468151509762,True,28.9,1,3,2
2025-03-28-06-若 松,4,3,2,123.2,4,3,1,0.8314778,0.011724459007382393,True,123.2,4,3,2
2025-03-28-07-若 松,2,1,5,46.6,1,2,3,0.8368225,0.007946660742163658,True,46.6,2,1,5
2025-03-28-08-若 松,1,3,5,29.3,1,3,4,0.37104595,0.007323096506297588,True,29.3,1,3,5
2025-03-28-09-若 松,1,3,2,12.7,1,3,2,0.8254087,0.011710000224411488,True,12.7,1,3,2
2025-03-28-10-若 松,1,3,5,15.5,1,3,2,1.0166093,0.004546500742435455,True,15.5,1,3,5
2025-03-28-11-若 松,1,3,2,9.8,1,3,4,1.1551015,0.00793516356498003,True,9.8,1,3,2
2025-03-28-12-若 松,1,3,5,14.5,3,1,2,0.15884364,0.009276790544390678,True,14.5,1,3,5
2025-03-29-01-若 松,4,5,2,103.9,3,1,4,0.51081973,0.000258538726484403,True,103.9,4,5,2
2025-03-29-02-若 松,1,2,3,9.1,1,3,2,0.57925713,0.017198825255036354,True,9.1,1,2,3
2025-03-29-03-若 松,1,2,4,7.6,1,2,3,0.64033043,0.007052495144307613,True,7.6,1,2,4
2025-03-29-04-若 松,4,6,3,474.3,1,5,2,1.1932478,0.0004208895261399448,True,474.3,4,6,3
2025-03-29-05-若 松,2,5,4,267.2,1,2,5,1.0815609,0.0012869316851720214,True,267.2,2,5,4
2025-03-29-06-若 松,2,1,3,52.7,1,2,3,0.49998355,0.011157190427184105,True,52.7,2,1,3
2025-03-29-07-若 松,1,3,6,35.9,1,2,5,1.0295602,0.003642762079834938,True,35.9,1,3,6
2025-03-29-08-若 松,1,4,2,8.9,1,4,2,0.08802307,0.018849143758416176,True,8.9,1,4,2
2025-03-29-09-若 松,2,3,1,144.4,1,3,2,0.6335933,0.015162556432187557,True,144.4,2,3,1
2025-03-29-10-若 松,1,2,3,7.5,1,4,3,0.5305832,0.006010723765939474,True,7.5,1,2,3
2025-03-29-11-若 松,1,4,2,17.6,1,3,2,0.8753369,0.004424776881933212,True,17.6,1,4,2
2025-03-29-12-若 松,5,6,4,777.6,1,2,4,0.82423323,0.0008600407163612545,True,777.6,5,6,4
2025-03-30-01-若 松,1,4,3,28.3,1,2,3,0.9069522,0.002925942651927471,True,28.3,1,4,3
2025-03-30-02-若 松,6,5,4,324.7,5,1,6,0.9884453,0.0025957743637263775,True,324.7,6,5,4
2025-03-30-03-若 松,2,4,3,276.4,1,2,4,1.0319457,0.00082502601435408,True,276.4,2,4,3
2025-03-30-04-若 松,1,5,2,16.8,1,2,5,0.93526185,0.014154708944261074,True,16.8,1,5,2
2025-03-30-05-若 松,3,1,2,53.0,1,3,4,0.17136097,0.005122501868754625,True,53.0,3,1,2
2025-03-30-06-若 松,1,4,2,14.1,1,2,3,0.5618935,0.009606693871319294,True,14.1,1,4,2
2025-03-30-07-若 松,2,1,5,50.8,1,2,5,0.35587728,0.02244517393410206,True,50.8,2,1,5
2025-03-30-08-若 松,1,5,3,29.0,1,4,3,0.7533528,0.005269569344818592,True,29.0,1,5,3
2025-03-30-09-若 松,3,1,6,93.7,3,1,2,0.6367825,0.005378230009227991,True,93.7,3,1,6
2025-03-30-10-若 松,1,4,2,15.4,1,4,2,0.3464551,0.018824463710188866,True,15.4,1,4,2
2025-03-30-11-若 松,1,4,3,16.8,1,4,3,1.091183,0.01456734910607338,True,16.8,1,4,3
2025-03-30-12-若 松,1,4,2,16.8,1,3,4,0.76892686,0.005611819680780172,True,16.8,1,4,2
2025-04-03-01-若 松,3,1,2,34.8,3,1,2,0.004915476,0.017419161275029182,True,34.8,3,1,2
2025-04-03-02-若 松,1,2,6,14.2,1,4,3,1.564874,0.0022673665080219507,True,14.2,1,2,6
2025-04-03-03-若 松,5,1,3,15.9,5,1,3,0.6055129,0.011727629229426384,True,15.9,5,1,3
2025-04-03-04-若 松,6,2,3,59.7,1,6,3,0.28652382,0.009460506029427052,True,59.7,6,2,3
2025-04-03-05-若 松,1,3,5,47.6,1,2,3,1.2635939,0.0056565916165709496,True,47.6,1,3,5
2025-04-03-06-若 松,3,1,4,69.7,1,3,4,0.015464425,0.019335325807332993,True,69.7,3,1,4
2025-04-03-07-若 松,2,3,6,41.9,1,2,4,1.4095241,0.0003667678392957896,True,41.9,2,3,6
2025-04-03-08-若 松,3,1,4,95.9,1,3,2,1.2297006,0.004005502909421921,True,95.9,3,1,4
2025-04-03-09-若 松,6,3,1,73.1,1,2,6,0.5072685,0.006345568224787712,True,73.1,6,3,1
2025-04-03-10-若 松,1,2,5,22.6,1,3,2,1.163267,0.0051003932021558285,True,22.6,1,2,5
2025-04-03-11-若 松,4,3,5,149.2,4,6,1,1.6440957,0.0010205875150859356,True,149.2,4,3,5
2025-04-03-12-若 松,1,2,3,8.0,1,4,3,0.8360325,0.009183389134705067,True,8.0,1,2,3
2025-04-04-01-若 松,1,4,2,15.6,1,3,5,1.2612091,0.003064937423914671,True,15.6,1,4,2
2025-04-04-02-若 松,1,2,6,16.7,1,6,2,1.7673914,0.007119379006326199,True,16.7,1,2,6
2025-04-04-03-若 松,1,4,3,32.7,1,5,3,1.4575843,0.0049486118368804455,True,32.7,1,4,3
2025-04-04-04-若 松,1,3,4,15.4,1,3,2,1.7155688,0.005704786162823439,True,15.4,1,3,4
2025-04-04-05-若 松,4,5,3,140.4,1,4,2,1.0751059,0.0004622423439286649,True,140.4,4,5,3
2025-04-04-06-若 松,2,4,6,161.7,1,3,2,0.5478116,0.0014283964410424232,True,161.7,2,4,6
2025-04-04-07-若 松,1,6,3,16.3,1,3,6,1.050168,0.012034792453050613,True,16.3,1,6,3
2025-04-04-08-若 松,4,1,3,295.2,5,1,2,0.34314597,0.001444577006623149,True,295.2,4,1,3
2025-04-04-09-若 松,3,1,2,53.0,1,3,2,0.036957264,0.011341067962348461,True,53.0,3,1,2
2025-04-04-10-若 松,1,4,2,8.0,1,4,2,2.034861,0.004648779518902302,True,8.0,1,4,2
2025-04-04-11-若 松,1,2,3,10.6,1,2,3,0.8422133,0.015681667253375053,True,10.6,1,2,3
2025-04-04-12-若 松,2,3,1,220.9,1,5,3,1.6374239,0.005585003644227982,True,220.9,2,3,1
2025-04-05-01-若 松,1,4,6,19.8,1,2,4,1.143635,0.005217774771153927,True,19.8,1,4,6
2025-04-05-02-若 松,2,3,1,216.0,2,1,6,0.30862373,0.011063282378017902,True,216.0,2,3,1
2025-04-05-03-若 松,3,2,1,115.4,3,2,6,1.6845217,0.004741049837321043,True,115.4,3,2,1
2025-04-05-04-若 松,2,6,1,72.6,4,3,2,0.5135069,0.0015145716024562716,True,72.6,2,6,1
2025-04-05-05-若 松,1,2,4,4.9,1,3,2,0.73046136,0.004995248280465603,True,4.9,1,2,4
2025-04-05-06-若 松,1,2,6,11.2,1,2,6,0.4291193,0.015517812222242355,True,11.2,1,2,6
2025-04-05-07-若 松,4,5,6,29.8,4,1,3,0.39545566,0.0008272075792774558,True,29.8,4,5,6
2025-04-05-08-若 松,5,1,2,73.4,5,1,2,0.022982717,0.014401152729988098,True,73.4,5,1,2
2025-04-05-09-若 松,2,1,3,20.1,3,1,2,0.3407036,0.012884294614195824,True,20.1,2,1,3
2025-04-05-10-若 松,4,5,6,79.0,1,4,2,0.8663221,0.00014120379637461156,True,79.0,4,5,6
2025-04-05-11-若 松,1,2,6,15.7,4,1,3,0.047747433,0.0006463683093897998,True,15.7,1,2,6
2025-04-05-12-若 松,2,3,1,66.1,1,3,2,0.03794995,0.019185293465852737,True,66.1,2,3,1
2025-04-06-01-若 松,1,2,3,9.5,1,2,6,0.9985431,0.005851571448147297,True,9.5,1,2,3
2025-04-06-02-若 松,1,2,4,11.5,1,4,2,1.4459063,0.009224374778568745,True,11.5,1,2,4
2025-04-06-03-若 松,2,5,4,29.6,2,1,3,0.43859583,0.0027696932666003704,True,29.6,2,5,4
2025-04-06-04-若 松,1,4,2,10.2,1,4,2,1.0238531,0.011709348298609257,True,10.2,1,4,2
2025-04-06-05-若 松,5,4,2,261.0,1,3,4,1.1779903,0.000577531463932246,True,261.0,5,4,2
2025-04-06-06-若 松,1,3,4,15.5,1,3,6,0.82204664,0.0072310003452003,True,15.5,1,3,4
2025-04-06-07-若 松,1,3,5,53.1,1,6,3,1.6238056,0.0042345719411969185,True,53.1,1,3,5
2025-04-06-08-若 松,1,2,3,4.7,2,1,3,0.3471769,0.013156493194401264,True,4.7,1,2,3
2025-04-06-09-若 松,1,5,4,38.6,1,2,5,1.0928359,0.004293412435799837,True,38.6,1,5,4
2025-04-06-10-若 松,5,6,2,326.9,2,5,1,0.4017108,0.007867809385061264,True,326.9,5,6,2
2025-04-06-11-若 松,1,5,3,81.0,3,2,5,0.9546254,0.009550383314490318,True,81.0,1,5,3
2025-04-06-12-若 松,1,4,6,89.3,1,2,4,0.8318174,0.0022606721613556147,True,89.3,1,4,6
2025-04-09-01-若 松,4,6,1,83.8,4,1,6,0.52771056,0.01385604590177536,True,83.8,4,6,1
2025-04-09-02-若 松,1,4,6,20.3,1,4,3,0.6892877,0.009819096885621548,True,20.3,1,4,6
2025-04-09-03-若 松,1,4,6,24.6,1,2,3,1.258456,0.0008259575697593391,True,24.6,1,4,6
2025-04-09-04-若 松,1,4,2,10.6,1,4,3,1.0825722,0.007121150381863117,True,10.6,1,4,2
2025-04-09-05-若 松,1,2,5,10.6,1,4,2,1.023709,0.0024004876613616943,True,10.6,1,2,5
2025-04-09-06-若 松,1,4,3,17.1,1,4,3,1.1822293,0.012314563617110252,True,17.1,1,4,3
2025-04-09-07-若 松,1,2,6,11.5,1,2,3,1.7705395,0.0052911159582436085,True,11.5,1,2,6
2025-04-09-08-若 松,1,3,5,12.6,1,2,5,1.781314,0.0028269474860280752,True,12.6,1,3,5
2025-04-09-09-若 松,1,3,5,7.2,1,3,2,0.9900685,0.006245542783290148,True,7.2,1,3,5
2025-04-09-10-若 松,6,4,2,370.4,6,4,3,0.5857682,0.006222228053957224,True,370.4,6,4,2
2025-04-09-11-若 松,1,3,2,14.7,1,4,3,0.6531911,0.004171221982687712,True,14.7,1,3,2
2025-04-09-12-若 松,1,2,4,7.3,1,2,6,1.4571848,0.006670454051345587,True,7.3,1,2,4
2025-04-10-01-若 松,5,6,1,323.4,5,2,6,0.20624667,0.006869229022413492,True,323.4,5,6,1
2025-04-10-02-若 松,3,1,2,17.1,3,1,2,1.9181073,0.004076770506799221,True,17.1,3,1,2
2025-04-10-03-若 松,1,4,3,10.1,1,4,3,1.0793948,0.013067392632365227,True,10.1,1,4,3
2025-04-10-04-若 松,5,4,6,266.6,1,3,6,1.531685,0.0003316148940939456,True,266.6,5,4,6
2025-04-10-05-若 松,5,3,6,1148.7,1,3,4,0.53911,0.0004294348182156682,True,1148.7,5,3,6
2025-04-10-06-若 松,1,6,5,28.3,5,1,3,0.19420761,0.00880932342261076,True,28.3,1,6,5
2025-04-10-07-若 松,1,4,5,42.1,1,5,3,1.4010952,0.00429160101339221,True,42.1,1,4,5
2025-04-10-08-若 松,2,1,3,16.6,2,1,3,1.1487625,0.009785731323063374,True,16.6,2,1,3
2025-04-10-09-若 松,1,2,5,10.8,1,2,3,0.5172522,0.006358399987220764,True,10.8,1,2,5
2025-04-10-10-若 松,1,3,4,5.5,3,1,4,0.11550021,0.02149355784058571,True,5.5,1,3,4
2025-04-10-11-若 松,1,2,4,8.2,1,4,2,0.6853157,0.010317492298781872,True,8.2,1,2,4
2025-04-10-12-若 松,1,3,4,7.5,1,3,2,1.2031941,0.008230943232774734,True,7.5,1,3,4
2025-04-11-01-若 松,1,4,6,23.9,1,6,4,1.9641061,0.004451167769730091,True,23.9,1,4,6
2025-04-11-02-若 松,1,4,2,30.9,1,4,2,1.4183798,0.008711755275726318,True,30.9,1,4,2
2025-04-11-03-若 松,1,6,4,16.6,1,4,2,1.766684,0.005988775286823511,True,16.6,1,6,4
2025-04-11-04-若 松,3,4,5,126.1,3,1,4,1.3091066,0.004715114366263151,True,126.1,3,4,5
2025-04-11-05-若 松,2,1,5,16.2,2,1,5,1.3114038,0.012169810943305492,True,16.2,2,1,5
2025-04-11-06-若 松,1,6,4,54.4,1,4,2,1.4238663,0.0056444695219397545,True,54.4,1,6,4
2025-04-11-07-若 松,6,4,1,164.2,1,3,4,0.29304647,0.007451223209500313,True,164.2,6,4,1
2025-04-11-08-若 松,5,2,3,228.0,2,5,3,0.53389513,0.017455389723181725,True,228.0,5,2,3
2025-04-11-09-若 松,1,3,4,6.0,1,2,4,0.24532062,0.01097323652356863,True,6.0,1,3,4
2025-04-11-10-若 松,1,2,4,26.3,1,2,3,1.7878406,0.0030382201075553894,True,26.3,1,2,4
2025-04-11-11-若 松,2,1,4,51.5,1,2,4,1.4449097,0.011716830544173717,True,51.5,2,1,4
2025-04-11-12-若 松,2,1,4,21.9,1,2,4,0.5462827,0.020802197977900505,True,21.9,2,1,4
2025-04-12-01-若 松,1,2,5,15.5,1,2,3,1.6685091,0.003682179842144251,True,15.5,1,2,5
2025-04-12-02-若 松,3,4,5,46.0,3,1,4,0.54621375,0.009089702740311623,True,46.0,3,4,5
2025-04-12-03-若 松,1,5,3,34.6,1,5,3,0.77331096,0.01712009496986866,True,34.6,1,5,3
2025-04-12-04-若 松,1,3,4,14.0,1,2,3,0.78310716,0.006373850163072348,True,14.0,1,3,4
2025-04-12-05-若 松,1,4,3,24.4,1,4,2,0.77435076,0.007501198444515467,True,24.4,1,4,3
2025-04-12-06-若 松,1,2,3,7.6,1,3,2,0.79013747,0.013419624418020248,True,7.6,1,2,3
2025-04-12-07-若 松,1,2,6,5.0,1,2,6,1.177125,0.011763187125325203,True,5.0,1,2,6
2025-04-12-08-若 松,1,2,3,6.1,1,2,3,1.33427,0.009780386462807655,True,6.1,1,2,3
2025-04-12-09-若 松,3,1,2,61.3,3,1,6,0.2832402,0.013455371372401714,True,61.3,3,1,2
2025-04-12-10-若 松,2,1,3,37.2,2,6,1,1.8810184,0.004794423468410969,True,37.2,2,1,3
2025-04-12-11-若 松,1,3,2,6.6,1,3,2,0.51828885,0.021998297423124313,True,6.6,1,3,2
2025-04-12-12-若 松,1,3,4,10.2,1,3,4,1.2632004,0.010189835913479328,True,10.2,1,3,4
2025-04-18-01-若 松,6,1,3,55.9,2,6,1,0.7206382,0.004261832684278488,True,55.9,6,1,3
2025-04-18-02-若 松,3,2,5,157.1,2,3,1,1.4339937,0.002314484678208828,True,157.1,3,2,5
2025-04-18-03-若 松,1,6,2,43.6,1,6,3,0.9324913,0.00797361321747303,True,43.6,1,6,2
2025-04-18-04-若 松,3,1,4,62.1,1,3,4,0.8266295,0.01740289106965065,True,62.1,3,1,4
2025-04-18-05-若 松,2,6,4,1161.1,1,4,2,0.99542695,0.002043213229626417,True,1161.1,2,6,4
2025-04-18-06-若 松,1,2,6,47.7,1,3,2,1.0105612,0.0016447697998955846,True,47.7,1,2,6
2025-04-18-07-若 松,1,3,6,33.7,2,1,3,0.19762415,0.002285863272845745,True,33.7,1,3,6
2025-04-18-08-若 松,1,2,4,10.3,1,3,2,0.29341948,0.00592022854834795,True,10.3,1,2,4
2025-04-18-09-若 松,1,3,5,13.6,1,3,4,0.15222216,0.004661692306399345,True,13.6,1,3,5
2025-04-18-10-若 松,2,5,3,506.2,1,2,3,0.3310528,0.003311272244900465,True,506.2,2,5,3
2025-04-18-11-若 松,1,4,5,15.9,1,4,3,0.6286913,0.005033338442444801,True,15.9,1,4,5
2025-04-18-12-若 松,1,3,5,33.8,1,3,2,0.38998812,0.0012303499970585108,True,33.8,1,3,5
2025-04-19-01-若 松,1,6,2,42.3,1,3,2,1.4482981,0.0040679979138076305,True,42.3,1,6,2
2025-04-19-02-若 松,3,1,2,143.0,1,3,2,0.60845745,0.013491019606590271,True,143.0,3,1,2
2025-04-19-03-若 松,5,1,6,61.9,1,2,6,0.6783903,0.00715259276330471,True,61.9,5,1,6
2025-04-19-04-若 松,3,5,6,137.6,3,2,1,1.8198996,0.001264542923308909,True,137.6,3,5,6
2025-04-19-05-若 松,5,4,1,485.1,2,1,4,0.6081912,0.0008842936367727816,True,485.1,5,4,1
2025-04-19-06-若 松,2,6,1,110.6,2,5,6,2.0811143,0.002175776055082679,True,110.6,2,6,1
2025-04-19-07-若 松,3,1,2,168.6,1,6,3,0.9631089,0.008517985232174397,True,168.6,3,1,2
2025-04-19-08-若 松,1,2,3,5.0,1,4,2,0.2586422,0.005101628601551056,True,5.0,1,2,3
2025-04-19-09-若 松,1,5,4,29.6,1,5,4,0.54939693,0.013105032965540886,True,29.6,1,5,4
2025-04-19-10-若 松,1,4,3,30.5,1,6,3,0.41734952,0.004906277637928724,True,30.5,1,4,3
2025-04-19-11-若 松,1,5,3,26.7,3,1,5,0.0060755014,0.00986248254776001,True,26.7,1,5,3
2025-04-19-12-若 松,1,5,4,14.1,1,4,5,1.3615814,0.010494863614439964,True,14.1,1,5,4
2025-04-20-01-若 松,1,2,6,24.4,1,3,5,1.3174832,0.0015621866332367063,True,24.4,1,2,6
2025-04-20-02-若 松,1,6,5,83.7,1,3,5,0.8860173,0.002707165665924549,True,83.7,1,6,5
2025-04-20-03-若 松,1,5,6,31.1,1,2,6,0.37598366,0.0032725210767239332,True,31.1,1,5,6
2025-04-20-04-若 松,3,2,1,95.2,3,1,6,1.423598,0.007283450104296207,True,95.2,3,2,1
2025-04-20-05-若 松,1,3,5,23.2,1,4,3,0.87647474,0.0012318985536694527,True,23.2,1,3,5
2025-04-20-06-若 松,5,6,3,646.2,1,6,5,0.92880374,0.0014445750275626779,True,646.2,5,6,3
2025-04-20-07-若 松,2,1,6,41.6,1,3,6,1.1915933,0.003245745785534382,True,41.6,2,1,6
2025-04-20-08-若 松,1,3,5,8.3,1,2,3,0.92429465,0.007048473227769136,True,8.3,1,3,5
2025-04-20-09-若 松,3,6,2,332.3,1,3,2,1.2902845,0.0017356518656015396,True,332.3,3,6,2
2025-04-20-10-若 松,1,2,3,7.2,1,3,2,0.93603164,0.015029286965727806,True,7.2,1,2,3
2025-04-20-11-若 松,3,5,1,94.2,1,3,4,0.32419646,0.004428975749760866,True,94.2,3,5,1
2025-04-20-12-若 松,1,3,4,10.6,1,2,4,1.096494,0.006959124468266964,True,10.6,1,3,4
2025-04-21-01-若 松,4,1,6,37.5,4,1,6,0.890361,0.011551415547728539,True,37.5,4,1,6
2025-04-21-02-若 松,1,3,5,38.6,1,3,4,1.053776,0.007414995692670345,True,38.6,1,3,5
2025-04-21-03-若 松,3,2,5,201.4,2,3,4,1.0247432,0.005045040510594845,True,201.4,3,2,5
2025-04-21-04-若 松,1,4,3,24.5,1,4,3,1.3850553,0.010577671229839325,True,24.5,1,4,3
2025-04-21-05-若 松,1,4,3,11.0,1,3,4,0.81883657,0.016256317496299744,True,11.0,1,4,3
2025-04-21-06-若 松,5,3,6,120.1,1,5,2,0.85093373,0.0005095861270092428,True,120.1,5,3,6
2025-04-21-07-若 松,1,6,4,15.1,1,6,2,1.0704463,0.006706723477691412,True,15.1,1,6,4
2025-04-21-08-若 松,1,4,2,9.4,1,4,3,0.8985551,0.005632934160530567,True,9.4,1,4,2
2025-04-21-09-若 松,4,3,6,87.9,4,3,1,0.3348887,0.0031076993327587843,True,87.9,4,3,6
2025-04-21-10-若 松,2,1,4,86.2,2,3,5,0.71443415,0.0014743591891601682,True,86.2,2,1,4
2025-04-21-11-若 松,1,2,3,5.9,1,3,2,1.4647872,0.007545091677457094,True,5.9,1,2,3
2025-04-21-12-若 松,1,4,3,26.0,1,2,3,0.032839894,0.002246290445327759,True,26.0,1,4,3
2025-04-24-01-若 松,1,3,2,8.5,3,1,5,0.0014888048,0.01396128535270691,True,8.5,1,3,2
2025-04-24-02-若 松,4,5,2,131.0,3,4,5,1.2013478,0.0005324621452018619,True,131.0,4,5,2
2025-04-24-03-若 松,5,4,1,211.5,1,5,6,0.25472254,0.0071699125692248344,True,211.5,5,4,1
2025-04-24-04-若 松,1,3,4,44.8,2,4,1,0.754554,0.004881217144429684,True,44.8,1,3,4
2025-04-24-05-若 松,1,2,4,3.9,1,2,4,0.92535806,0.013618308119475842,True,3.9,1,2,4
2025-04-24-06-若 松,2,1,3,18.5,1,2,3,0.8766341,0.015590616501867771,True,18.5,2,1,3
2025-04-24-07-若 松,1,4,6,49.6,1,2,4,0.39859265,0.003860400291159749,True,49.6,1,4,6
2025-04-24-08-若 松,1,3,2,5.4,1,3,2,0.42270434,0.020649243146181107,True,5.4,1,3,2
2025-04-24-09-若 松,1,5,4,10.4,1,2,4,1.3821826,0.0056732045486569405,True,10.4,1,5,4
