name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
若杉 匡宏,2918,1 号艇,350,47,13.4,26.5,40.5,0,0
若杉 匡宏,2918,2 号艇,353,35,9.9,22.9,35.1,0,0
若杉 匡宏,2918,3 号艇,329,18,5.4,15.8,30.0,0,0
若杉 匡宏,2918,4 号艇,333,28,8.4,21.3,35.4,0,0
若杉 匡宏,2918,5 号艇,330,16,4.8,12.7,25.7,0,0
若杉 匡宏,2918,6 号艇,333,13,3.9,13.2,26.1,0,0
