name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
竹野 未華,4722,女子戦,574,29,3.3,5.0,12.0,22.8,0.19,3.3
竹野 未華,4722,混合戦,321,7,2.23,2.1,5.9,10.5,0.18,3.4
