name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
太田 克哉,3560,1 号艇,769,615,67,27,25,22,13,0
太田 克哉,3560,2 号艇,842,45,582,103,55,37,20,0
太田 克哉,3560,3 号艇,852,8,62,550,124,62,44,2
太田 克哉,3560,4 号艇,809,2,16,87,475,151,77,1
太田 克哉,3560,5 号艇,804,2,15,35,134,472,145,1
太田 克哉,3560,6 号艇,788,1,11,43,52,165,514,2
