name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
野田部 宏子,4765,女子戦,942,128,4.38,13.5,26.5,40.3,0.15,2.7
野田部 宏子,4765,混合戦,687,49,3.07,7.1,14.8,23.0,0.15,2.9
