name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
長溝 一生,3522,1 コース,1126,535,47.5,72.8,85.7,0.18,3.1
長溝 一生,3522,2 コース,1073,239,22.2,48.8,67.2,0.2,3.7
長溝 一生,3522,3 コース,978,209,21.3,43.2,60.7,0.19,3.5
長溝 一生,3522,4 コース,1428,310,21.7,42.9,60.6,0.19,3.3
長溝 一生,3522,5 コース,941,130,13.8,30.7,49.3,0.2,3.5
長溝 一生,3522,6 コース,391,24,6.1,16.3,35.5,0.21,4.2
