name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
椎名 豊,4787,SG,166,23,32,21,24,24,40,0,1,0,1,0,0,0,0
椎名 豊,4787,G1,574,124,92,83,62,87,121,3,4,0,1,0,0,1,0
椎名 豊,4787,G2,101,24,11,21,17,14,11,0,1,0,2,0,0,0,0
椎名 豊,4787,G3,57,15,12,6,12,6,5,0,0,0,1,0,0,0,0
椎名 豊,4787,一般,1822,581,339,239,196,225,213,7,15,3,10,0,0,2,1
椎名 豊,4787,総合,2720,767,486,370,311,356,390,10,21,3,15,0,0,3,1
