name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
森下 愛梨,4984,女子戦,840,107,4.68,12.7,24.6,42.7,0.2,3.8
森下 愛梨,4984,混合戦,550,28,3.17,5.0,11.8,21.4,0.2,3.9
