name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
萩原 秀人,4061,1 号艇,1288,832,64.6,77.6,85.1,68,50
萩原 秀人,4061,2 号艇,1028,304,29.5,54.6,68.1,37,6
萩原 秀人,4061,3 号艇,1071,269,25.1,47.2,64.5,39,5
萩原 秀人,4061,4 号艇,1005,212,21.0,41.4,60.1,41,7
萩原 秀人,4061,5 号艇,933,140,15.0,32.9,53.7,23,2
萩原 秀人,4061,6 号艇,931,107,11.4,28.7,50.3,30,2
