name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
峰重 力也,4635,1 号艇,264,258,2,2,1,0,1,0
峰重 力也,4635,2 号艇,333,2,298,27,4,1,1,0
峰重 力也,4635,3 号艇,337,0,3,301,26,5,2,0
峰重 力也,4635,4 号艇,413,0,0,2,315,67,29,0
峰重 力也,4635,5 号艇,452,0,5,3,12,343,89,0
峰重 力也,4635,6 号艇,530,0,1,3,1,39,486,0
