name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
佐々木 裕美,4045,1 コース,854,490,475,0,0,0,15,0
佐々木 裕美,4045,2 コース,785,186,0,104,68,0,11,3
佐々木 裕美,4045,3 コース,785,154,0,27,68,46,11,2
佐々木 裕美,4045,4 コース,790,146,0,23,78,38,6,1
佐々木 裕美,4045,5 コース,859,92,0,7,31,45,9,0
佐々木 裕美,4045,6 コース,1009,58,0,4,22,24,8,0
