name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
藤原 碧生,5217,1 コース,130,88,84,0,0,0,4,0
藤原 碧生,5217,2 コース,98,25,0,17,4,0,4,0
藤原 碧生,5217,3 コース,93,14,0,5,7,1,1,0
藤原 碧生,5217,4 コース,116,25,0,6,15,3,1,0
藤原 碧生,5217,5 コース,128,13,0,0,0,10,3,0
藤原 碧生,5217,6 コース,254,10,0,0,2,4,2,2
