name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
井口 真弓,4178,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
井口 真弓,4178,G1,1,9,0,4.56,0.0,0.0,22.2,0,0,0.21,3.7
井口 真弓,4178,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
井口 真弓,4178,G3,57,499,61,4.5,12.2,26.0,39.8,3,0,0.19,3.3
井口 真弓,4178,一般,56,445,43,3.85,9.6,18.4,32.1,1,0,0.21,3.6
井口 真弓,4178,総合,114,953,104,4.2,10.9,22.2,36.1,4,0,0.2,3.5
