name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
濱崎 寿里矢,4997,女子戦,417,10,2.4,2.4,6.0,12.7,0.18,3.4
濱崎 寿里矢,4997,混合戦,213,3,1.53,1.4,1.8,3.2,0.18,3.8
