name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
小島 督生,2895,1 コース,595,81,73,0,0,0,8,0
小島 督生,2895,2 コース,580,57,0,33,13,0,11,0
小島 督生,2895,3 コース,434,19,0,5,9,1,4,0
小島 督生,2895,4 コース,298,22,0,1,14,4,3,0
小島 督生,2895,5 コース,168,11,0,1,6,1,3,0
小島 督生,2895,6 コース,53,1,0,0,0,1,0,0
