name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
久保田 美紀,3182,1 コース,754,102,13.5,39.5,61.8,0.21,3.4
久保田 美紀,3182,2 コース,1062,108,10.1,34.6,60.0,0.22,3.7
久保田 美紀,3182,3 コース,1070,89,8.3,23.4,46.3,0.21,3.4
久保田 美紀,3182,4 コース,995,54,5.4,19.5,41.6,0.21,3.6
久保田 美紀,3182,5 コース,779,21,2.7,13.9,32.9,0.22,3.7
久保田 美紀,3182,6 コース,410,6,1.4,9.2,24.8,0.22,3.8
