name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
石本 裕武,5267,桐生,1,11,4,7.18,36.3,63.6,81.8,0,0,0.13
石本 裕武,5267,戸田,1,7,2,4.43,28.5,28.5,42.8,0,0,0.12
石本 裕武,5267,江戸川,1,10,4,5.5,40.0,50.0,50.0,0,0,0.18
石本 裕武,5267,平和島,3,25,8,6.24,32.0,44.0,64.0,0,0,0.15
石本 裕武,5267,多摩川,3,23,8,6.57,34.7,56.5,65.2,1,0,0.14
石本 裕武,5267,浜名湖,2,20,5,5.9,25.0,40.0,60.0,1,0,0.13
石本 裕武,5267,蒲郡,3,20,4,6.2,20.0,50.0,60.0,0,0,0.15
石本 裕武,5267,常滑,5,33,6,5.15,18.1,27.2,45.4,1,0,0.16
石本 裕武,5267,津,5,39,4,4.51,10.2,23.0,38.4,0,0,0.16
石本 裕武,5267,三国,6,51,14,5.47,27.4,39.2,50.9,1,0,0.14
石本 裕武,5267,びわこ,6,58,17,5.69,29.3,43.1,51.7,0,0,0.15
石本 裕武,5267,住之江,17,145,34,5.25,23.4,36.5,48.9,1,1,0.13
石本 裕武,5267,尼崎,1,7,0,1.86,0.0,0.0,0.0,0,0,0.13
石本 裕武,5267,鳴門,1,7,0,3.14,0.0,0.0,42.8,0,0,0.14
石本 裕武,5267,丸亀,3,31,8,6.39,25.8,51.6,67.7,0,0,0.1
石本 裕武,5267,児島,3,31,9,7.06,29.0,54.8,74.1,1,0,0.12
石本 裕武,5267,宮島,2,16,4,5.69,25.0,43.7,56.2,0,0,0.15
石本 裕武,5267,徳山,2,19,3,5.37,15.7,42.1,52.6,1,0,0.15
石本 裕武,5267,下関,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
石本 裕武,5267,若松,1,9,5,8.11,55.5,66.6,88.8,1,0,0.14
石本 裕武,5267,芦屋,1,10,5,7.2,50.0,60.0,70.0,1,0,0.13
石本 裕武,5267,福岡,3,27,5,5.41,18.5,44.4,51.8,0,0,0.14
石本 裕武,5267,唐津,1,10,3,6.4,30.0,50.0,70.0,0,0,0.09
石本 裕武,5267,大村,2,15,4,6.53,26.6,53.3,73.3,0,0,0.13
