name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
登玉 隼百,5161,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
登玉 隼百,5161,G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
登玉 隼百,5161,G2,9,0,2,0,1,1,5,0,0,0,0,0,0,0,0
登玉 隼百,5161,G3,27,5,4,1,4,5,8,0,0,0,0,0,0,0,0
登玉 隼百,5161,一般,939,147,121,122,154,173,211,4,5,2,4,0,0,1,0
登玉 隼百,5161,総合,975,152,127,123,159,179,224,4,5,2,4,0,0,1,0
