name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
澤田 尚也,5017,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
澤田 尚也,5017,G1,178,19,35,25,37,37,23,0,2,0,0,0,0,0,0
澤田 尚也,5017,G2,91,19,16,20,10,14,11,2,0,0,0,0,0,0,1
澤田 尚也,5017,G3,82,14,19,16,13,9,10,0,0,1,0,0,0,0,0
澤田 尚也,5017,一般,1432,313,250,265,215,206,162,6,9,0,11,0,0,4,1
澤田 尚也,5017,総合,1783,365,320,326,275,266,206,8,11,1,11,0,0,4,2
