name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
大月 遊雅,5190,1 号艇,59,12,20.3,45.7,55.9,0,0
大月 遊雅,5190,2 号艇,89,7,7.8,15.7,42.7,0,0
大月 遊雅,5190,3 号艇,93,7,7.5,19.3,37.6,0,0
大月 遊雅,5190,4 号艇,118,5,4.2,11.8,14.4,0,0
大月 遊雅,5190,5 号艇,147,2,1.3,6.1,13.6,0,0
大月 遊雅,5190,6 号艇,173,0,0.0,0.5,5.2,0,0
