name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
真保 敬義,2853,桐生,5,40,8,5.58,20.0,32.5,52.5,0,0,0.23
真保 敬義,2853,戸田,8,70,15,5.54,21.4,40.0,55.7,1,0,0.21
真保 敬義,2853,江戸川,3,22,5,5.55,22.7,31.8,59.0,0,0,0.29
真保 敬義,2853,平和島,7,51,7,5.53,13.7,37.2,56.8,0,0,0.21
真保 敬義,2853,多摩川,4,28,4,5.64,14.2,39.2,60.7,0,0,0.21
真保 敬義,2853,浜名湖,5,43,5,5.02,11.6,30.2,58.1,0,0,0.22
真保 敬義,2853,蒲郡,4,30,8,6.13,26.6,50.0,66.6,2,0,0.22
真保 敬義,2853,常滑,6,50,4,4.24,8.0,24.0,40.0,0,0,0.25
真保 敬義,2853,津,6,49,10,5.59,20.4,36.7,55.1,0,0,0.18
真保 敬義,2853,三国,8,55,16,6.36,29.0,50.9,67.2,3,0,0.19
真保 敬義,2853,びわこ,6,50,11,6.06,22.0,34.0,70.0,1,1,0.2
真保 敬義,2853,住之江,16,126,32,5.88,25.4,40.4,59.5,3,1,0.15
真保 敬義,2853,尼崎,8,66,12,5.48,18.1,34.8,54.5,1,0,0.2
真保 敬義,2853,鳴門,2,14,6,8.0,42.8,71.4,92.8,2,0,0.18
真保 敬義,2853,丸亀,4,39,14,7.08,35.9,61.5,74.3,2,0,0.16
真保 敬義,2853,児島,3,30,9,6.63,30.0,56.6,73.3,1,0,0.21
真保 敬義,2853,宮島,5,44,9,5.45,20.4,31.8,52.2,1,0,0.2
真保 敬義,2853,徳山,2,13,1,3.0,7.6,7.6,15.3,0,0,0.28
真保 敬義,2853,下関,5,44,6,5.34,13.6,31.8,61.3,0,0,0.24
真保 敬義,2853,若松,4,34,2,4.68,5.8,17.6,47.0,0,0,0.21
真保 敬義,2853,芦屋,4,33,2,4.33,6.0,21.2,42.4,0,0,0.25
真保 敬義,2853,福岡,5,49,9,5.82,18.3,34.6,61.2,1,0,0.22
真保 敬義,2853,唐津,2,14,2,4.5,14.2,21.4,35.7,0,0,0.21
真保 敬義,2853,大村,6,57,11,5.65,19.3,35.0,52.6,2,0,0.23
