name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
中村 晃朋,4739,1 号艇,550,547,2,1,0,0,0,0
中村 晃朋,4739,2 号艇,487,0,461,19,6,0,1,0
中村 晃朋,4739,3 号艇,475,0,8,436,19,12,0,0
中村 晃朋,4739,4 号艇,515,0,0,17,422,56,20,0
中村 晃朋,4739,5 号艇,520,0,4,2,38,401,75,0
中村 晃朋,4739,6 号艇,576,0,7,5,8,52,504,0
