name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
村本 大成,5138,1 コース,52,5,9.6,21.1,36.5,0.19,4.0
村本 大成,5138,2 コース,95,3,3.1,6.3,24.2,0.18,4.3
村本 大成,5138,3 コース,95,1,1.0,5.2,17.8,0.17,3.6
村本 大成,5138,4 コース,89,1,1.1,5.6,11.2,0.17,3.6
村本 大成,5138,5 コース,130,0,0.0,3.0,9.2,0.17,3.6
村本 大成,5138,6 コース,276,0,0.0,0.3,1.8,0.18,3.9
