name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
山田 貴愛,4755,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
山田 貴愛,4755,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
山田 貴愛,4755,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
山田 貴愛,4755,G3,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
山田 貴愛,4755,一般,97,760,7,1.86,0.9,1.9,5.9,0,0,0.21,4.2
山田 貴愛,4755,総合,97,760,7,1.86,0.9,1.9,5.9,0,0,0.21,4.2
