name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
福島 陽子,3357,女子戦,4483,646,5.5,14.4,33.4,54.4,0.22,3.8
福島 陽子,3357,混合戦,2156,158,4.14,7.3,19.4,36.1,0.23,4.1
