name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
森 貴洋,3904,桐生,28,231,35,5.36,15.1,33.7,51.9,0,0,0.18
森 貴洋,3904,戸田,23,179,33,5.7,18.4,38.5,60.3,2,0,0.17
森 貴洋,3904,江戸川,27,216,49,6.1,22.6,45.8,63.4,8,1,0.19
森 貴洋,3904,平和島,29,252,48,5.74,19.0,38.8,57.5,4,0,0.16
森 貴洋,3904,多摩川,21,174,29,5.79,16.6,42.5,59.7,2,0,0.17
森 貴洋,3904,浜名湖,33,265,46,5.85,17.3,38.1,61.5,6,0,0.18
森 貴洋,3904,蒲郡,40,363,67,5.6,18.4,38.0,56.4,5,0,0.17
森 貴洋,3904,常滑,39,313,53,5.82,16.9,40.8,59.1,7,0,0.17
森 貴洋,3904,津,25,219,41,5.8,18.7,37.9,60.2,2,0,0.17
森 貴洋,3904,三国,36,294,40,5.27,13.6,33.3,54.0,3,0,0.17
森 貴洋,3904,びわこ,45,405,77,5.74,19.0,38.0,57.0,8,0,0.17
森 貴洋,3904,住之江,93,794,133,5.67,16.7,39.1,59.4,16,1,0.15
森 貴洋,3904,尼崎,35,304,58,5.83,19.0,37.5,62.5,5,0,0.17
森 貴洋,3904,鳴門,32,285,57,5.96,20.0,41.4,62.1,6,0,0.16
森 貴洋,3904,丸亀,32,285,47,5.68,16.4,40.7,59.6,3,0,0.17
森 貴洋,3904,児島,20,184,32,5.79,17.3,40.2,60.8,2,0,0.17
森 貴洋,3904,宮島,23,217,47,5.95,21.6,45.1,62.2,3,0,0.17
森 貴洋,3904,徳山,24,235,46,5.87,19.5,37.8,62.1,2,0,0.17
森 貴洋,3904,下関,23,221,41,5.82,18.5,42.5,60.6,5,2,0.16
森 貴洋,3904,若松,28,272,47,5.77,17.2,41.9,59.5,3,0,0.17
森 貴洋,3904,芦屋,25,239,44,5.86,18.4,39.7,59.4,1,0,0.16
森 貴洋,3904,福岡,26,240,50,5.81,20.8,36.2,58.3,1,0,0.18
森 貴洋,3904,唐津,27,248,45,5.94,18.1,42.3,64.1,6,0,0.16
森 貴洋,3904,大村,31,263,46,5.67,17.4,39.1,57.7,3,0,0.18
