name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
羽野 諒,5008,桐生,3,27,2,5.26,7.4,33.3,51.8,0,0,0.14
羽野 諒,5008,戸田,6,47,4,4.0,8.5,17.0,31.9,0,0,0.15
羽野 諒,5008,江戸川,4,30,8,5.2,26.6,30.0,43.3,0,0,0.16
羽野 諒,5008,平和島,5,48,9,4.98,18.7,29.1,41.6,0,0,0.15
羽野 諒,5008,多摩川,2,12,1,3.83,8.3,8.3,33.3,0,0,0.15
羽野 諒,5008,浜名湖,5,45,5,5.13,11.1,26.6,48.8,0,0,0.15
羽野 諒,5008,蒲郡,3,29,2,4.72,6.9,17.2,41.3,0,0,0.14
羽野 諒,5008,常滑,5,42,3,4.4,7.1,16.6,42.8,0,0,0.15
羽野 諒,5008,津,3,21,3,4.52,14.2,19.0,28.5,1,0,0.15
羽野 諒,5008,三国,4,29,2,4.45,6.9,20.6,44.8,0,0,0.13
羽野 諒,5008,びわこ,2,19,1,4.21,5.2,26.3,36.8,0,0,0.19
羽野 諒,5008,住之江,5,37,2,4.08,5.4,10.8,37.8,0,0,0.18
羽野 諒,5008,尼崎,4,29,1,3.21,3.4,17.2,24.1,0,0,0.17
羽野 諒,5008,鳴門,9,66,5,4.05,7.5,18.1,37.8,0,0,0.14
羽野 諒,5008,丸亀,1,8,0,0.88,0.0,0.0,0.0,0,0,0.19
羽野 諒,5008,児島,3,21,2,3.62,9.5,14.2,23.8,0,0,0.17
羽野 諒,5008,宮島,5,50,3,3.64,6.0,14.0,24.0,0,0,0.18
羽野 諒,5008,徳山,8,70,2,3.24,2.8,10.0,25.7,0,0,0.16
羽野 諒,5008,下関,6,49,3,3.92,6.1,16.3,34.6,0,0,0.16
羽野 諒,5008,若松,11,82,2,2.91,2.4,7.3,21.9,0,0,0.18
羽野 諒,5008,芦屋,47,408,23,3.78,5.6,16.1,32.1,0,0,0.15
羽野 諒,5008,福岡,22,180,11,3.98,6.1,16.6,36.1,0,0,0.18
羽野 諒,5008,唐津,7,64,2,3.2,3.1,7.8,20.3,1,0,0.19
羽野 諒,5008,大村,15,132,8,3.52,6.0,12.8,25.0,1,0,0.16
