name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
新地 雅洋,3079,桐生,22,167,36,5.63,21.5,43.1,55.6,2,0,0.22
新地 雅洋,3079,戸田,28,231,63,5.88,27.2,45.4,58.4,7,3,0.2
新地 雅洋,3079,江戸川,42,334,95,6.37,28.4,52.1,62.8,18,6,0.21
新地 雅洋,3079,平和島,20,178,49,5.87,27.5,41.5,55.0,5,1,0.19
新地 雅洋,3079,多摩川,18,158,38,5.55,24.0,38.6,53.1,3,1,0.2
新地 雅洋,3079,浜名湖,26,204,37,5.04,18.1,32.3,47.5,6,0,0.22
新地 雅洋,3079,蒲郡,17,148,28,4.89,18.9,31.7,44.5,2,0,0.2
新地 雅洋,3079,常滑,26,203,40,5.35,19.7,34.9,51.7,2,0,0.21
新地 雅洋,3079,津,29,250,48,5.53,19.2,42.0,54.8,5,0,0.2
新地 雅洋,3079,三国,38,315,56,5.41,17.7,39.3,52.0,7,0,0.2
新地 雅洋,3079,びわこ,24,215,53,5.99,24.6,46.9,56.7,4,1,0.2
新地 雅洋,3079,住之江,70,582,126,5.73,21.6,42.4,58.2,17,1,0.17
新地 雅洋,3079,尼崎,32,277,53,5.42,19.1,37.5,51.9,9,0,0.19
新地 雅洋,3079,鳴門,21,168,38,5.7,22.6,41.6,58.9,4,0,0.19
新地 雅洋,3079,丸亀,23,211,40,4.82,18.9,35.0,46.9,1,0,0.2
新地 雅洋,3079,児島,20,188,39,5.24,20.7,34.5,48.4,3,0,0.2
新地 雅洋,3079,宮島,17,154,34,5.34,22.0,35.0,55.8,3,1,0.2
新地 雅洋,3079,徳山,2,19,5,6.11,26.3,42.1,63.1,1,0,0.21
新地 雅洋,3079,下関,25,230,37,5.2,16.0,35.2,49.5,2,1,0.2
新地 雅洋,3079,若松,19,165,35,5.55,21.2,41.2,55.7,4,0,0.19
新地 雅洋,3079,芦屋,11,91,19,5.9,20.8,46.1,62.6,3,0,0.2
新地 雅洋,3079,福岡,14,126,34,5.68,26.9,42.0,53.9,1,0,0.2
新地 雅洋,3079,唐津,14,127,36,6.27,28.3,51.9,62.9,5,1,0.21
新地 雅洋,3079,大村,22,202,44,5.66,21.7,37.6,54.9,2,0,0.22
