name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
清水 沙樹,4519,女子戦,1787,346,5.49,19.3,37.8,53.8,0.16,3.0
清水 沙樹,4519,混合戦,772,76,4.03,9.8,21.3,34.0,0.17,3.3
