name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
山下 夏鈴,5013,女子戦,819,124,4.46,15.1,26.5,39.4,0.17,3.1
山下 夏鈴,5013,混合戦,559,53,3.05,9.4,14.6,22.3,0.18,3.4
