name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
井上 茂,4669,桐生,1,7,0,4.43,0.0,14.2,42.8,0,0,0.17
井上 茂,4669,戸田,3,22,2,4.59,9.0,27.2,40.9,0,0,0.15
井上 茂,4669,江戸川,6,48,3,4.15,6.2,20.8,35.4,0,0,0.2
井上 茂,4669,平和島,4,29,3,4.38,10.3,10.3,41.3,0,0,0.15
井上 茂,4669,多摩川,2,13,0,3.85,0.0,15.3,30.7,0,0,0.18
井上 茂,4669,浜名湖,6,45,3,3.89,6.6,13.3,28.8,0,0,0.19
井上 茂,4669,蒲郡,5,39,5,4.46,12.8,15.3,35.9,0,0,0.17
井上 茂,4669,常滑,4,29,2,4.45,6.9,27.5,48.2,0,0,0.19
井上 茂,4669,津,8,64,6,5.36,9.3,35.9,59.3,0,0,0.18
井上 茂,4669,三国,6,50,7,4.44,14.0,22.0,40.0,0,0,0.19
井上 茂,4669,びわこ,5,38,6,4.71,15.7,26.3,44.7,0,0,0.2
井上 茂,4669,住之江,5,36,3,3.69,8.3,16.6,25.0,0,0,0.17
井上 茂,4669,尼崎,5,46,6,5.09,13.0,28.2,50.0,0,0,0.18
井上 茂,4669,鳴門,10,73,3,4.47,4.1,24.6,47.9,0,0,0.17
井上 茂,4669,丸亀,9,79,7,4.24,8.8,17.7,37.9,1,0,0.17
井上 茂,4669,児島,12,103,6,3.77,5.8,19.4,31.0,0,0,0.18
井上 茂,4669,宮島,12,97,4,3.61,4.1,12.3,27.8,0,0,0.18
井上 茂,4669,徳山,10,79,3,3.0,3.8,12.6,20.2,0,0,0.19
井上 茂,4669,下関,12,101,3,3.62,2.9,13.8,29.7,0,0,0.17
井上 茂,4669,若松,30,236,10,3.62,4.2,16.1,32.2,0,0,0.19
井上 茂,4669,芦屋,28,228,15,3.46,6.5,16.2,27.1,0,0,0.18
井上 茂,4669,福岡,32,261,20,4.24,7.6,20.3,36.7,0,0,0.18
井上 茂,4669,唐津,21,179,12,3.69,6.7,13.4,29.6,0,0,0.18
井上 茂,4669,大村,23,165,9,3.58,5.4,15.7,29.7,0,0,0.17
