name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
杉山 太陽,5271,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杉山 太陽,5271,G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杉山 太陽,5271,G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杉山 太陽,5271,G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杉山 太陽,5271,一般,400,13,22,28,42,89,195,1,4,0,7,0,0,0,0
杉山 太陽,5271,総合,400,13,22,28,42,89,195,1,4,0,7,0,0,0,0
