name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
竹田 和哉,4776,1 コース,467,339,327,0,0,0,12,0
竹田 和哉,4776,2 コース,400,65,0,48,10,0,5,2
竹田 和哉,4776,3 コース,429,65,0,5,32,15,11,2
竹田 和哉,4776,4 コース,419,50,0,11,27,8,4,0
竹田 和哉,4776,5 コース,437,24,0,2,5,14,2,1
竹田 和哉,4776,6 コース,606,11,0,2,3,4,2,0
