name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
徳平 弘次,2671,1 コース,374,60,46,1,0,0,13,0
徳平 弘次,2671,2 コース,476,55,0,36,8,0,10,1
徳平 弘次,2671,3 コース,433,36,0,18,7,5,5,1
徳平 弘次,2671,4 コース,248,10,0,2,3,1,3,1
徳平 弘次,2671,5 コース,176,9,0,0,3,3,2,1
徳平 弘次,2671,6 コース,124,5,0,1,0,3,1,0
