name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
澁川 夏,5325,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
澁川 夏,5325,G1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
澁川 夏,5325,G2,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
澁川 夏,5325,G3,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
澁川 夏,5325,一般,43,333,9,2.86,2.7,6.9,18.3,0,0,0.16,3.4
澁川 夏,5325,総合,43,333,9,2.86,2.7,6.9,18.3,0,0,0.16,3.4
