name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
塩崎 優司,3730,桐生,28,242,48,5.76,19.8,40.0,56.2,4,1,0.18
塩崎 優司,3730,戸田,43,358,49,5.38,13.6,34.0,51.1,6,0,0.18
塩崎 優司,3730,江戸川,31,256,39,5.4,15.2,32.4,50.0,1,0,0.2
塩崎 優司,3730,平和島,31,250,46,5.48,18.4,35.6,52.8,2,0,0.17
塩崎 優司,3730,多摩川,35,312,71,6.0,22.7,42.6,61.5,9,2,0.17
塩崎 優司,3730,浜名湖,38,297,60,5.47,20.2,36.3,52.1,3,0,0.18
塩崎 優司,3730,蒲郡,84,759,167,5.89,22.0,42.1,57.9,14,1,0.18
塩崎 優司,3730,常滑,83,720,127,5.56,17.6,35.0,53.1,13,1,0.18
塩崎 優司,3730,津,35,299,39,4.94,13.0,28.7,46.8,1,0,0.18
塩崎 優司,3730,三国,41,349,64,5.67,18.3,38.1,53.8,7,1,0.18
塩崎 優司,3730,びわこ,35,292,33,5.13,11.3,28.4,52.7,3,0,0.19
塩崎 優司,3730,住之江,27,223,39,5.57,17.4,36.7,56.9,5,1,0.17
塩崎 優司,3730,尼崎,29,234,52,5.97,22.2,42.3,59.4,6,2,0.17
塩崎 優司,3730,鳴門,25,214,48,5.75,22.4,39.2,51.8,5,0,0.17
塩崎 優司,3730,丸亀,31,290,52,5.6,17.9,40.3,55.1,3,0,0.19
塩崎 優司,3730,児島,22,204,36,5.54,17.6,34.8,54.9,4,1,0.19
塩崎 優司,3730,宮島,11,101,26,5.91,25.7,41.5,55.4,3,1,0.2
塩崎 優司,3730,徳山,26,241,48,5.51,19.9,36.5,52.2,2,0,0.19
塩崎 優司,3730,下関,31,299,82,6.08,27.4,45.1,58.1,6,0,0.17
塩崎 優司,3730,若松,29,274,43,5.61,15.6,35.4,57.3,2,0,0.19
塩崎 優司,3730,芦屋,18,165,38,6.18,23.0,45.4,62.4,5,1,0.17
塩崎 優司,3730,福岡,23,210,34,5.35,16.1,34.2,49.5,0,0,0.17
塩崎 優司,3730,唐津,27,247,55,6.1,22.2,42.9,63.5,5,1,0.17
塩崎 優司,3730,大村,29,255,39,5.55,15.2,37.6,55.2,4,0,0.2
